p.value	odds_ratio	overlap	adj_p.value	genes
Signaling by TGF-beta Receptor Complex R-HSA-170834	2.94151803046232e-10	4.1016763956178	40/94	1.05497146660095e-08	RHOA;PMEPA1;PARD6A;EP300;STAT1;TGFB2;ATP1B4;SMAD3;TFDP1;E2F5;TGFBR2;SMAD4;WWTR1;ITGB6;ITGB1;PPP1CB;FBN1;MYC;SKIL;SP1;TGFB3;MEN1;MAPK3;RPS27A;NCOR1;TGFB1;TRIM33;COL1A2;NEDD8;MAPK1;ITGA8;NCOR2;FURIN;SMAD2;E2F4;ITGAV;CBL;UBA52;JUNB;USP15
Circadian Clock R-HSA-400253	4.14028397298768e-10	4.92717328750514	33/70	1.46510848857457e-08	SMARCD3;ATF2;NR3C1;RXRA;PPARA;PER2;CRY2;NAMPT;KLF15;BTRC;RORA;CLOCK;PPP1CB;RPS27A;F7;NCOR1;HDAC3;EP300;NPAS2;NCOA2;UBA52;HIF1A;NR1D1;SKP1;MEF2C;NRIP1;HELZ2;MEF2D;SIRT1;CREB1;SREBF1;NCOA1;BHLHE41
Nuclear Events (kinase and transcription factor activation) R-HSA-198725	7.0970433383162e-10	5.34007894692566	30/61	2.47836223945937e-08	RPS6KA1;ID1;CDK5;ATF2;JUND;ID2;MAPK3;MEF2A;EGR1;TCF12;MAPK1;EGR2;FOS;EP300;ASCL1;SRF;ATF1;SGK1;RPS6KA3;JUNB;DNM2;MEF2C;MEF2D;CREB1;F3;RPS6KA5;ID4;MAPK14;FOSL1;MAPK7
Mitotic G1 phase and G1/S transition R-HSA-453279	1.19933246161522e-09	3.06688696293897	53/149	4.13380305600882e-08	POLE3;MYBL2;ABL1;RBL2;AKT1;SKP1;MCM3;RB1;TFDP1;E2F3;PSMA4;E2F5;CDK1;RPA3;MCM6;PSMA6;AKT2;PSME2;PSMD10;CCND2;CCND3;MYC;PSMB3;PSMC4;PSMB8;PSMB9;PSMC2;SRC;POLA2;RPS27A;CDC7;POLE;PPP2R3B;MCM4;PSMD6;CDKN1C;TOP2A;PSMA5;MCM8;PSMD8;E2F4;CDC45;E2F1;CDC6;CKS1B;E2F2;UBA52;PSMB10;PSME1;PCNA;PSMC5;CCNA2;PSMA1
Cell Cycle R-HSA-1640170	1.4604111263355e-09	1.78920666951735	166/693	4.96914247345438e-08	CHMP2B;WAPL;H2BC21;H3C6;MAPRE1;MDM4;H3C4;NCAPG;EP300;AKT1;H2BC15;SEC13;H3C14;RB1;E2F5;CDK1;MCM6;H3C10;CCND2;SYCP3;CC2D1B;AAAS;H2BC14;RAN;YWHAB;NBN;PPP2R3B;NDEL1;MCM4;ODF2;TP53;CHMP3;CDKN1C;PSMA5;CEP250;MDM2;H2BC17;CDC45;H3-4;CDC6;E2F1;AHCTF1;PRKCB;H4C9;HSPA2;ANAPC16;PSME1;NHP2;H2BC8;DCTN1;MYBL2;BUB3;H3C2;RBL2;CDC25B;RBX1;MCM3;YWHAQ;RCC2;H2BC13;POLR2F;CEP43;CKAP5;AURKA;PPP1CB;TUBA1A;CCND3;HSP90AB1;AURKB;NOP10;PSMB8;NUP54;SRC;CEP78;POLA2;RPS27A;PPP1R12B;TUBA1B;ATM;BTRC;H3C3;POLR2K;BRCA1;UBA52;LPIN3;PSMA1;TUBGCP4;CHEK2;ABL1;POLR2L;SKP1;FOXM1;HAUS4;E2F3;PSMA4;NSL1;RPA3;H3C7;AKT2;PSME2;NUMA1;PSMD10;KIF2A;UBE2V2;MYC;PSMC4;RAB1A;BRIP1;H2AC6;PSMC2;PRKACA;MDC1;H2AC8;CDC7;SUMO1;H2AX;BUB1;DYNLL1;UIMC1;BABAM1;RPS27;H3C11;DNA2;CCNA2;POLE3;CDC26;H2BC12;SMC1A;PRKCA;RAD50;SPC25;AKAP9;CENPC;CCP110;H2BC3;TFDP1;TUBB4B;PSMA6;FBXW11;SMARCA5;H3C1;H2AC7;CEP164;ZWINT;PSMB3;PSMB9;MAPK3;POLE;PTTG1;PHLDA1;KAT5;H3C12;PSMD6;GINS3;MAPK1;TOP2A;MCM8;PSMD8;E2F4;GSK3B;CKS1B;E2F2;PSMB10;POLD2;PCNA;PSMC5
SARS-CoV-2 Infection R-HSA-9694516	2.86331191550504e-09	2.25916905295065	86/299	9.61927825791187e-08	RPS15;RPN1;CHMP2B;GALNT1;RPS7;GJA1;IRF3;FAU;TBK1;VCP;SNRPG;RPS9;AKT1;STAT1;RPS21;SEC13;RPS17;HLA-F;RPS5;RB1;YWHAQ;SDC3;IRF7;KPNA2;SNRPE;DDOST;AKT2;HSP90AB1;ANO5;RPS13;RPS20;RPN2;AAAS;RPS26;SNRPD3;GSK3A;RPS16;RPS18;RPS23;NUP54;RPS8;RPS25;ZCRB1;NLRP3;RPS10;STAT2;RPS19;RPS11;YWHAB;RPS27A;TYK2;HLA-E;CANX;RPS14;SUMO1;HLA-A;HSPG2;HLA-B;GEMIN4;RPS2;RPS4X;CHMP3;FURIN;GPC3;NRP1;ANO1;RPS15A;SEC23A;MASP2;MAGT1;SNRPD1;ST3GAL1;MGAT5;RPS27L;RPS3;RPSA;RPS6;RPS3A;GSK3B;RPS27;UBA52;RPS29;RPS12;SNRPB;GPC4;RPS24
Generic Transcription Pathway R-HSA-212436	3.3398665667983e-09	1.56417433025426	269/1260	1.10800073353534e-07	H3C4;TCF12;EP300;STAT1;MEF2C;ITCH;VEGFA;H3C10;BAX;CEBPB;SMAD1;RUNX1;TRIM33;CREB1;FURIN;CCN2;MDM2;LAMTOR2;LAMTOR3;PRKCB;GATAD2A;H4C9;PSME1;RORC;PML;NR2C1;LAMTOR1;MYBL2;NR1I2;POLR2F;CDK5;SMAD4;CALM1;TCF3;FOXO3;JUN;ITGA4;THRB;COX8A;H3C3;EHMT2;POLR2K;TAF2;POLR2L;SREBF1;RXRA;H3C7;AKT2;TEAD3;MYC;SP1;PHC3;H2AC8;LAMTOR5;RUNX2;SMARCD3;NR4A3;CAMK2D;ATXN3;CDC26;RARG;SRF;DLX5;H2BC3;TFDP1;MAMLD1;PSMA6;H3C1;H2AC7;PRDX1;NCOR1;H3C12;RXRG;PSMD6;NFATC2;GATA3;TAF10;PSMD8;PSMB10;NKX2-5;NOC2L;PCNA;RELA;PSMC5;MAML3;TBP;BID;TEAD4;H3C6;MDM4;KMT2B;H3C14;RB1;ARNT;FOXO1;CCND2;SMARCA2;STK11;NR1I3;CBFB;NBN;LGALS3;COX6A1;HTT;KMT2A;PAX5;ARID1B;COX4I1;HIPK2;CLDN5;SRC;MEN1;GATA2;RPS27A;COL1A2;ATF2;HDAC3;TAL1;PSMA1;ACTL6A;CHEK2;RPA3;COX5B;PSME2;NR5A2;NR3C1;NFYC;SUMO1;H2AX;ESR2;HES1;PRELID1;HDAC4;NR4A1;PPARA;MAPK3;KAT5;GATA1;GP1BA;EPC1;GSK3B;EGFR;AKT1;CYCS;H2BC15;E2F5;RGCC;TXNIP;H2BC14;NOTCH1;FOS;PSMA5;H2BC17;H2BC8;ELF1;CASP1;RBL2;NFKB1;YWHAQ;SMARCE1;AURKA;COX7A2L;WWOX;PSMB8;NAMPT;TCF7L2;PITX2;PIP4P1;RARA;ATM;BRCA1;UBA52;JUNB;TFAP2A;TFAP2C;SETD1B;CSF1R;SGK1;GAMT;SKP1;COX5A;FBXO32;SPP1;THBS1;PSMC4;PRKAG2;PSMC2;MDC1;PPARG;COL1A1;MECP2;TWIST1;NDUFA4;H3C11;DNA2;CCNA2;CTNNB1;SKIL;MAPK1;HEY1;FOXO4;H2BC21;SIN3A;PGR;CDK1;SMARCC2;KLF4;COX16;MYB;YWHAB;SOX9;TGFB1;TP53;CCNG1;ARID1A;HDAC7;E2F1;ANAPC16;NR2E1;H3C2;LMO2;RBX1;NFYB;ITGBL1;SMAD3;H2BC13;WWTR1;CCND3;PRKAA2;AURKB;SP7;NR1D1;ABCA6;NR1H3;DPY30;TWIST2;SMARCA4;ABL1;ATP1B4;PSMA4;SPI1;PSMD10;SIRT1;BRIP1;H2AC6;PIP4K2A;SOX2;PRKACA;CDC7;ESR1;ATAD2;H2BC12;TRIM63;RAD50;RICTOR;SUPT4H1;DGCR8;HSPD1;PSMB3;MAPK14;PSMB9;NCOR2;SMAD2;RORA;E2F4;PRKCQ;MYL9;RUNX3;TAF1
DNA Replication R-HSA-69306	3.47846417531936e-09	2.69346358550846	61/187	1.13973381744415e-07	H2BC21;POLE3;H3C6;H3C2;H3C4;CDC26;H2BC12;RBX1;H2BC15;SKP1;MCM3;H3C14;H2BC3;H2BC13;PSMA4;RPA3;MCM6;PSMA6;H3C10;H3C7;H3C1;PSME2;PSMD10;H2AC7;PSMB3;H2BC14;PSMC4;PSMB8;H2AC6;PSMB9;PSMC2;POLA2;RPS27A;H2AC8;CDC7;POLE;H3C12;H2AX;MCM4;PSMD6;GINS3;PSMA5;MCM8;H2BC17;PSMD8;H3C3;CDC45;CDC6;H3C11;UBA52;H4C9;PSMB10;ANAPC16;DNA2;POLD2;PSME1;PCNA;PSMC5;CCNA2;H2BC8;PSMA1
Clathrin-mediated endocytosis R-HSA-8856828	3.83737929591658e-09	3.01103455400991	51/145	1.24200056723934e-07	HGS;FCHO2;DAB2;REPS2;EGFR;HSPA8;AP2M1;COPS8;COPS4;ARPC3;TRIP10;GAK;CD3D;ARPC1A;ARF6;ITSN1;DNM2;COPS5;AP2S1;ARPC2;SYNJ2;CLTA;SYT2;ARPC4;REPS1;EREG;M6PR;ARFGAP1;RPS27A;VAMP7;TACR1;ACTR3;NEDD8;CLTB;BIN1;VAMP8;VAMP2;ARPC5;COPS3;STON1;PACSIN3;EPN1;GRB2;CLTC;SYT1;CBL;COPS7A;UBA52;SCARB2;EPS15L1;RAB5C
Signaling by WNT R-HSA-195721	4.52957985831218e-09	2.16494782827728	92/330	1.4483740896338e-07	H2BC21;H3C6;FZD1;H3C4;AKT1;EP300;H2BC15;H3C14;H3C10;AP2S1;H2BC14;SRY;GNB4;TCF4;SOX9;GNG2;PSMA5;RAC1;H2BC17;H3-4;PRKCB;H4C9;PSME1;H2BC8;H3C2;RBX1;AP2M1;H2BC13;WNT3A;CALM1;PSMB8;MEN1;TCF7L2;RPS27A;BTRC;H3C3;CLTC;UBA52;PSMA1;SNX3;SMARCA4;LRP6;GNG11;SKP1;FZD7;PSMA4;H3C7;AKT2;PSME2;PSMD10;MYC;PSMC4;GNB2;H2AC6;SOX2;PSMC2;H2AC8;FZD2;BCL9L;CLTB;H2AX;FZD5;H3C11;RHOA;PARD6A;RAC2;NFATC1;H2BC12;PFN1;PRKCA;SFRP2;H2BC3;PSMA6;CTNNB1;H3C1;H2AC7;DKK2;PRICKLE1;PSMB3;CLTA;PRKG1;DVL1;PSMB9;WLS;KAT5;H3C12;PSMD6;PSMD8;GSK3B;PSMB10;RUNX3;PSMC5
Cellular Senescence R-HSA-2559583	4.65690717629362e-09	2.61666201875818	63/197	1.4713609102242e-07	RPS6KA1;ID1;H2BC21;H3C6;MDM4;H3C2;H3C4;CDC26;H2BC12;NFKB1;H2BC15;RAD50;RB1;H3C14;CXCL8;H2BC3;MAPK7;H2BC13;TFDP1;E2F3;STAT3;H3C10;H3C7;H3C1;H2AC7;RPS6KA3;SP1;H2BC14;CEBPB;MAPK14;PHC3;MAPK8;H2AC6;JUN;MAPK3;NBN;RPS27A;FOS;H2AC8;KAT5;H3C12;H2AX;TP53;MAPK1;MDM2;ATM;MAP2K7;H2BC17;H3C3;H3-4;E2F1;EHMT2;ETS1;E2F2;H3C11;UBA52;H4C9;ANAPC16;RELA;ETS2;CCNA2;MAPK10;H2BC8
DNA Replication Pre-Initiation R-HSA-69002	5.61040411204753e-09	2.85589984404297	54/159	1.75176617804402e-07	H2BC21;POLE3;H3C6;H3C2;H3C4;CDC26;H2BC12;H2BC15;MCM3;H3C14;H2BC3;H2BC13;PSMA4;RPA3;MCM6;PSMA6;H3C10;H3C7;H3C1;PSME2;PSMD10;H2AC7;PSMB3;H2BC14;PSMC4;PSMB8;H2AC6;PSMB9;PSMC2;POLA2;RPS27A;H2AC8;CDC7;POLE;H3C12;H2AX;MCM4;PSMD6;PSMA5;MCM8;H2BC17;PSMD8;H3C3;CDC45;CDC6;H3C11;UBA52;H4C9;PSMB10;ANAPC16;PSME1;PSMC5;H2BC8;PSMA1
Extracellular matrix organization R-HSA-1474244	7.74344709336986e-09	2.21032789555372	85/300	2.38966378904693e-07	EFEMP1;COL5A2;MMP2;CAPN3;COL11A1;MFAP4;KDR;COL6A3;EFEMP2;TGFB2;MMP9;VWF;PRKCA;MMP14;COL4A5;CD151;MFAP2;SPARC;SDC3;COL3A1;NCAM1;SPP1;SERPINH1;PECAM1;ITGB1;ITGB6;COL4A2;COL4A3;LAMC2;ITGA9;FBN1;LUM;THBS1;CD47;PPIB;COL5A1;DMD;BMP1;ADAM19;ASPN;NRXN1;APP;MMP7;KLKB1;ACAN;CDH1;COL4A4;LOX;TGFB3;ITGA3;LAMA3;LOXL1;COL15A1;CD44;ITGA4;VCAN;CRTAP;COL14A1;TGFB1;LAMA2;ADAMTS2;HSPG2;SH3PXD2A;LAMA5;COL1A2;PLEC;CTSB;FBLN1;CTSD;DDR2;COL1A1;ITGB7;ADAM15;ITGA8;FURIN;FN1;LAMC3;COL4A1;PLG;P3H1;DCN;ITGAV;ADAMTS1;KLK2;COL16A1
Downstream signaling events of B Cell Receptor (BCR) R-HSA-1168372	9.64921705013619e-09	3.99457390768106	34/81	2.94356575299557e-07	NRAS;REL;NFATC1;NFKB1;NFKBIA;SKP1;PPIA;RASGRP1;PSMA4;PSMA6;FBXW11;PSME2;PSMD10;CALM1;NFKBIB;PSMB3;PSMC4;PSMB8;PSMB9;PSMC2;NFKBIE;RPS27A;PSMD6;NFATC2;PSMA5;BTRC;PSMD8;PRKCB;UBA52;PSMB10;PSME1;RELA;PSMC5;PSMA1
Estrogen-dependent gene expression R-HSA-9018519	1.10188188648078e-08	2.88692429988017	51/149	3.32317559854544e-07	H2BC21;H3C6;JUND;H3C2;H3C4;PGR;H2BC12;EP300;POLR2L;H2BC15;SMC1A;NCOA2;CXCL12;H3C14;H2BC3;H2BC13;POLR2F;KPNA2;H3C10;H3C7;H3C1;H2AC7;MYC;HSP90AB1;MYB;SP1;H2BC14;NR5A2;H2AC6;JUN;CBFB;FOS;RUNX1;H2AC8;KAT5;H3C12;NRIP1;ESR1;H2AX;CTSD;ATF2;BCL2;GATA3;H2BC17;H3C3;POLR2K;H3C11;H4C9;TBP;NCOA1;H2BC8
RHO GTPases activate PKNs R-HSA-5625740	1.24890117819669e-08	3.65134103438065	37/93	3.64239969992749e-07	H2BC21;RHOA;H3C6;RHOB;H3C2;H3C4;H2BC12;MYH14;H2BC15;NCOA2;KDM4C;H3C14;YWHAQ;H2BC3;H2BC13;H3C10;H3C7;H3C1;PPP1CB;H2AC7;H2BC14;H2AC6;YWHAB;H2AC8;H3C12;H2AX;MYH10;PPP1R12B;RAC1;H2BC17;H3C3;MYL9;H3C11;H4C9;KLK2;H2BC8;RHOC
Signaling by ALK fusions and activated point mutants R-HSA-9725370	1.24890117819669e-08	3.65134103438065	37/93	3.64239969992749e-07	DCTN1;STAT5A;RBX1;STAT1;SKP1;FOXM1;RB1;STAT3;MSN;IRS1;VCL;CEBPB;DNMT1;IL10RA;MAPK8;KLC1;JUN;MAPK3;RPS27A;NOTCH1;TYK2;TP53;MAPK1;MECP2;FN1;MDM2;TPM3;KIF5B;GRB2;TWIST1;RPS6;CLTC;TPM4;UBA52;JUNB;GZMB;IL10
Signaling by ALK in cancer R-HSA-9700206	1.24890117819669e-08	3.65134103438065	37/93	3.64239969992749e-07	DCTN1;STAT5A;RBX1;STAT1;SKP1;FOXM1;RB1;STAT3;MSN;IRS1;VCL;CEBPB;DNMT1;IL10RA;MAPK8;KLC1;JUN;MAPK3;RPS27A;NOTCH1;TYK2;TP53;MAPK1;MECP2;FN1;MDM2;TPM3;KIF5B;GRB2;TWIST1;RPS6;CLTC;TPM4;UBA52;JUNB;GZMB;IL10
KEAP1-NFE2L2 pathway R-HSA-9755511	1.38963992474137e-08	3.11532811857516	45/125	4.00880908724304e-07	BACH1;CCL2;VCP;RBX1;NFKB1;EP300;AKT1;SKP1;PSMA4;PSMA6;AKT2;PSME2;PSMD10;PRKAA2;MYC;TALDO1;MAFK;PSMB3;SP1;PSMC4;PSMB8;PSMB9;PSMC2;PRDX1;GCLM;RPS27A;NOTCH1;ATF4;ABCC3;NFE2L2;PSMD6;TKT;PSMA5;BCL2;BTRC;PSMD8;GSK3B;BRCA1;UBA52;PSMB10;PSME1;RELA;PSMC5;GCLC;PSMA1
Mitochondrial translation elongation R-HSA-5389840	1.65771947813693e-08	3.68285709788415	36/90	4.63114473155307e-07	MRPL55;MRPL27;MRPS15;MRPL11;MRPS16;MRPS28;MRPL37;MRPL24;MRPL28;MRPS34;MRPL42;MRPL16;MRPL34;MRPL13;MRPL52;MRPL43;MRPS22;MRPS14;MRPL1;MRPS24;MRPL51;MRPL47;MRPL12;MRPL41;MRPL40;MRPS7;MRPS11;MRPS18B;MRPL23;MRPL36;MRPS35;MRPS18A;MRPL22;MRPL58;MRPL46;AURKAIP1
Mitochondrial translation initiation R-HSA-5368286	1.65771947813693e-08	3.68285709788415	36/90	4.63114473155307e-07	MRPL55;MRPL27;MRPS15;MRPL11;MRPS16;MRPS28;MRPL37;MRPL24;MRPL28;MRPS34;MRPL42;MRPL16;MRPL34;MRPL13;MRPL52;MRPL43;MRPS22;MRPS14;MRPL1;MRPS24;MRPL51;MRPL47;MRPL12;MRPL41;MRPL40;MRPS7;MRPS11;MRPS18B;MRPL23;MRPL36;MRPS35;MRPS18A;MRPL22;MRPL58;MRPL46;AURKAIP1
Mitochondrial translation termination R-HSA-5419276	1.65771947813693e-08	3.68285709788415	36/90	4.63114473155307e-07	MRPL55;MRPL27;MRPS15;MRPL11;MRPS16;MRPS28;MRPL37;MRPL24;MRPL28;MRPS34;MRPL42;MRPL16;MRPL34;MRPL13;MRPL52;MRPL43;MRPS22;MRPS14;MRPL1;MRPS24;MRPL51;MRPL47;MRPL12;MRPL41;MRPL40;MRPS7;MRPS11;MRPS18B;MRPL23;MRPL36;MRPS35;MRPS18A;MRPL22;MRPL58;MRPL46;AURKAIP1
Signaling by PDGF R-HSA-186797	2.26412256257506e-08	4.79785969065318	27/58	6.25935550111897e-07	STAT5B;FURIN;PLAT;COL3A1;COL4A4;COL5A2;NRAS;SPP1;STAT5A;STAT6;SOS1;STAT3;COL4A1;COL4A2;PLG;COL6A3;SRC;GRB2;COL4A3;THBS2;STAT1;THBS1;COL4A5;COL5A1;PDGFD;PDGFRB;PDGFRA
ECM proteoglycans R-HSA-3000178	2.39358734147464e-08	4.0125179365145	32/76	6.54905237553989e-07	ITGA8;APP;COL3A1;ACAN;NCAM1;COL4A4;COL5A2;ITGB1;FN1;TGFB3;ITGB6;LAMA3;COL4A1;COL4A2;COL6A3;DCN;COL4A3;ITGAV;ITGA9;VCAN;LUM;TGFB2;TGFB1;LAMA2;HSPG2;LAMA5;COL4A5;COL1A2;COL5A1;SPARC;COL1A1;ASPN
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	2.61842614842886e-08	3.23969799413438	41/111	7.09112550809204e-07	RPS6KA1;H2BC21;H3C6;H3C2;H3C4;CDC26;H2BC12;NFKB1;H2BC15;H3C14;CXCL8;H2BC3;MAPK7;H2BC13;STAT3;H3C10;H3C7;H3C1;H2AC7;RPS6KA3;H2BC14;CEBPB;H2AC6;JUN;MAPK3;RPS27A;FOS;H2AC8;H3C12;H2AX;MAPK1;H2BC17;H3C3;EHMT2;H3C11;UBA52;H4C9;ANAPC16;RELA;CCNA2;H2BC8
Aerobic respiration and respiratory electron transport R-HSA-1428517	3.14419555603294e-08	2.41055029133275	65/215	8.42898485425396e-07	L2HGDH;ATP5PB;COA1;SDHB;NDUFB8;NDUFA8;NDUFB7;ATP5PO;CYCS;PDK2;NDUFA7;COX5A;NDUFA11;UQCRFS1;SLC25A12;UQCR11;NDUFS4;NDUFC1;UQCRQ;ATP5MF;COX5B;NDUFS8;COX4I1;COX16;ATP5MC2;NDUFC2;TMEM126B;COX7A2L;DLD;NDUFS5;NDUFB2;NDUFB1;NDUFA6;UQCRB;NDUFB11;ATP5F1D;UQCRH;ATP5F1E;NDUFB4;RPS27A;ME2;NDUFB9;NDUFA2;NDUFA3;DLST;COX6A1;ADHFE1;NDUFAF3;NDUFA13;SUCLG1;HAGH;COX8A;ATP5MC3;PKM;NDUFAF2;NDUFA4;NDUFAB1;NDUFB6;NDUFAF1;UBA52;NDUFS3;NDUFA1;NDUFAF4;NDUFB10;NDUFB5
PCP/CE pathway R-HSA-4086400	3.27289567949733e-08	3.55058456031627	36/92	8.68626513338591e-07	RHOA;PARD6A;FZD1;RAC2;PFN1;AP2M1;PRKCA;FZD7;PSMA4;PSMA6;PSME2;PSMD10;PRICKLE1;AP2S1;PSMB3;PSMC4;CLTA;DVL1;PSMB8;PSMB9;PSMC2;RPS27A;FZD2;CLTB;PSMD6;FZD5;PSMA5;RAC1;PSMD8;CLTC;PRKCB;UBA52;PSMB10;PSME1;PSMC5;PSMA1
NGF-stimulated transcription R-HSA-9031628	3.34621900207717e-08	6.41263406795275	21/39	8.79293587278496e-07	ID1;CDK5;ATF2;JUND;ID4;ID2;EGR1;TCF12;EGR2;FOS;EP300;ASCL1;SRF;ATF1;SGK1;JUNB;DNM2;MEF2D;CREB1;F3;FOSL1
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function R-HSA-8936459	3.39706867258356e-08	3.46459509839292	37/96	8.83903946768311e-07	SETD1B;H2BC21;SIN3A;H3C6;H3C2;H3C4;KMT2B;H2BC12;EP300;H2BC15;H3C14;H2BC3;H2BC13;H3C10;H3C7;H3C1;H2AC7;THBS1;H2BC14;H2AC6;CBFB;RUNX1;H2AC8;H3C12;H2AX;GATA1;H2BC8;DPY30;KMT2A;H2BC17;GP1BA;H3C3;NR4A3;PRKCQ;MYL9;H3C11;H4C9
Non-integrin membrane-ECM interactions R-HSA-3000171	3.56126541726501e-08	4.64749589640947	27/59	9.17630914312751e-07	SDC3;COL3A1;COL4A4;COL5A2;FN1;ITGB1;COL11A1;LAMC3;LAMA3;COL4A1;COL4A2;ITGAV;COL4A3;LAMC2;TGFB1;THBS1;LAMA2;PRKCA;HSPG2;LAMA5;COL4A5;COL1A2;COL5A1;DDR2;DMD;COL1A1;NRXN1
Heme signaling R-HSA-9707616	3.98877549815787e-08	5.28224694465776	24/49	1.01790482424144e-06	BACH1;SMARCD3;ATF2;RXRA;TLR4;PPARA;RORA;CLOCK;LY96;HDAC3;EP300;NCOR1;NPAS2;NCOA2;NR1D1;NFE2L2;MEF2C;MAFK;HELZ2;NRIP1;MEF2D;CREB1;SIRT1;NCOA1
Assembly of the pre-replicative complex R-HSA-68867	4.6343787454772e-08	2.82899190473456	48/142	1.1713943990949e-06	H2BC21;H3C6;H3C2;H3C4;CDC26;H2BC12;H2BC15;MCM3;H3C14;H2BC3;H2BC13;PSMA4;MCM6;PSMA6;H3C10;H3C7;H3C1;PSME2;PSMD10;H2AC7;PSMB3;H2BC14;PSMC4;PSMB8;H2AC6;PSMB9;PSMC2;RPS27A;H2AC8;H3C12;H2AX;MCM4;PSMD6;PSMA5;MCM8;H2BC17;PSMD8;H3C3;CDC6;H3C11;UBA52;H4C9;PSMB10;ANAPC16;PSME1;PSMC5;H2BC8;PSMA1
SARS-CoV-2-host interactions R-HSA-9705683	5.26190915306442e-08	2.42659733900592	62/204	1.3174629143616e-06	RPS15;GJA1;RPS7;IRF3;FAU;TBK1;SNRPG;RPS9;AKT1;RPS21;STAT1;SEC13;HLA-F;RPS5;YWHAQ;IRF7;KPNA2;SNRPE;AKT2;HSP90AB1;RPS13;RPS20;AAAS;RPS26;SNRPD3;RPS16;RPS18;RPS23;NUP54;RPS8;RPS25;NLRP3;RPS19;STAT2;RPS10;RPS11;YWHAB;RPS27A;TYK2;HLA-E;RPS14;HLA-A;HLA-B;GEMIN4;RPS2;RPS4X;RPS15A;MASP2;SEC23A;SNRPD1;RPS3;RPS27L;RPSA;RPS6;RPS3A;RPS27;RPS29;UBA52;RPS12;SNRPB;RPS17;RPS24
RNA Polymerase II Transcription R-HSA-73857	6.88157512984572e-08	1.48239841019979	285/1390	1.70688788734678e-06	H3C4;TCF12;EP300;STAT1;MEF2C;ITCH;VEGFA;H3C10;BAX;CEBPB;SMAD1;RUNX1;TRIM33;NCBP1;CREB1;FURIN;CCN2;MDM2;LAMTOR2;LAMTOR3;PRKCB;GATAD2A;H4C9;PSME1;RORC;PML;NR2C1;LAMTOR1;MYBL2;NR1I2;POLR2F;CDK5;SMAD4;CALM1;TCF3;FOXO3;RPAP2;JUN;ITGA4;THRB;COX8A;H3C3;EHMT2;MAGOHB;POLR2K;TAF2;POLR2L;SREBF1;RXRA;H3C7;AKT2;TEAD3;MYC;SP1;PHC3;H2AC8;LAMTOR5;RUNX2;SMARCD3;NR4A3;CAMK2D;ATXN3;CDC26;RARG;SRF;DLX5;H2BC3;TFDP1;MAMLD1;PSMA6;H3C1;H2AC7;PRDX1;NCOR1;H3C12;RXRG;PSMD6;NFATC2;GATA3;TAF10;PSMD8;PSMB10;NKX2-5;NOC2L;PCNA;RELA;PSMC5;MAML3;TBP;BID;TEAD4;H3C6;MDM4;KMT2B;H3C14;RB1;ARNT;FOXO1;SNRPE;CCND2;SMARCA2;STK11;NR1I3;CBFB;NBN;LGALS3;COX6A1;HTT;KMT2A;SNAPC4;PAX5;ARID1B;SRSF4;COX4I1;HIPK2;CLDN5;SRC;MEN1;GATA2;RPS27A;COL1A2;ATF2;HDAC3;TAL1;PSMA1;ACTL6A;CHEK2;RPA3;COX5B;PSME2;NR5A2;NR3C1;NFYC;SUMO1;H2AX;ESR2;HES1;PRELID1;HDAC4;NR4A1;PPARA;MAPK3;KAT5;GATA1;SRSF9;GP1BA;EPC1;GSK3B;EGFR;AKT1;CYCS;H2BC15;E2F5;SSU72;RGCC;TXNIP;H2BC14;NOTCH1;FOS;PSMA5;H2BC17;H2BC8;ELF1;CASP1;RBL2;NFKB1;YWHAQ;SMARCE1;AURKA;COX7A2L;WWOX;PSMB8;NAMPT;TCF7L2;PITX2;PIP4P1;RARA;ATM;BRCA1;UBA52;JUNB;TFAP2A;TFAP2C;SETD1B;CSF1R;SGK1;GAMT;SKP1;COX5A;FBXO32;SPP1;THBS1;PSMC4;PRKAG2;PSMC2;MDC1;PPARG;COL1A1;MECP2;TWIST1;NDUFA4;H3C11;DNA2;CCNA2;CPSF7;CTNNB1;SKIL;MAPK1;HEY1;FOXO4;H2BC21;SIN3A;PGR;SNRPG;NABP2;CDK1;SMARCC2;KLF4;COX16;MYB;SNRPD3;YWHAB;SOX9;TGFB1;TP53;CCNG1;ARID1A;HDAC7;E2F1;ANAPC16;SNRPB;NR2E1;H3C2;LMO2;RBX1;NFYB;ITGBL1;SMAD3;H2BC13;WWTR1;CCND3;PRKAA2;AURKB;SP7;LSM10;NR1D1;ABCA6;WDR33;NR1H3;DPY30;TWIST2;SMARCA4;ABL1;ATP1B4;PSMA4;SPI1;PSMD10;SIRT1;BRIP1;H2AC6;PIP4K2A;SOX2;PRKACA;CDC7;ESR1;ATAD2;H2BC12;SLBP;TRIM63;RAD50;RICTOR;SUPT4H1;DGCR8;HSPD1;PSMB3;MAPK14;PSMB9;NCOR2;SMAD2;RORA;E2F4;PRKCQ;MYL9;RUNX3;TAF1
