p.value	odds_ratio	overlap	adj_p.value	genes
Defective homologous recombination repair (HRR) due to BRCA1 loss of function R-HSA-9701192	1.54656612083262e-05	22.4492636419652	5/14	0.00105077535159801	ATM;RAD50;BRIP1;BRCA1;DNA2
Defective homologous recombination repair (HRR) due to PALB2 loss of function R-HSA-9701193	1.54656612083262e-05	22.4492636419652	5/14	0.00105077535159801	ATM;RAD50;BRIP1;BRCA1;DNA2
Impaired BRCA2 binding to PALB2 R-HSA-9709603	1.54656612083262e-05	22.4492636419652	5/14	0.00105077535159801	ATM;RAD50;BRIP1;BRCA1;DNA2
NR1H2 and NR1H3-mediated signaling R-HSA-9024446	1.583685533682e-05	14.391115053078	6/23	0.00105077535159801	EP300;RXRA;HDAC3;NCOA1;NCOR2;NR1H3
Transcriptional activation of mitochondrial biogenesis R-HSA-2151201	1.98839638105125e-05	10.2810912117527	7/35	0.00128712292568537	NCOA2;RXRA;HDAC3;PPARA;HELZ2;NCOA1;NR1D1
HDR through Single Strand Annealing (SSA) R-HSA-5685938	2.27358199790737e-05	20.2045865288436	5/15	0.00137138332328322	ATM;RAD50;BRIP1;BRCA1;DNA2
Regulation of TP53 Activity R-HSA-5633007	2.26285909703187e-05	5.47950577817699	11/96	0.00137138332328322	EP300;ATM;HIPK2;RAD50;BRIP1;BRCA1;DNA2;PML;TAF2;TAF1;PIP4P1
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554	2.27358199790737e-05	20.2045865288436	5/15	0.00137138332328322	ATM;RAD50;BRIP1;BRCA1;DNA2
HS-GAG degradation R-HSA-2024096	2.47197369746763e-05	39.9548056368749	4/8	0.00145791515401758	SDC3;GPC3;HSPG2;GPC4
Defective homologous recombination repair (HRR) due to BRCA2 loss of function R-HSA-9701190	3.24109923498105e-05	18.3679729407493	5/16	0.00175548517747749	ATM;RAD50;BRIP1;BRCA1;DNA2
Diseases of DNA Double-Strand Break Repair R-HSA-9675136	3.24109923498105e-05	18.3679729407493	5/16	0.00175548517747749	ATM;RAD50;BRIP1;BRCA1;DNA2
Early SARS-CoV-2 Infection Events R-HSA-9772572	3.24109923498105e-05	18.3679729407493	5/16	0.00175548517747749	SDC3;GPC3;HSPG2;GPC4;RB1
Presynaptic phase of homologous DNA pairing and strand exchange R-HSA-5693616	3.24109923498105e-05	18.3679729407493	5/16	0.00175548517747749	ATM;RAD50;BRIP1;BRCA1;DNA2
Drug ADME R-HSA-9748784	3.50679639660186e-05	9.2817294255311	7/38	0.00186140752731627	ABCC3;ABCC4;GLYAT;ACSM2B;ACSM5;ACSM2A;SLCO1A2
Regulation of TP53 Activity through Phosphorylation R-HSA-6804756	4.30875070094397e-05	7.36204656286607	8/53	0.00222702295485666	ATM;HIPK2;RAD50;BRIP1;BRCA1;DNA2;TAF2;TAF1
Respiratory syncytial virus (RSV) attachment and entry R-HSA-9820960	4.36342101177642e-05	31.9969416843404	4/9	0.00222702295485666	SDC3;GPC3;HSPG2;GPC4
Transcriptional regulation of white adipocyte differentiation R-HSA-381340	4.95370397710951e-05	7.19749891483049	8/54	0.00248059063306578	NCOA2;EP300;RXRA;HDAC3;PPARA;HELZ2;NCOA1;NCOR2
CREB3 factors activate genes R-HSA-8874211	6.12091458893214e-05	118.632424805637	3/4	0.0027533741218688	MBTPS2;MBTPS1;CREB3
Diseases of DNA repair R-HSA-9675135	6.10672970829942e-05	15.5336888604332	5/18	0.0027533741218688	ATM;RAD50;BRIP1;BRCA1;DNA2
Glycosaminoglycan metabolism R-HSA-1630316	5.8707048338751e-05	8.45688909977892	7/41	0.0027533741218688	SDC3;GPC3;B3GAT1;DCN;VCAN;HSPG2;GPC4
Homologous DNA Pairing and Strand Exchange R-HSA-5693579	6.10672970829942e-05	15.5336888604332	5/18	0.0027533741218688	ATM;RAD50;BRIP1;BRCA1;DNA2
Resolution of D-Loop Structures R-HSA-5693537	6.10672970829942e-05	15.5336888604332	5/18	0.0027533741218688	ATM;RAD50;BRIP1;BRCA1;DNA2
Resolution of D-loop Structures through Holliday Junction Intermediates R-HSA-5693568	6.10672970829942e-05	15.5336888604332	5/18	0.0027533741218688	ATM;RAD50;BRIP1;BRCA1;DNA2
HDR through Homologous Recombination (HRR) R-HSA-5685942	9.80485753133623e-05	9.77507025426956	6/31	0.00433701531469439	POLE;ATM;RAD50;BRIP1;BRCA1;DNA2
ATF6 (ATF6-alpha) activates chaperones R-HSA-381033	0.000109902733920192	22.865423604118	4/11	0.00478166976760967	ATF6;CALR;MBTPS2;MBTPS1
mRNA Splicing R-HSA-72172	0.000113122605348366	4.50197729225479	11/114	0.00484237733217038	HNRNPH1;SNRNP70;RBM39;PDCD7;LUC7L3;CCAR1;RNPC3;DHX16;RBM25;SF3B2;SF1
Synthesis of bile acids and bile salts via 27-hydroxycholesterol R-HSA-193807	0.000150214152698725	59.3375655756587	3/5	0.00632806922638756	NCOA2;RXRA;NCOA1
Cytoprotection by HMOX1 R-HSA-9707564	0.000216511446125265	6.67329911102861	7/50	0.00897845903150708	NCOA2;RXRA;HDAC3;PPARA;HELZ2;NCOA1;NCOR2
Metabolism of fat-soluble vitamins R-HSA-6806667	0.00022901332772518	17.7871150121496	4/13	0.00920911169367618	SDC3;GPC3;HSPG2;GPC4
Retinoid metabolism and transport R-HSA-975634	0.00022901332772518	17.7871150121496	4/13	0.00920911169367618	SDC3;GPC3;HSPG2;GPC4
Adipogenesis R-HSA-9843745	0.000262883583478073	5.50056769111264	8/68	0.0104133288141911	NCOA2;EP300;RXRA;HDAC3;PPARA;HELZ2;NCOA1;NCOR2
Activation of gene expression by SREBF (SREBP) R-HSA-2426168	0.000268537801802357	10.6216145313871	5/24	0.0104808724409332	NCOA2;RXRA;PPARA;HELZ2;NCOA1
Loss of MECP2 binding ability to the NCoR/SMRT complex R-HSA-9022537	0.000294919825236916	39.5672415746468	3/6	0.0113437277707069	HDAC3;NCOR2;MECP2
Biological oxidations R-HSA-211859	0.000473062900623731	4.9933514942427	8/74	0.0179358419750769	NCOA2;RXRA;NCOA1;GLYAT;ACSM2B;ACSM5;ACSM2A;GCLC
Conjugation of benzoate with glycine R-HSA-177135	0.000630095905220659	Inf	2/2	0.0229078703076114	GLYAT;ACSM2B
Hormone ligand-binding receptors R-HSA-375281	0.000630095905220659	Inf	2/2	0.0229078703076114	TSHB;TSHR
Resolution of AP sites via the single-nucleotide replacement pathway R-HSA-110381	0.000630095905220659	Inf	2/2	0.0229078703076114	LIG3;APEX1
SUMOylation of DNA damage response and repair proteins R-HSA-3108214	0.000720805206738297	6.41372686525841	6/44	0.02585158133356	BRCA1;SMC1A;HDAC7;PML;NSMCE4A;SMC5
Processing of Capped Intron-Containing Pre-mRNA R-HSA-72203	0.000778026301150635	3.51457717028003	11/142	0.0275317573767171	HNRNPH1;SNRNP70;RBM39;PDCD7;LUC7L3;CCAR1;RNPC3;DHX16;RBM25;SF3B2;SF1
Endogenous sterols R-HSA-211976	0.000795818864302987	23.7918432263857	3/8	0.027790832445528	NCOA2;RXRA;NCOA1
Metabolism of vitamins and cofactors R-HSA-196854	0.000916953946299449	5.10860950119574	7/63	0.0316051399153083	SDC3;GPC3;HSPG2;GPC4;PPCS;FPGS;ENPP1
Mitochondrial biogenesis R-HSA-1592230	0.00110721321966954	4.93082606702269	7/65	0.03767363955132	NCOA2;RXRA;HDAC3;PPARA;HELZ2;NCOA1;NR1D1
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol R-HSA-193368	0.0011719111913956	19.8172272047876	3/9	0.0393702823033408	NCOA2;RXRA;NCOA1
Regulation of MECP2 expression and activity R-HSA-9022692	0.00135437224623862	10.000254804594	4/20	0.0449312992689662	HDAC3;NCOR2;HIPK2;MECP2
mRNA Splicing - Major Pathway R-HSA-72163	0.00142629842419916	3.75453251692756	9/108	0.0467332841706737	HNRNPH1;SNRNP70;RBM39;LUC7L3;CCAR1;DHX16;RBM25;SF3B2;SF1
Disorders of Developmental Biology R-HSA-9675151	0.00164359448383421	16.98946932603	3/10	0.0502025151813018	HDAC3;NCOR2;MECP2
Disorders of Nervous System Development R-HSA-9697154	0.00164359448383421	16.98946932603	3/10	0.0502025151813018	HDAC3;NCOR2;MECP2
Loss of function of MECP2 in Rett syndrome R-HSA-9005891	0.00164359448383421	16.98946932603	3/10	0.0502025151813018	HDAC3;NCOR2;MECP2
Pervasive developmental disorders R-HSA-9005895	0.00164359448383421	16.98946932603	3/10	0.0502025151813018	HDAC3;NCOR2;MECP2
SUMOylation of transcription cofactors R-HSA-3899300	0.00164567400933431	6.71353853269376	5/35	0.0502025151813018	NCOA2;EP300;NCOA1;NCOR2;HIPK2
Synthesis of bile acids and bile salts R-HSA-192105	0.00164359448383421	16.98946932603	3/10	0.0502025151813018	NCOA2;RXRA;NCOA1
Defective CHST14 causes EDS, musculocontractural type R-HSA-3595174	0.00185911028343928	78.3039468107273	2/3	0.0530546095940629	DCN;VCAN
Defective CHSY1 causes TPBS R-HSA-3595177	0.00185911028343928	78.3039468107273	2/3	0.0530546095940629	DCN;VCAN
Extrinsic Pathway of Fibrin Clot Formation R-HSA-140834	0.00185911028343928	78.3039468107273	2/3	0.0530546095940629	F7;F3
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate R-HSA-880009	0.00185911028343928	78.3039468107273	2/3	0.0530546095940629	L2HGDH;ADHFE1
NR1D1 (REV-ERBA) represses gene expression R-HSA-1368071	0.00185911028343928	78.3039468107273	2/3	0.0530546095940629	HDAC3;NR1D1
NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose R-HSA-9031528	0.00185911028343928	78.3039468107273	2/3	0.0530546095940629	RXRA;NR1H3
Generic Transcription Pathway R-HSA-212436	0.00194390418315301	2.03867114790735	28/645	0.054884273426469	NR4A1;RB1;EP300;RXRA;HDAC3;PPARA;CTNNB1;NCOR2;ATM;HIPK2;RAD50;BRIP1;BRCA1;DNA2;NR1D1;RORA;HDAC7;PML;TAF2;MECP2;TAF1;NR1I2;THRB;RXRG;NR1I3;PIP4P1;NR2E1;NR1H3
Diseases of glycosylation R-HSA-3781865	0.00284427271977289	4.7646555145039	6/57	0.0794599978766026	SDC3;GPC3;DCN;VCAN;HSPG2;GPC4
Resolution of Abasic Sites (AP sites) R-HSA-73933	0.00290441548383843	13.2115278907205	3/12	0.0802949863969499	LIG3;APEX1;POLE
Cellular response to chemical stress R-HSA-9711123	0.00319441578533373	2.8937519958237	11/169	0.0874018504564507	ABCC3;NCOA2;EP300;RXRA;HDAC3;PPARA;HELZ2;NCOA1;NCOR2;GCLC;BRCA1
DNA Double-Strand Break Repair R-HSA-5693532	0.00340388895682964	3.55922409547183	8/100	0.0921828703206721	LIG4;LIG3;POLE;ATM;RAD50;BRIP1;BRCA1;DNA2
ATF6B (ATF6-beta) activates chaperones R-HSA-8874177	0.00365701142098924	39.1867710566418	2/4	0.0942301777796645	MBTPS2;MBTPS1
Defective CHST3 causes SEDCJD R-HSA-3595172	0.00365701142098924	39.1867710566418	2/4	0.0942301777796645	DCN;VCAN
Dermatan sulfate biosynthesis R-HSA-2022923	0.00365701142098924	39.1867710566418	2/4	0.0942301777796645	DCN;VCAN
NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis  R-HSA-9632974	0.00365701142098924	39.1867710566418	2/4	0.0942301777796645	RXRA;NR1H3
NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake  R-HSA-9031525	0.00365701142098924	39.1867710566418	2/4	0.0942301777796645	RXRA;NR1H3
Visual phototransduction R-HSA-2187338	0.00372090351422407	7.26182629220313	4/26	0.0949545954495258	SDC3;GPC3;HSPG2;GPC4
Homology Directed Repair R-HSA-5693538	0.00397898930305144	3.84917503609221	7/81	0.100573691526653	LIG3;POLE;ATM;RAD50;BRIP1;BRCA1;DNA2
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production R-HSA-3134973	0.00599487626651624	26.1601070064089	2/5	0.145966987259946	EP300;CTNNB1
NR1H2 & NR1H3 regulate gene expression linked to lipogenesis R-HSA-9029558	0.00599487626651624	26.1601070064089	2/5	0.145966987259946	RXRA;NR1H3
Sensing of DNA Double Strand Breaks R-HSA-5693548	0.00599487626651624	26.1601070064089	2/5	0.145966987259946	ATM;RAD50
Vitamin B5 (pantothenate) metabolism R-HSA-199220	0.00599487626651624	26.1601070064089	2/5	0.145966987259946	PPCS;ENPP1
Phase II - Conjugation of compounds R-HSA-156580	0.00612367398925183	4.78269898885621	5/47	0.147747552431585	GLYAT;ACSM2B;ACSM5;ACSM2A;GCLC
Cytochrome P450 - arranged by substrate type R-HSA-211897	0.00687032414520076	9.14345384478805	3/16	0.164268831363629	NCOA2;RXRA;NCOA1
RNA Polymerase II Transcription R-HSA-73857	0.00703224965288197	1.82773422340788	28/704	0.166639201595971	NR4A1;RB1;EP300;RXRA;HDAC3;PPARA;CTNNB1;NCOR2;ATM;HIPK2;RAD50;BRIP1;BRCA1;DNA2;NR1D1;RORA;HDAC7;PML;TAF2;MECP2;TAF1;NR1I2;THRB;RXRG;NR1I3;PIP4P1;NR2E1;NR1H3
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects R-HSA-9659787	0.00819141959445856	8.48933870943387	3/17	0.190701996523623	RB1;E2F3;E2F2
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3) R-HSA-9661069	0.00819141959445856	8.48933870943387	3/17	0.190701996523623	RB1;E2F3;E2F2
CS/DS degradation R-HSA-2024101	0.00884485448715591	19.6293744454905	2/6	0.198487238924676	DCN;VCAN
HDR through MMEJ (alt-NHEJ) R-HSA-5685939	0.00884485448715591	19.6293744454905	2/6	0.198487238924676	LIG3;RAD50
Lysine catabolism R-HSA-71064	0.00884485448715591	19.6293744454905	2/6	0.198487238924676	AADAT;AASS
PI5P Regulates TP53 Acetylation R-HSA-6811555	0.00884485448715591	19.6293744454905	2/6	0.198487238924676	EP300;PIP4P1
Transcriptional Regulation by MECP2 R-HSA-8986944	0.00889976692993084	5.50137489662097	4/33	0.198487238924676	HDAC3;NCOR2;HIPK2;MECP2
Cellular responses to stimuli R-HSA-8953897	0.00952020043509545	1.82601960041724	25/620	0.208814974832589	ABCC3;RB1;ATF6;CALR;MBTPS2;MBTPS1;E2F3;E2F2;NCOA2;EP300;RXRA;HDAC3;PPARA;HELZ2;NCOA1;NCOR2;ATM;CLOCK;NPAS2;GCLC;CREB3;RAD50;BRCA1;NR1D1;RORA
Cellular responses to stress R-HSA-2262752	0.00952020043509545	1.82601960041724	25/620	0.208814974832589	ABCC3;RB1;ATF6;CALR;MBTPS2;MBTPS1;E2F3;E2F2;NCOA2;EP300;RXRA;HDAC3;PPARA;HELZ2;NCOA1;NCOR2;ATM;CLOCK;NPAS2;GCLC;CREB3;RAD50;BRCA1;NR1D1;RORA
Post-translational protein phosphorylation R-HSA-8957275	0.00989453174121571	5.31724160028174	4/34	0.215246616731037	GPC3;VCAN;FN1;MBTPS1
Transcriptional regulation of brown and beige adipocyte differentiation R-HSA-9843743	0.0112544388951235	7.42719715018853	3/19	0.24088129699724	RXRA;PPARA;NCOA1
Transcriptional regulation of brown and beige adipocyte differentiation by EBF2 R-HSA-9844594	0.0112544388951235	7.42719715018853	3/19	0.24088129699724	RXRA;PPARA;NCOA1
Diseases of metabolism R-HSA-5668914	0.0117816641696622	3.08204808712948	7/99	0.250148293650268	SDC3;GPC3;DCN;VCAN;HSPG2;GPC4;GCLC
NFE2L2 regulating MDR associated enzymes R-HSA-9818032	0.0121801336053963	15.7012837797801	2/7	0.256556147529538	ABCC3;EP300
DNA Repair R-HSA-73894	0.0134302871884567	2.44095948693104	10/178	0.280661277150898	LIG4;LIG3;APEX1;POLE;ATM;ERCC6;RAD50;BRIP1;BRCA1;DNA2
Unfolded Protein Response (UPR) R-HSA-381119	0.0137135419288029	3.85372123776628	5/57	0.284341720930023	ATF6;CALR;MBTPS2;MBTPS1;CREB3
Gene expression (Transcription) R-HSA-74160	0.0140260359513368	1.70167390965251	29/775	0.286346918575753	NR4A1;RB1;EP300;RXRA;HDAC3;PPARA;CTNNB1;NCOR2;ATM;ERCC6;HIPK2;RAD50;BRIP1;BRCA1;DNA2;NR1D1;RORA;HDAC7;PML;TAF2;MECP2;TAF1;NR1I2;THRB;RXRG;NR1I3;PIP4P1;NR2E1;NR1H3
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA) R-HSA-5693567	0.013963429661255	3.3107515808637	6/79	0.286346918575753	POLE;ATM;RAD50;BRIP1;BRCA1;DNA2
PCNA-Dependent Long Patch Base Excision Repair R-HSA-5651801	0.0159749051857608	13.0896406948084	2/8	0.323644262313047	APEX1;POLE
ECM proteoglycans R-HSA-3000178	0.0173816462447591	4.42517811085094	4/40	0.349476432830232	DCN;VCAN;HSPG2;FN1
Metabolism of carbohydrates R-HSA-71387	0.0175278263042238	2.82975276250698	7/107	0.34976579707827	SDC3;GPC3;B3GAT1;DCN;VCAN;HSPG2;GPC4
G2/M DNA damage checkpoint R-HSA-69473	0.0192043762337835	3.51124774041799	5/62	0.374767753856334	ATM;RAD50;BRIP1;BRCA1;DNA2
Processing of DNA double-strand break ends R-HSA-5693607	0.0192043762337835	3.51124774041799	5/62	0.374767753856334	ATM;RAD50;BRIP1;BRCA1;DNA2
Regulation of TP53 Activity through Acetylation R-HSA-6804758	0.0191262784985172	5.93606304770429	3/23	0.374767753856334	EP300;PML;PIP4P1
Respiratory Syncytial Virus Infection Pathway R-HSA-9820952	0.0194730978529534	3.05471544646747	6/85	0.377237968625827	SDC3;GPC3;HSPG2;GPC4;EP300;PPP1CB
ATF6 (ATF6-alpha) activates chaperone genes R-HSA-381183	0.0202043320412937	11.2219942415073	2/9	0.383016408839953	ATF6;CALR
Assembly of active LPL and LIPC lipase complexes R-HSA-8963889	0.0202043320412937	11.2219942415073	2/9	0.383016408839953	MBTPS2;MBTPS1
Resolution of AP sites via the multiple-nucleotide patch replacement pathway R-HSA-110373	0.0202043320412937	11.2219942415073	2/9	0.383016408839953	APEX1;POLE
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway R-HSA-73930	0.0252225519287836	Inf	1/1	0.446271018793278	APEX1
Chondroitin sulfate biosynthesis R-HSA-2022870	0.0248445164306585	9.81736592514484	2/10	0.446271018793278	DCN;VCAN
Coenzyme A biosynthesis R-HSA-196783	0.0252225519287836	Inf	1/1	0.446271018793278	PPCS
Conjugation of phenylacetate with glutamine R-HSA-177162	0.0252225519287836	Inf	1/1	0.446271018793278	ACSM2B
Defective DNA double strand break response due to BARD1 loss of function R-HSA-9699150	0.0252225519287836	Inf	1/1	0.446271018793278	BRCA1
Defective DNA double strand break response due to BRCA1 loss of function R-HSA-9663199	0.0252225519287836	Inf	1/1	0.446271018793278	BRCA1
Defective translocation of RB1 mutants to the nucleus R-HSA-9661070	0.0252225519287836	Inf	1/1	0.446271018793278	RB1
Loss of MECP2 binding ability to 5hmC-DNA R-HSA-9022534	0.0252225519287836	Inf	1/1	0.446271018793278	MECP2
MECP2 regulates transcription of genes involved in GABA signaling R-HSA-9022927	0.0252225519287836	Inf	1/1	0.446271018793278	MECP2
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs) R-HSA-381426	0.0239218713243659	3.97900994887444	4/44	0.446271018793278	GPC3;VCAN;FN1;MBTPS1
Oncogene Induced Senescence R-HSA-2559585	0.0265946315213634	5.15858563857601	3/26	0.46435626353749	RB1;E2F3;E2F2
Phase I - Functionalization of compounds R-HSA-211945	0.0265946315213634	5.15858563857601	3/26	0.46435626353749	NCOA2;RXRA;NCOA1
