p.value	odds_ratio	overlap	adj_p.value	genes
Signaling by WNT R-HSA-195721	0.0137774118506927	2.23180267839859	12/225	0.351588952420562	H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300;FZD5;H3-4;KAT5;WNT3A;SRY;SOX9
Platelet Aggregation (Plug Formation) R-HSA-76009	0.014425346182443	6.70971807181459	3/20	0.364617797792416	SRC;VWF;GP1BA
Cell Cycle R-HSA-1640170	0.014829780682174	1.90378982541624	18/400	0.371304131419715	SRC;AURKB;H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300;UBE2V2;SMARCA5;H3-4;KAT5;NBN;MDC1;BABAM1;UIMC1;E2F5;MYBL2
DNA methylation R-HSA-5334118	0.0159907398276487	3.6976309130015	5/57	0.396630126192333	H2BC21;H2BC12;H4C9;H2AX;H2BC14
Assembly of the ORC complex at the origin of replication R-HSA-68616	0.0171438139056437	3.62631721835051	5/58	0.403742245547075	H2BC21;H2BC12;H4C9;H2AX;H2BC14
Interleukin-2 signaling R-HSA-9020558	0.0171902312535115	12.5717767457962	2/8	0.403742245547075	JAK3;STAT5B
Regulation of gene expression by Hypoxia-inducible Factor R-HSA-1234158	0.0171902312535115	12.5717767457962	2/8	0.403742245547075	EP300;ARNT
SIRT1 negatively regulates rRNA expression R-HSA-427359	0.0171438139056437	3.62631721835051	5/58	0.403742245547075	H2BC21;H2BC12;H4C9;H2AX;H2BC14
Signaling by TGF-beta Receptor Complex in Cancer R-HSA-3304351	0.0171902312535115	12.5717767457962	2/8	0.403742245547075	SMAD3;SMAD2
Synthesis of very long-chain fatty acyl-CoAs R-HSA-75876	0.0171902312535115	12.5717767457962	2/8	0.403742245547075	ACSBG1;ELOVL7
RHO GTPases activate PKNs R-HSA-5625740	0.0176132370853587	3.13142273920223	6/80	0.410048519513526	H2BC21;H2BC12;H4C9;KDM4C;H2AX;H2BC14
Sphingolipid metabolism R-HSA-428157	0.0181345425964435	4.36969697946695	4/39	0.418513704790966	SPHK1;GBA2;ACER1;CERS5
Chromatin modifying enzymes R-HSA-3247509	0.0185416603140541	2.30823374508658	10/180	0.418979091168083	H2BC21;H2BC12;H4C9;KDM4C;H2AX;H2BC14;EP300;NCOR1;KAT5;ARID1A
Chromatin organization R-HSA-4839726	0.0185416603140541	2.30823374508658	10/180	0.418979091168083	H2BC21;H2BC12;H4C9;KDM4C;H2AX;H2BC14;EP300;NCOR1;KAT5;ARID1A
Pre-NOTCH Transcription and Translation R-HSA-1912408	0.0186283092531401	3.08890605188008	6/81	0.418979091168083	H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300
Chromatin modifications during the maternal to zygotic transition (MZT) R-HSA-9821002	0.0196129949006785	3.49307198787094	5/60	0.435319334160007	H2BC21;H2BC12;H4C9;H2AX;H2BC14
Transcriptional regulation of granulopoiesis R-HSA-9616222	0.0196828636394879	3.04750105195947	6/82	0.435319334160007	H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300
ESR-mediated signaling R-HSA-8939211	0.0198837766477566	2.28015172456354	10/182	0.436128456389636	SRC;H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300;SPHK1;KAT5;NR5A2
Developmental Biology R-HSA-1266738	0.0201066891169984	1.66080745582064	27/699	0.43740289275831	SRC;H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300;NCOR1;FURIN;ARHGEF7;CDC42;ZEB2;UNC5B;ABLIM2;NTN1;KAT5;ARID1A;WNT3A;NANOG;SMAD3;SRY;SOX9;SMAD2;TRIM33;NR5A2;WT1;DMRT1
Estrogen-dependent gene expression R-HSA-9018519	0.0214604003122097	2.50987988004639	8/132	0.454047295670924	H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300;KAT5;NR5A2
Interleukin-15 signaling R-HSA-8983432	0.0217272066880962	10.7774968438288	2/9	0.454047295670924	JAK3;STAT5B
Interleukin-9 signaling R-HSA-8985947	0.0217272066880962	10.7774968438288	2/9	0.454047295670924	JAK3;STAT5B
Signaling by ALK R-HSA-201556	0.0211749592642451	5.70045288645739	3/23	0.454047295670924	SRC;EP300;JAK3
TGF-beta receptor signaling activates SMADs R-HSA-2173789	0.0214580725266616	4.13171819373691	4/41	0.454047295670924	FURIN;SMAD3;SMAD2;PMEPA1
Signaling by Nuclear Receptors R-HSA-9006931	0.0225355056672957	2.14101979287882	11/213	0.467259625320334	SRC;H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300;NCOR1;SPHK1;KAT5;NR5A2
DSCAM interactions R-HSA-376172	0.0262116716122652	Inf	1/1	0.475497485865113	NTN1
Defective pyroptosis R-HSA-9710421	0.0237378007065036	3.30995176013714	5/63	0.475497485865113	H2BC21;H2BC12;H4C9;H2AX;H2BC14
Diseases of programmed cell death R-HSA-9645723	0.0243086241499049	2.89222892330217	6/86	0.475497485865113	H2BC21;H2BC12;H4C9;H2AX;H2BC14;APP
Disorders of Developmental Biology R-HSA-9675151	0.0266997486304806	9.43113156595656	2/10	0.475497485865113	NCOR1;MECP2
Disorders of Nervous System Development R-HSA-9697154	0.0266997486304806	9.43113156595656	2/10	0.475497485865113	NCOR1;MECP2
Dissolution of Fibrin Clot R-HSA-75205	0.0266997486304806	9.43113156595656	2/10	0.475497485865113	SERPINE2;PLAT
Formation of definitive endoderm R-HSA-9823730	0.0266997486304806	9.43113156595656	2/10	0.475497485865113	SMAD3;SMAD2
Interleukin-21 signaling R-HSA-9020958	0.0266997486304806	9.43113156595656	2/10	0.475497485865113	JAK3;STAT5B
Loss of MECP2 binding ability to 5hmC-DNA R-HSA-9022534	0.0262116716122652	Inf	1/1	0.475497485865113	MECP2
Loss of function of MECP2 in Rett syndrome R-HSA-9005891	0.0266997486304806	9.43113156595656	2/10	0.475497485865113	NCOR1;MECP2
MECP2 regulates transcription of genes involved in GABA signaling R-HSA-9022927	0.0262116716122652	Inf	1/1	0.475497485865113	MECP2
Maternal to zygotic transition (MZT) R-HSA-9816359	0.026874386917772	2.82027116322085	6/88	0.475497485865113	H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300
Metalloprotease DUBs R-HSA-5689901	0.0237481357901464	5.42714605505112	3/24	0.475497485865113	EP300;BABAM1;UIMC1
PRC2 methylates histones and DNA R-HSA-212300	0.0267778149706834	3.19803642083339	5/65	0.475497485865113	H2BC21;H2BC12;H4C9;H2AX;H2BC14
Pervasive developmental disorders R-HSA-9005895	0.0266997486304806	9.43113156595656	2/10	0.475497485865113	NCOR1;MECP2
Platelet Adhesion to exposed collagen R-HSA-75892	0.0266997486304806	9.43113156595656	2/10	0.475497485865113	VWF;GP1BA
Pyrimidine biosynthesis R-HSA-500753	0.0262116716122652	Inf	1/1	0.475497485865113	CAD
RNA Polymerase I Promoter Clearance R-HSA-73854	0.0243086241499049	2.89222892330217	6/86	0.475497485865113	H2BC21;H2BC12;H4C9;H2AX;H2BC14;UBTF
RNA Polymerase I Transcription R-HSA-73864	0.0255699600351423	2.85580608532401	6/87	0.475497485865113	H2BC21;H2BC12;H4C9;H2AX;H2BC14;UBTF
Regulation of gene expression in early pancreatic precursor cells R-HSA-210747	0.0262116716122652	Inf	1/1	0.475497485865113	NR5A2
Synthesis and processing of ENV and VPU R-HSA-171286	0.0262116716122652	Inf	1/1	0.475497485865113	FURIN
Transcriptional regulation by RUNX1 R-HSA-8878171	0.0268219071363046	2.16157963092047	10/191	0.475497485865113	SRC;H2BC21;H2BC12;H4C9;H2AX;H2BC14;EP300;HIPK2;ARID1A;GP1BA
Gene Silencing by RNA R-HSA-211000	0.028222434005706	2.78559203878021	6/89	0.496041985769164	H2BC21;H2BC12;H4C9;H2AX;H2BC14;DGCR8
Downregulation of TGF-beta receptor signaling R-HSA-2173788	0.0293801408703392	4.95418126570332	3/26	0.509639829214903	SMAD3;SMAD2;PMEPA1
RHOU GTPase cycle R-HSA-9013420	0.0293801408703392	4.95418126570332	3/26	0.509639829214903	SRC;ARHGEF7;CDC42
Common Pathway of Fibrin Clot Formation R-HSA-140875	0.0320823547654364	8.38292184754334	2/11	0.538902338908027	SERPINC1;SERPINE2
Ephrin signaling R-HSA-3928664	0.0320823547654364	8.38292184754334	2/11	0.538902338908027	SRC;ARHGEF7
FOXO-mediated transcription of cell cycle genes R-HSA-9617828	0.0320823547654364	8.38292184754334	2/11	0.538902338908027	SMAD3;SMAD2
Formation of axial mesoderm R-HSA-9796292	0.0320823547654364	8.38292184754334	2/11	0.538902338908027	SMAD3;SMAD2
tRNA Aminoacylation R-HSA-379724	0.0320823547654364	8.38292184754334	2/11	0.538902338908027	CARS2;AARS2
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression R-HSA-427389	0.0335789226577112	2.99520020744158	5/69	0.560493463733117	H2BC21;H2BC12;H4C9;H2AX;H2BC14
