p.value	odds_ratio	overlap	adj_p.value	genes
rRNA processing R-HSA-72312	1.63573516646577e-17	10.1566107740874	30/125	1.88749614426094e-15	UBA52;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A;TRMT112;SNU13;IMP4
Major pathway of rRNA processing in the nucleolus and cytosol R-HSA-6791226	3.01981081727152e-17	10.4066524025689	29/118	3.33940746209942e-15	UBA52;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A;SNU13;IMP4
Influenza Viral RNA Transcription and Replication R-HSA-168273	1.60179250353499e-16	10.7645178623911	27/106	1.70046292175275e-14	UBA52;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A
Influenza Infection R-HSA-168255	3.79399582968129e-15	9.21331632430865	27/119	3.87279420460544e-13	UBA52;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A
Cellular response to starvation R-HSA-9711097	7.03741516714776e-15	8.49674731774541	28/132	6.91751846430006e-13	UBA52;EIF2S2;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A
Formation of the ternary complex, and subsequently, the 43S complex R-HSA-72695	5.23126171977527e-13	17.3244469415493	16/43	4.95848878724413e-11	EIF2S2;EIF3G;RPS24;EIF3F;RPS23;RPS8;RPS27L;RPSA;RPS10;EIF3D;RPS27;RPS5;RPS12;EIF3I;RPS13;EIF3M
Ribosomal scanning and start codon recognition R-HSA-72702	2.61504536291203e-12	15.078979384582	16/47	2.39321737695466e-10	EIF2S2;EIF3G;RPS24;EIF3F;RPS23;RPS8;RPS27L;RPSA;RPS10;EIF3D;RPS27;RPS5;RPS12;EIF3I;RPS13;EIF3M
Translation initiation complex formation R-HSA-72649	3.80114432244897e-12	14.6046901717985	16/48	3.36274567725986e-10	EIF2S2;EIF3G;RPS24;EIF3F;RPS23;RPS8;RPS27L;RPSA;RPS10;EIF3D;RPS27;RPS5;RPS12;EIF3I;RPS13;EIF3M
Metabolism of RNA R-HSA-8953854	4.51994830500211e-12	4.26701969605424	43/384	3.86965896821794e-10	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A;TRMT112;SAP18;SNRPD3;ZCRB1;SNRPB;SNU13;IMP4;TXNL4A
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S R-HSA-72662	5.46938943288694e-12	14.1591415338191	16/49	4.53617486090061e-10	EIF2S2;EIF3G;RPS24;EIF3F;RPS23;RPS8;RPS27L;RPSA;RPS10;EIF3D;RPS27;RPS5;RPS12;EIF3I;RPS13;EIF3M
Axon guidance R-HSA-422475	6.46625012367439e-10	3.90888441899944	37/343	5.20043267522177e-08	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RBX1;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;MYL12A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A
Cellular responses to stimuli R-HSA-8953897	1.04077017475181e-09	3.17245509010489	52/620	7.89201155368944e-08	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;EIF2S2;ANAPC16;SKP1;DYNLL1;H2BC3;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RBX1;UBE2D2;GPX1;DNAJB1;EEF1A1;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A;MYC;TALDO1;TKT;HSPA9;ST13;HSPA4;SRPRB
Cellular responses to stress R-HSA-2262752	1.04077017475181e-09	3.17245509010489	52/620	7.89201155368944e-08	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;EIF2S2;ANAPC16;SKP1;DYNLL1;H2BC3;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RBX1;UBE2D2;GPX1;DNAJB1;EEF1A1;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A;MYC;TALDO1;TKT;HSPA9;ST13;HSPA4;SRPRB
Nervous system development R-HSA-9675108	1.88729572101466e-09	3.73544083545495	37/356	1.39135634543692e-07	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RBX1;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;MYL12A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A
Viral Infection Pathways R-HSA-9824446	4.54995946439588e-09	3.12200705679129	48/567	3.26367362662342e-07	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;DYNLL1;H2BC3;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RBX1;UBE2L6;RPN2;MAGT1;EEF1A1;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A;GALNT1;SAP18;SNRPD3;ZCRB1;SNRPB
Metabolism R-HSA-1430728	5.26891862059144e-09	2.78775590241086	64/900	3.6799236892236e-07	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;ATP5PB;COA1;SDHB;NDUFB8;NDUFS8;NDUFS5;NDUFB11;ATP5F1E;NDUFB4;SUCLG1;HAGH;NDUFAF2;NDUFB10;MGST3;GPX1;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A;GUK1;NME1;TRMT112;MAT2B;HIBADH;TALDO1;TKT;NME4;ACSS3;AASS;NAGS;AKR1B10;SCLY;SPR
Folding of actin by CCT/TriC R-HSA-390450	8.36795659634362e-09	64.1907051526005	7/10	5.69450174530666e-07	CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4
SARS-CoV-1 modulates host translation machinery R-HSA-9735869	1.05450075852822e-08	14.1084447962347	11/33	6.99661253283474e-07	RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;EEF1A1
SARS-CoV-2 modulates host translation machinery R-HSA-9754678	1.58854976306476e-08	11.3499307359682	12/42	1.02829538321314e-06	RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;SNRPD3;SNRPB
Mitochondrial translation termination R-HSA-5419276	2.97302560145847e-08	9.26905508342678	13/53	1.87866903482638e-06	MRPL28;MRPS22;MRPL42;MRPL1;MRPL52;MRPL58;MRPS15;MRPS35;AURKAIP1;MRPL37;MRPL13;MRPS34;MRPL46
Mitochondrial translation elongation R-HSA-5389840	3.79367162735328e-08	9.04100379316985	13/54	2.28827374977173e-06	MRPL28;MRPS22;MRPL42;MRPL1;MRPL52;MRPL58;MRPS15;MRPS35;AURKAIP1;MRPL37;MRPL13;MRPS34;MRPL46
Mitochondrial translation initiation R-HSA-5368286	3.79367162735328e-08	9.04100379316985	13/54	2.28827374977173e-06	MRPL28;MRPS22;MRPL42;MRPL1;MRPL52;MRPL58;MRPS15;MRPS35;AURKAIP1;MRPL37;MRPL13;MRPS34;MRPL46
Mitochondrial translation R-HSA-5368287	4.8130885220336e-08	8.82382848846684	13/55	2.83865265277271e-06	MRPL28;MRPS22;MRPL42;MRPL1;MRPL52;MRPL58;MRPS15;MRPS35;AURKAIP1;MRPL37;MRPL13;MRPS34;MRPL46
Infectious disease R-HSA-5663205	4.37806257944638e-07	2.59449939025694	49/673	2.52595175779363e-05	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;DYNLL1;H2BC3;RPS24;RPS23;RPS8;RPS27L;RPSA;RPS10;RPS27;RPS5;RPS12;RPS13;RBX1;UBE2L6;RPN2;MAGT1;EEF1A1;RPL32;RPL14;RPL15;RPL19;RPL26;RPL17;RPL18A;RPL12;RPL23;RPL10A;RPL36;RPL22L1;RPL35;RPL4;RPL11;RPL35A;DVL1;GALNT1;SAP18;SNRPD3;ZCRB1;SNRPB
NIK-->noncanonical NF-kB signaling R-HSA-5676590	6.319735008295e-07	7.54292954122682	12/57	3.5686333429819e-05	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;FBXW11;UBA3
BBSome-mediated cargo-targeting to cilium R-HSA-5620922	8.62947343665975e-07	32.7817662637124	6/11	4.77137968768645e-05	CCT8;CCT3;CCT5;CCT2;TCP1;CCT4
Dectin-1 mediated noncanonical NF-kB signaling R-HSA-5607761	9.38919210988105e-07	7.21582764671024	12/59	5.08549303257639e-05	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;FBXW11;UBA3
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2 R-HSA-9762114	1.46874914631739e-06	7.73141214937765	11/51	7.79612046865271e-05	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1
Degradation of DVL R-HSA-4641258	1.8048451693317e-06	7.54136371593234	11/52	9.21165207578141e-05	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;RBX1;DVL1
Negative regulation of NOTCH4 signaling R-HSA-9604323	1.8048451693317e-06	7.54136371593234	11/52	9.21165207578141e-05	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis R-HSA-8854050	2.20668342186922e-06	7.35705265873271	11/53	0.000110500713238508	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1
Defective CFTR causes cystic fibrosis R-HSA-5678895	3.920807841058e-06	6.86330298753751	11/56	0.000189469594728533	PSMA4;PSMA6;PSMB3;ERLEC1;PSMC2;DERL1;PSMD6;PSMA5;PSMD8;UBA52;PSMA1
Nuclear events mediated by NFE2L2 R-HSA-9759194	3.92646108141271e-06	5.17803901677529	14/91	0.000189469594728533	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1;MYC;TALDO1;TKT
Degradation of GLI1 by the proteasome R-HSA-5610780	5.62828670513527e-06	6.5681565201161	11/58	0.000266740587775518	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1
Degradation of GLI2 by the proteasome R-HSA-5610783	6.70293342254398e-06	6.4297988392672	11/59	0.000306716987990202	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1
GLI3 is processed to GLI3R by the proteasome R-HSA-5610785	6.70293342254398e-06	6.4297988392672	11/59	0.000306716987990202	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1
Orc1 removal from chromatin R-HSA-68949	7.95241076639331e-06	6.29708897392713	11/60	0.000351761636233464	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha R-HSA-1234176	7.95241076639331e-06	6.29708897392713	11/60	0.000351761636233464	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;RBX1;UBE2D2
Association of TriC/CCT with target proteins during biosynthesis R-HSA-390471	8.20225018880904e-06	12.8145420090777	7/22	0.000356865114772118	CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4
TNFR2 non-canonical NF-kB pathway R-HSA-5668541	8.53875765438657e-06	5.63574368638828	12/72	0.000365513916366806	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;FBXW11;UBA3
Vpu mediated degradation of CD4 R-HSA-180534	1.1193614507884e-05	6.80555690419093	10/51	0.000471553220697208	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding R-HSA-6814122	1.1432041476915e-05	12.0149888718824	7/23	0.000474072469995819	CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4
ABC transporter disorders R-HSA-5619084	1.29974635766914e-05	5.92889955026533	11/63	0.000530696435885215	PSMA4;PSMA6;PSMB3;ERLEC1;PSMC2;DERL1;PSMD6;PSMA5;PSMD8;UBA52;PSMA1
FCERI mediated NF-kB activation R-HSA-2871837	1.32043629958203e-05	5.36349083223271	12/75	0.000530975445316774	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;FBXW11;UBE2D2
SCF-beta-TrCP mediated degradation of Emi1 R-HSA-174113	1.34290357789678e-05	6.64197725418807	10/52	0.000531950163542993	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1
Vif-mediated degradation of APOBEC3G R-HSA-180585	1.60388851643396e-05	6.48599953296008	10/53	0.000625988253325843	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;RBX1
ABC-family proteins mediated transport R-HSA-382556	1.74358502366169e-05	5.19666292577692	12/77	0.000661067807542589	PSMA4;PSMA6;PSMB3;ERLEC1;PSMC2;DERL1;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;EIF2S2
Degradation of beta-catenin by the destruction complex R-HSA-195253	1.74358502366169e-05	5.19666292577692	12/77	0.000661067807542589	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1;MYC
Regulation of RUNX2 expression and activity R-HSA-8939902	1.77356694638484e-05	5.70696277994946	11/65	0.000662964320521883	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;RBX1
Hh mutants are degraded by ERAD R-HSA-5362768	1.90738657635137e-05	6.3371056760171	10/54	0.000703083885227297	PSMA4;PSMA6;PSMB3;ERLEC1;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1
APC/C:Cdc20 mediated degradation of Securin R-HSA-174154	2.06211493502494e-05	5.60193643007313	11/66	0.000720112241783709	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;ANAPC16;PTTG1
Activation of NF-kappaB in B cells R-HSA-1169091	2.06211493502494e-05	5.60193643007313	11/66	0.000720112241783709	PSMA4;PSMA6;PSMB3;PSMC2;PSMD6;PSMA5;PSMD8;UBA52;PSMA1;SKP1;FBXW11
