p.value	odds_ratio	overlap	adj_p.value	genes
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164	1.86720449535278e-09	6.93147267665549	19/88	4.47483320642867e-07	CREB1;BTRC;TP53;JUN;TBK1;IRF7;IRF3;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
Toll Like Receptor TLR1:TLR2 Cascade R-HSA-168179	2.2886417588818e-09	6.83077459842211	19/89	4.47483320642867e-07	CREB1;BTRC;TP53;JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;S100A9;CD36;S100A8;APP;MAPK7;NFKB2
Toll Like Receptor TLR6:TLR2 Cascade R-HSA-168188	2.2886417588818e-09	6.83077459842211	19/89	4.47483320642867e-07	CREB1;BTRC;TP53;JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;S100A9;CD36;S100A8;APP;MAPK7;NFKB2
Toll-like Receptor Cascades R-HSA-168898	1.76219745384305e-09	5.84434661936944	22/118	4.47483320642867e-07	CREB1;BTRC;TP53;JUN;TBK1;IRF7;IRF3;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;S100A9;CD36;S100A8;APP;MAPK7;NFKB2
MyD88-independent TLR4 cascade  R-HSA-166166	2.79675277610491e-09	6.73292575842668	19/90	4.63911366736402e-07	CREB1;BTRC;TP53;JUN;TBK1;IRF7;IRF3;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
TRIF (TICAM1)-mediated TLR4 signaling  R-HSA-937061	2.79675277610491e-09	6.73292575842668	19/90	4.63911366736402e-07	CREB1;BTRC;TP53;JUN;TBK1;IRF7;IRF3;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
Nuclear Events (kinase and transcription factor activation) R-HSA-198725	1.38561001559096e-08	9.04664200756091	14/52	2.163181753752e-06	CREB1;EGR2;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;MAPK7;SRF;EGR1;JUND;F3;ID2;ASCL1
Chemokine receptors bind chemokines R-HSA-380108	2.1408955643027e-08	13.3028679804131	11/31	2.94822672604537e-06	CCL2;CCR2;CCL19;CCL4;CCL21;CXCR3;CXCL9;CXCL11;CXCL10;CCL3;CCR1
MyD88 dependent cascade initiated on endosome R-HSA-975155	2.22172322987594e-08	6.60795807704184	17/81	2.94822672604537e-06	CREB1;BTRC;TP53;JUN;IRF7;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	2.22172322987594e-08	6.60795807704184	17/81	2.94822672604537e-06	CREB1;BTRC;TP53;JUN;IRF7;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	3.27468432007412e-08	6.40499307405739	17/83	4.13857723117939e-06	CREB1;BTRC;TP53;JUN;IRF7;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
MyD88 cascade initiated on plasma membrane R-HSA-975871	4.62547410822526e-08	6.71108575717601	16/75	5.11500345134577e-06	CREB1;BTRC;TP53;JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
Toll Like Receptor 10 (TLR10) Cascade R-HSA-168142	4.62547410822526e-08	6.71108575717601	16/75	5.11500345134577e-06	CREB1;BTRC;TP53;JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
Toll Like Receptor 5 (TLR5) Cascade R-HSA-168176	4.62547410822526e-08	6.71108575717601	16/75	5.11500345134577e-06	CREB1;BTRC;TP53;JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
Innate Immune System R-HSA-168249	1.20574627580994e-07	2.73339324102341	47/522	1.23824207766047e-05	CREB1;BTRC;NRAS;TP53;JUN;TBK1;IRF7;IRF3;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;NCF4;TYROBP;S100A9;CD36;NCF2;S100A8;NFATC1;NFATC2;ITGAV;FCGR3A;CTNNB1;APP;FCGR2A;HCK;CCR2;ARPC5;ARPC3;MAPK7;ARPC2;RELB;NFKB2;IQGAP1;C3AR1;CD44;FCN1;ANXA2;NCKAP1L;GNS;STK10;CD93
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation R-HSA-975138	1.21304800373671e-07	6.17815495711379	16/80	1.23824207766047e-05	CREB1;BTRC;TP53;JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;APP;MAPK7;NFKB2
Signaling by GPCR R-HSA-372790	1.4152463614294e-07	3.55073731213482	29/241	1.3911347567532e-05	GNG11;GNAI2;GNG2;CREB1;GNB2;CCL2;NRAS;RPS6KA3;MAPK3;MAPK1;ADORA3;APP;CCR2;MAPK7;ARHGEF6;C3AR1;CCL19;CCL4;CCL21;CXCR3;CXCL9;CXCL11;CXCL10;CCL3;CCR1;P2RY13;RGS18;RGS19;RGS1
GPCR downstream signalling R-HSA-388396	1.51904702120123e-07	3.72102422994016	27/214	1.43983956938145e-05	GNG11;GNAI2;GNG2;CREB1;GNB2;NRAS;RPS6KA3;MAPK3;MAPK1;ADORA3;APP;CCR2;MAPK7;ARHGEF6;C3AR1;CCL19;CCL4;CCL21;CXCR3;CXCL9;CXCL11;CXCL10;CCR1;P2RY13;RGS18;RGS19;RGS1
Signaling by NTRK1 (TRKA) R-HSA-187037	3.48681888837205e-07	5.64079876273905	16/86	3.19104045853083e-05	CREB1;NRAS;EGR2;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;STAT3;MAPK7;SRF;EGR1;JUND;F3;ID2;ASCL1
Signaling by Receptor Tyrosine Kinases R-HSA-9006934	3.80054635334412e-07	3.05418321825536	34/327	3.3622166739251e-05	CREB1;NRAS;EGR2;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;NCF4;COL1A2;NCF2;ITGAV;CTNNB1;CDH5;COL4A2;COL4A1;STAT1;STAT3;MAPK7;MYC;SPARC;SRF;HIF1A;ESR1;EGR1;STAT5A;DNMT1;NCKAP1L;SPRED1;JUND;F3;ID2;ASCL1;AXL
Class A/1 (Rhodopsin-like receptors) R-HSA-373076	7.45079482019645e-07	5.66568357670049	15/80	6.37884175896819e-05	CCL2;ADORA3;APP;CCR2;C3AR1;CCL19;CCL4;CCL21;CXCR3;CXCL9;CXCL11;CXCL10;CCL3;CCR1;P2RY13
Signaling by ALK fusions and activated point mutants R-HSA-9725370	9.12750878862367e-07	6.59327797057762	13/61	7.34072979545673e-05	CEBPB;TP53;JUN;MAPK3;MAPK1;STAT1;STAT3;MSN;STAT5A;TWIST1;DNMT1;TPM3;TPM4
Signaling by ALK in cancer R-HSA-9700206	9.12750878862367e-07	6.59327797057762	13/61	7.34072979545673e-05	CEBPB;TP53;JUN;MAPK3;MAPK1;STAT1;STAT3;MSN;STAT5A;TWIST1;DNMT1;TPM3;TPM4
Signaling by NTRKs R-HSA-166520	1.23254224541572e-06	5.05227285370276	16/94	9.62107976274506e-05	CREB1;NRAS;EGR2;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;STAT3;MAPK7;SRF;EGR1;JUND;F3;ID2;ASCL1
NGF-stimulated transcription R-HSA-9031628	1.30338136846023e-06	9.23656469769941	10/36	9.88335471969557e-05	CREB1;EGR2;FOS;ATF2;SRF;EGR1;JUND;F3;ID2;ASCL1
GPCR ligand binding R-HSA-500792	1.56762218463171e-06	4.42078002234514	18/119	0.000115568591055904	GNG11;GNG2;GNB2;CCL2;ADORA3;APP;CCR2;C3AR1;CCL19;CCL4;CCL21;CXCR3;CXCL9;CXCL11;CXCL10;CCL3;CCR1;P2RY13
Peptide ligand-binding receptors R-HSA-375276	1.96973928201848e-06	6.07946255502364	13/65	0.000141288866337217	CCL2;APP;CCR2;C3AR1;CCL19;CCL4;CCL21;CXCR3;CXCL9;CXCL11;CXCL10;CCL3;CCR1
Extra-nuclear estrogen signaling R-HSA-9009391	2.80527798233852e-06	6.45624012585997	12/57	0.000195926520134906	GNG11;GNAI2;GNG2;CREB1;GNB2;NRAS;MAPK3;MAPK1;FOS;SRF;ESR2;ESR1
Interferon gamma signaling R-HSA-877300	4.1250983638203e-06	6.17725278511462	12/59	0.000280718232245617	IRF7;IRF3;MAPK3;MAPK1;HLA-DRB1;HLA-DRA;STAT1;CD44;PIAS1;IRF8;IRF1;IRF5
MAPK targets/ Nuclear events mediated by MAP kinases R-HSA-450282	4.85166524139828e-06	11.1843215065023	8/25	0.000321907988766776	CREB1;JUN;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;MAPK7
Regulation of NFE2L2 gene expression R-HSA-9818749	6.26016868535608e-06	38.9929457579573	5/8	0.000405231407095977	NFKB1;RELA;MYC;MAFK;NFE2L2
ZBP1(DAI) mediated induction of type I IFNs R-HSA-1606322	6.73978961313442e-06	13.7894906049251	7/19	0.000425890515077589	TBK1;IRF3;NFKB1;NFKBIB;NFKBIA;RELA;NFKB2
Interleukin-10 signaling R-HSA-6783783	1.17221093286551e-05	7.95565512604378	9/36	0.00072349949205234	CCL2;CD86;CCR2;STAT3;CCL19;CCL4;CXCL10;CCL3;CCR1
Cross-presentation of particulate exogenous antigens (phagosomes) R-HSA-1236973	1.45953869189239e-05	92.7798280072911	4/5	0.000880367201882364	NCF4;CD36;NCF2;ITGAV
G alpha (q) signalling events R-HSA-416476	1.63816519300975e-05	4.8481601152506	13/78	0.000966153427166195	GNG11;GNG2;CREB1;GNB2;NRAS;RPS6KA3;MAPK3;MAPK1;APP;MAPK7;RGS18;RGS19;RGS1
Activation of the AP-1 family of transcription factors R-HSA-450341	2.62905989431099e-05	23.3822419033091	5/10	0.00148457977861731	JUN;MAPK3;MAPK1;FOS;ATF2
Formation of definitive endoderm R-HSA-9823730	2.62905989431099e-05	23.3822419033091	5/10	0.00148457977861731	CTNNB1;SMAD4;TCF7L2;GATA6;SMAD3
Gastrin-CREB signalling pathway via PKC and MAPK R-HSA-881907	2.84924286036808e-05	14.1026557048754	6/16	0.00154919603043098	CREB1;NRAS;RPS6KA3;MAPK3;MAPK1;MAPK7
Transcriptional regulation of granulopoiesis R-HSA-9616222	2.86023381654552e-05	4.56277407611464	13/82	0.00154919603043098	CREB1;CEBPB;E2F1;RARA;STAT3;MYC;RUNX1;CBFB;FLI1;GATA2;TAL1;MYB;SPI1
Diseases associated with the TLR signaling cascade R-HSA-5602358	3.87129406418849e-05	9.72835927511586	7/24	0.00201459106791299	NFKB1;NFKBIA;RELA;S100A9;CD36;S100A8;NFKB2
Diseases of Immune System R-HSA-5260271	3.87129406418849e-05	9.72835927511586	7/24	0.00201459106791299	NFKB1;NFKBIA;RELA;S100A9;CD36;S100A8;NFKB2
RHO GTPases Activate NADPH Oxidases R-HSA-5668599	4.25094660118787e-05	12.8225637896959	6/17	0.00216961774606781	MAPK3;MAPK1;NCF4;S100A9;NCF2;S100A8
Hemostasis R-HSA-109582	5.13842728569692e-05	2.5596760267894	28/305	0.00257309170117729	GNG11;GNAI2;GNG2;GNB2;NRAS;TP53;MAPK3;MAPK1;CD74;COL1A2;CD36;ITGAV;APP;DOK2;SPARC;SLC8A1;GATA6;SELP;CD44;SELPLG;MAFK;F13A1;IRF1;ANXA2;GATA2;MYB;F3;GATA1
Cytosolic sensors of pathogen-associated DNA  R-HSA-1834949	5.44379296386705e-05	6.30578513505456	9/43	0.00257996902251842	TBK1;IRF7;IRF3;NFKB1;NFKBIB;NFKBIA;RELA;CTNNB1;NFKB2
Interleukin-17 signaling R-HSA-448424	5.36949606373223e-05	5.56316690377912	10/53	0.00257996902251842	CREB1;BTRC;JUN;NFKB1;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;MAPK7
MAP kinase activation R-HSA-450294	5.36949606373223e-05	5.56316690377912	10/53	0.00257996902251842	CREB1;BTRC;JUN;NFKB1;RPS6KA3;MAPK3;MAPK1;FOS;ATF2;MAPK7
ESR-mediated signaling R-HSA-8939211	5.77676903092165e-05	3.05379319722151	20/182	0.0026897447382572	GNG11;GNAI2;GNG2;CREB1;GNB2;NRAS;JUN;MAPK3;MAPK1;SP1;FOS;ATF2;MYC;SRF;ESR2;ESR1;RUNX1;CBFB;MYB;JUND
Oncogene Induced Senescence R-HSA-2559585	6.85051663099066e-05	8.70153212994022	7/26	0.00313470192045676	E2F1;TP53;MAPK3;MAPK1;SP1;ETS1;ETS2
FCGR3A-mediated phagocytosis R-HSA-9664422	9.12475983422852e-05	6.7755625443888	8/36	0.00384398612699087	MAPK3;MAPK1;FCGR3A;HCK;ARPC5;ARPC3;ARPC2;NCKAP1L
Leishmania phagocytosis R-HSA-9664417	9.12475983422852e-05	6.7755625443888	8/36	0.00384398612699087	MAPK3;MAPK1;FCGR3A;HCK;ARPC5;ARPC3;ARPC2;NCKAP1L
Nuclear events stimulated by ALK signaling in cancer R-HSA-9725371	8.92395951184413e-05	8.26522580457118	7/27	0.00384398612699087	CEBPB;MAPK3;MAPK1;STAT3;STAT5A;TWIST1;DNMT1
Parasite infection R-HSA-9664407	9.12475983422852e-05	6.7755625443888	8/36	0.00384398612699087	MAPK3;MAPK1;FCGR3A;HCK;ARPC5;ARPC3;ARPC2;NCKAP1L
Regulation of actin dynamics for phagocytic cup formation R-HSA-2029482	9.12475983422852e-05	6.7755625443888	8/36	0.00384398612699087	MAPK3;MAPK1;FCGR3A;FCGR2A;ARPC5;ARPC3;ARPC2;NCKAP1L
DEx/H-box helicases activate type I IFN and inflammatory cytokines production  R-HSA-3134963	9.55731787456105e-05	30.9902013613166	4/7	0.00390232640601308	IRF7;NFKB1;RELA;NFKB2
IkBA variant leads to EDA-ID R-HSA-5603029	9.55731787456105e-05	30.9902013613166	4/7	0.00390232640601308	NFKB1;NFKBIA;RELA;NFKB2
Generic Transcription Pathway R-HSA-212436	0.00011273998341927	2.02785019533387	46/645	0.00453351387870822	CREB1;STK11;NFYC;NFYB;CEBPB;E2F1;TP53;JUN;RARA;NFKB1;RELA;MAPK3;MAPK1;SP1;FOS;ATF2;TFAP2A;COL1A2;NFATC2;CTNNB1;SMAD4;STAT1;MYC;TCF7L2;SRF;ESR2;ESR1;SMAD3;TWIST1;RUNX1;TCF3;DLX5;CBFB;GATA2;TAL1;MYB;SPI1;GATA1;RUNX2;ELF1;PITX2;LMO2;ITGBL1;SP7;TWIST2;PIP4K2A
Binding and Uptake of Ligands by Scavenger Receptors R-HSA-2173782	0.000119796825019249	10.0709704099965	6/20	0.00474538468061324	COL1A2;CD36;COL4A2;COL4A1;SPARC;MSR1
Signaling by Nuclear Receptors R-HSA-9006931	0.000182704092484499	2.70200186682816	21/213	0.00713083325667442	GNG11;GNAI2;GNG2;CREB1;GNB2;NRAS;JUN;RARA;MAPK3;MAPK1;SP1;FOS;ATF2;MYC;SRF;ESR2;ESR1;RUNX1;CBFB;MYB;JUND
Interleukin-4 and Interleukin-13 signaling R-HSA-6785807	0.000212109363729859	3.64480140435696	13/99	0.0081585253817253	CCL2;TP53;FOS;COL1A2;CD36;CEBPD;VIM;STAT1;STAT3;MYC;HIF1A;F13A1;TWIST1
Anti-inflammatory response favouring Leishmania parasite infection R-HSA-9662851	0.000286765445322919	5.57214443321574	8/42	0.010162318633902	GNG11;GNAI2;GNG2;CREB1;GNB2;FCGR3A;FCGR2A;HCK
Leishmania parasite growth and survival R-HSA-9664433	0.000286765445322919	5.57214443321574	8/42	0.010162318633902	GNG11;GNAI2;GNG2;CREB1;GNB2;FCGR3A;FCGR2A;HCK
RUNX1 regulates transcription of genes involved in interleukin signaling R-HSA-8939247	0.000283086922916105	69.1831388915435	3/4	0.010162318633902	RUNX1;CBFB;ELF1
RUNX2 regulates genes involved in differentiation of myeloid cells R-HSA-8941333	0.000283086922916105	69.1831388915435	3/4	0.010162318633902	RUNX1;CBFB;RUNX2
TRAF6 mediated NF-kB activation R-HSA-933542	0.000280800412636219	8.29024690155776	6/23	0.010162318633902	NFKB1;NFKBIB;NFKBIA;RELA;APP;NFKB2
Transcriptional regulation by RUNX2 R-HSA-8878166	0.000287179313316749	3.51950596448744	13/102	0.010162318633902	MAPK3;MAPK1;SMAD4;STAT1;ESR1;TWIST1;RUNX1;DLX5;CBFB;RUNX2;ITGBL1;SP7;TWIST2
Specification of the neural plate border R-HSA-9834899	0.000321909518412678	18.5993653086651	4/9	0.0112414192350954	TFAP2A;CTNNB1;DLX5;MYB
Ca2+ pathway R-HSA-4086398	0.000346674200233828	6.35030739786846	7/33	0.0117958118900074	GNG11;GNG2;GNB2;NFATC1;CTNNB1;MYC;TCF7L2
Fcgamma receptor (FCGR) dependent phagocytosis R-HSA-2029480	0.000344449335198984	4.75275478496121	9/54	0.0117958118900074	MAPK3;MAPK1;FCGR3A;FCGR2A;HCK;ARPC5;ARPC3;ARPC2;NCKAP1L
Neutrophil degranulation R-HSA-6798695	0.000360215665482505	2.69095702699867	19/192	0.0119926376503439	NRAS;NFKB1;MAPK1;TYROBP;S100A9;CD36;S100A8;ITGAV;FCGR2A;ARPC5;IQGAP1;C3AR1;CD44;FCN1;ANXA2;NCKAP1L;GNS;STK10;CD93
RUNX2 regulates bone development R-HSA-8941326	0.000361496236634329	7.82869714616556	6/24	0.0119926376503439	MAPK3;MAPK1;SMAD4;CBFB;RUNX2;SP7
Developmental Biology R-HSA-1266738	0.000391463146296998	1.88784501540078	47/699	0.0128264591391634	CREB1;CEBPB;E2F1;NRAS;TP53;JUN;EGR2;RARA;NFKB1;RELA;RPS6KA3;MAPK3;MAPK1;TFAP2A;TYROBP;CD36;ITGAV;CTNNB1;SMAD4;CEBPD;COL4A2;COL4A1;STAT3;CD24;ARPC5;ARPC3;MSN;DOK2;MYL12A;MAPK7;ARPC2;MYC;TCF7L2;SRF;GATA6;SMAD3;TCF4;RUNX1;TCF3;DLX5;CBFB;FLI1;GATA2;TAL1;PMP22;MYB;SPI1
RHO GTPases Activate WASPs and WAVEs R-HSA-5663213	0.000459269401547674	7.41234132879345	6/25	0.0148646462403357	MAPK3;MAPK1;ARPC5;ARPC3;ARPC2;NCKAP1L
RIP-mediated NFkB activation via ZBP1 R-HSA-1810476	0.000507414952695601	9.73738405156161	5/17	0.0160318962435015	NFKB1;NFKBIB;NFKBIA;RELA;NFKB2
Thrombin signalling through proteinase activated receptors (PARs) R-HSA-456926	0.000507414952695601	9.73738405156161	5/17	0.0160318962435015	GNG11;GNG2;GNB2;MAPK3;MAPK1
Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	0.000579555192284768	2.23080679353501	26/316	0.0180957585920444	CREB1;CEBPB;NRAS;TP53;JUN;MAPK3;MAPK1;CD86;CTNNB1;SMAD4;STAT1;STAT3;MSN;MYC;TCF7L2;IQGAP1;ESR2;ESR1;SMAD3;STAT5A;TWIST1;DNMT1;TPM3;CUX1;SPRED1;TPM4
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription R-HSA-2173796	0.000608878282914186	5.68841927103875	7/36	0.0187902670099331	MAPK3;MAPK1;SP1;COL1A2;SMAD4;MYC;SMAD3
NFE2L2 regulating ER-stress associated genes R-HSA-9818035	0.000685824226911876	34.637777969471	3/5	0.0200019505299354	ATF4;MAFK;NFE2L2
NFE2L2 regulating inflammation associated genes R-HSA-9818026	0.000685824226911876	34.637777969471	3/5	0.0200019505299354	CCL2;MAFK;NFE2L2
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs) R-HSA-8877330	0.000685824226911876	34.637777969471	3/5	0.0200019505299354	NFATC2;RUNX1;CBFB
RUNX1 regulates transcription of genes involved in BCR signaling R-HSA-8939245	0.000685824226911876	34.637777969471	3/5	0.0200019505299354	RUNX1;CBFB;ELF1
RUNX1 regulates transcription of genes involved in WNT signaling R-HSA-8939256	0.000685824226911876	34.637777969471	3/5	0.0200019505299354	ESR1;RUNX1;CBFB
ADP signalling through P2Y purinoceptor 12 R-HSA-392170	0.000788945117087384	13.2836437940941	4/11	0.0222751100079778	GNG11;GNAI2;GNG2;GNB2
G beta:gamma signalling through CDC42 R-HSA-8964616	0.000788945117087384	13.2836437940941	4/11	0.0222751100079778	GNG11;GNG2;GNB2;ARHGEF6
Scavenging by Class A Receptors R-HSA-3000480	0.000788945117087384	13.2836437940941	4/11	0.0222751100079778	COL1A2;COL4A2;COL4A1;MSR1
TAK1-dependent IKK and NF-kappa-B activation   R-HSA-445989	0.000857415807270259	5.31905863109547	7/38	0.023953490026266	TP53;NFKB1;NFKBIB;NFKBIA;RELA;APP;NFKB2
RNA Polymerase II Transcription R-HSA-73857	0.00088507600587169	1.812777003658	46/704	0.0241118849615938	CREB1;STK11;NFYC;NFYB;CEBPB;E2F1;TP53;JUN;RARA;NFKB1;RELA;MAPK3;MAPK1;SP1;FOS;ATF2;TFAP2A;COL1A2;NFATC2;CTNNB1;SMAD4;STAT1;MYC;TCF7L2;SRF;ESR2;ESR1;SMAD3;TWIST1;RUNX1;TCF3;DLX5;CBFB;GATA2;TAL1;MYB;SPI1;GATA1;RUNX2;ELF1;PITX2;LMO2;ITGBL1;SP7;TWIST2;PIP4K2A
RUNX2 regulates osteoblast differentiation R-HSA-8940973	0.000890340891573546	8.34445565953453	5/19	0.0241118849615938	MAPK3;MAPK1;CBFB;RUNX2;SP7
Regulation of insulin secretion R-HSA-422356	0.000879597135824531	6.39993195034836	6/28	0.0241118849615938	GNG11;GNAI2;GNG2;GNB2;CD36;IQGAP1
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer R-HSA-2173793	0.00111991414217345	4.39650248713401	8/51	0.0300227488214983	MAPK3;MAPK1;SP1;COL1A2;SMAD4;STAT1;MYC;SMAD3
