p.value	odds_ratio	overlap	adj_p.value	genes
Anchoring fibril formation R-HSA-2214320	8.9041577723087e-11	59.6521630938654	9/13	1.57544231518049e-08	COL1A2;COL1A1;COL4A5;COL4A2;COL4A1;COL4A4;BMP1;COL4A3;LAMC2
Signaling by PDGF R-HSA-186797	1.28483754820951e-09	11.2410924259606	14/48	2.13122428309252e-07	COL3A1;COL4A5;COL4A2;COL4A1;COL4A4;COL4A3;STAT1;STAT3;COL6A3;PDGFRB;PDGFRA;THBS2;PLAT;PDGFD
MET activates PTK2 signaling R-HSA-8874081	9.43311858364507e-09	23.8402525975934	9/19	1.47267627770553e-06	ITGB1;COL1A2;COL3A1;COL1A1;LAMC2;COL11A1;ITGA3;LAMA2;LAMC3
MET promotes cell motility R-HSA-8875878	1.71088316182874e-07	14.8887412858686	9/25	2.52260217305193e-05	ITGB1;COL1A2;COL3A1;COL1A1;LAMC2;COL11A1;ITGA3;LAMA2;LAMC3
Inflammasomes R-HSA-622312	2.05485543361423e-07	19.1369782019855	8/19	2.85744527072857e-05	BCL2;NFKB1;RELA;PYCARD;NFKB2;CASP1;NLRP3;TXNIP
TGF-beta receptor signaling activates SMADs R-HSA-2173789	2.15331218592959e-07	9.81064626400971	11/41	2.85744527072857e-05	ITGB1;SMAD4;TGFB1;SMAD3;FBN1;TGFBR2;SMAD2;ITGA8;PMEPA1;TGFB3;TGFB2
Signaling by TGF-beta Receptor Complex R-HSA-170834	6.9460588153465e-07	5.67464796402399	15/87	8.72218889956302e-05	SP1;ITGB1;COL1A2;SMAD4;TGFB1;STAT1;SMAD3;FBN1;TGFBR2;SMAD2;ITGA8;SKIL;PMEPA1;TGFB3;TGFB2
Signaling by TGFB family members R-HSA-9006936	7.2301490501276e-07	5.27464651163686	16/99	8.72218889956302e-05	SP1;ITGB1;COL1A2;SMAD4;TGFB1;STAT1;SMAD3;FBN1;TGFBR2;SMAD2;ITGA8;SKIL;PMEPA1;TGFB3;TGFB2;ACVRL1
The NLRP3 inflammasome R-HSA-844456	9.08597999066216e-07	20.3358001853128	7/16	0.000104844308240076	NFKB1;RELA;PYCARD;NFKB2;CASP1;NLRP3;TXNIP
Loss of Function of SMAD2/3 in Cancer R-HSA-3304349	1.53216639809189e-06	64.4768693771483	5/7	0.000167406844238426	SMAD4;TGFB1;SMAD3;TGFBR2;SMAD2
Signal Transduction R-HSA-162582	1.57692958024139e-06	2.19464605133465	78/1306	0.000167406844238426	GNG11;GNAI2;STK11;CDK1;NTRK2;BCL2;TP53;DLG3;JUN;MMP7;MMP2;NFKB1;RELA;NBEA;SP1;FOS;ITGB1;COL1A2;COL3A1;COL1A1;CTNNB1;SMAD4;TGFB1;ADRA2A;VIM;COL4A5;COL4A2;COL4A1;COL4A4;COL4A3;LAMC2;STAT1;STAT3;COL11A1;COL6A3;NRP1;CXCL12;CXCR4;MYL9;ITGA3;SPARC;PDE1A;CXCR1;CXCL1;CCL19;CCL21;CXCL6;CXCR2;ANXA1;PDGFRB;ESR2;PDGFRA;SMAD3;THBS2;VWF;FBN1;TGFBR2;SMAD2;RUNX1;ITGA8;MYB;LAMA2;TPM4;PLAT;SKIL;PMEPA1;TGFB3;TGFB2;PIK3CG;LAMC3;F3;RGS10;PDE3A;ETV4;ACTA2;STMN2;PDGFD;ACVRL1
Signaling by TGF-beta Receptor Complex in Cancer R-HSA-3304351	3.95950766463313e-06	42.974516903465	5/8	0.000404174359305243	SMAD4;TGFB1;SMAD3;TGFBR2;SMAD2
NCAM1 interactions R-HSA-419037	5.40650206987797e-06	14.0718747878758	7/20	0.000531439129387264	COL3A1;COL4A5;COL4A2;COL4A1;COL4A4;COL4A3;COL6A3
Chondroitin sulfate/dermatan sulfate metabolism R-HSA-1793185	7.85071709034017e-06	13.060955214896	7/21	0.000744135827062958	DCN;VCAN;B3GAT3;GPC4;CHST3;CSGALNACT2;CSGALNACT1
Signaling by MET R-HSA-6806834	9.53715300348557e-06	6.98095297283615	10/48	0.000872813933491404	ITGB1;COL1A2;COL3A1;COL1A1;LAMC2;STAT3;COL11A1;ITGA3;LAMA2;LAMC3
Signaling by Receptor Tyrosine Kinases R-HSA-9006934	1.15415266150201e-05	2.77239822244245	29/327	0.00102104038787544	NTRK2;FOS;ITGB1;COL1A2;COL3A1;COL1A1;CTNNB1;COL4A5;COL4A2;COL4A1;COL4A4;COL4A3;LAMC2;STAT1;STAT3;COL11A1;COL6A3;NRP1;CXCL12;ITGA3;SPARC;PDGFRB;PDGFRA;THBS2;LAMA2;PLAT;LAMC3;F3;PDGFD
G alpha (i) signalling events R-HSA-418594	1.28718015440638e-05	4.32262626163942	15/109	0.00110199229993372	GNG11;GNAI2;NBEA;ADRA2A;CXCL12;CXCR4;PDE1A;CXCR1;CXCL1;CCL19;CCL21;CXCL6;CXCR2;ANXA1;RGS10
Chemokine receptors bind chemokines R-HSA-380108	1.44704209540826e-05	9.13407351547586	8/31	0.00120014053787923	CXCL12;CXCR4;CXCR1;CXCL1;CCL19;CCL21;CXCL6;CXCR2
Chondroitin sulfate biosynthesis R-HSA-2022870	1.67346483658687e-05	25.8121394091572	5/10	0.0013062869636181	DCN;VCAN;CHST3;CSGALNACT2;CSGALNACT1
Formation of definitive endoderm R-HSA-9823730	1.67346483658687e-05	25.8121394091572	5/10	0.0013062869636181	CTNNB1;SMAD4;CXCR4;SMAD3;SMAD2
Glycosaminoglycan metabolism R-HSA-1630316	1.73050001128606e-05	7.41915103591669	9/41	0.00131221343712949	DCN;VCAN;B3GAT3;GPC4;CD44;CHST3;CSGALNACT2;CSGALNACT1;LUM
Interleukin-4 and Interleukin-13 signaling R-HSA-6785807	1.85088904768893e-05	4.44016183175603	14/99	0.00136451653682401	BCL2;TP53;MMP2;FOS;ITGB1;COL1A2;CEBPD;TGFB1;VIM;LCN2;STAT1;STAT3;ANXA1;F13A1
Cell recruitment (pro-inflammatory response) R-HSA-9664424	2.12005357460552e-05	10.7535600584501	7/24	0.00148069004921133	NFKB1;RELA;PYCARD;NFKB2;CASP1;NLRP3;TXNIP
Purinergic signaling in leishmaniasis infection R-HSA-9660826	2.12005357460552e-05	10.7535600584501	7/24	0.00148069004921133	NFKB1;RELA;PYCARD;NFKB2;CASP1;NLRP3;TXNIP
Diseases associated with glycosaminoglycan metabolism R-HSA-3560782	2.50968171271752e-05	14.166056530032	6/17	0.00170787058091085	DCN;VCAN;B3GAT3;GPC4;CHST3;LUM
SMAD2/3 Phosphorylation Motif Mutants in Cancer R-HSA-3304356	2.93443992070616e-05	51.2998426436848	4/6	0.0018789110061422	TGFB1;SMAD3;TGFBR2;SMAD2
Scavenging by Class A Receptors R-HSA-3000480	2.97340852516851e-05	21.5120006066499	5/11	0.0018789110061422	COL1A2;COL3A1;COL1A1;COL4A2;COL4A1
TGFBR1 KD Mutants in Cancer R-HSA-3656532	2.93443992070616e-05	51.2998426436848	4/6	0.0018789110061422	TGFB1;SMAD3;TGFBR2;SMAD2
Defective VWF binding to collagen type I  R-HSA-9845622	5.52627703333456e-05	Inf	3/3	0.00318842157531955	COL1A2;COL1A1;VWF
Loss of Function of SMAD4 in Cancer R-HSA-3304347	5.52627703333456e-05	Inf	3/3	0.00318842157531955	SMAD4;SMAD3;SMAD2
SMAD2/3 MH2 Domain Mutants in Cancer R-HSA-3315487	5.52627703333456e-05	Inf	3/3	0.00318842157531955	SMAD4;SMAD3;SMAD2
SMAD4 MH2 Domain Mutants in Cancer R-HSA-3311021	5.52627703333456e-05	Inf	3/3	0.00318842157531955	SMAD4;SMAD3;SMAD2
Loss of Function of TGFBR1 in Cancer R-HSA-3656534	6.6427376285688e-05	34.2164184146004	4/7	0.0036728803471295	TGFB1;SMAD3;TGFBR2;SMAD2
RUNX3 regulates CDKN1A transcription R-HSA-8941855	6.6427376285688e-05	34.2164184146004	4/7	0.0036728803471295	TP53;SMAD4;TGFB1;SMAD3
Binding and Uptake of Ligands by Scavenger Receptors R-HSA-2173782	7.14167117500107e-05	11.1253257116589	6/20	0.0038681623058067	COL1A2;COL3A1;COL1A1;COL4A2;COL4A1;SPARC
Defective B3GAT3 causes JDSSDHD R-HSA-3560801	0.000128895244906743	25.648101417812	4/8	0.00670760745063717	DCN;VCAN;B3GAT3;GPC4
Interleukin-1 processing R-HSA-448706	0.000128895244906743	25.648101417812	4/8	0.00670760745063717	NFKB1;RELA;NFKB2;CASP1
Syndecan interactions R-HSA-3000170	0.00017055212632672	12.9013952569508	5/15	0.00870471813982913	ITGB1;COL1A2;COL3A1;COL1A1;TGFB1
NCAM signaling for neurite out-growth R-HSA-375165	0.000195557617104129	7.01895452643768	7/33	0.00979263992064827	COL3A1;COL4A5;COL4A2;COL4A1;COL4A4;COL4A3;COL6A3
Defective CHST3 causes SEDCJD R-HSA-3595172	0.000214815044888937	76.2383034130924	3/4	0.00982964015750412	DCN;VCAN;CHST3
Defective VWF cleavage by ADAMTS13 variant R-HSA-9845621	0.000214815044888937	76.2383034130924	3/4	0.00982964015750412	COL1A2;COL1A1;VWF
Defective binding of VWF variant to GPIb:IX:V R-HSA-9846298	0.000214815044888937	76.2383034130924	3/4	0.00982964015750412	COL1A2;COL1A1;VWF
Enhanced binding of GP1BA variant to VWF multimer:collagen  R-HSA-9845620	0.000214815044888937	76.2383034130924	3/4	0.00982964015750412	COL1A2;COL1A1;VWF
Enhanced cleavage of VWF variant by ADAMTS13 R-HSA-9845619	0.000214815044888937	76.2383034130924	3/4	0.00982964015750412	COL1A2;COL1A1;VWF
SARS-CoV-1 activates/modulates innate immune responses R-HSA-9692916	0.0002885696225549	6.51476802227431	7/35	0.0129807420044187	NFKB1;RELA;PYCARD;CASP1;NLRP3;PPIB;RUNX1
A tetrasaccharide linker sequence is required for GAG synthesis R-HSA-1971475	0.000364017617884965	17.1016797434329	4/10	0.0158377501289622	DCN;VCAN;B3GAT3;GPC4
Platelet Adhesion to exposed collagen R-HSA-75892	0.000364017617884965	17.1016797434329	4/10	0.0158377501289622	ITGB1;COL1A2;COL1A1;VWF
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways R-HSA-168643	0.000459554314537383	5.10332793975828	8/49	0.0196718895287454	BCL2;NFKB1;RELA;PYCARD;NFKB2;CASP1;NLRP3;TXNIP
Defects of platelet adhesion to exposed collagen R-HSA-9823587	0.000521913680271183	38.2104969412014	3/5	0.02198664932444	COL1A2;COL1A1;VWF
Germ layer formation at gastrulation R-HSA-9754189	0.000555036779389696	14.6582718746593	4/11	0.0230166814453165	CTNNB1;SMAD4;SMAD3;SMAD2
Peptide ligand-binding receptors R-HSA-375276	0.000717472145957554	4.216419143888	9/65	0.0292949396210977	CXCL12;CXCR4;CXCR1;CXCL1;CCL19;CCL21;CXCL6;CXCR2;ANXA1
Class A/1 (Rhodopsin-like receptors) R-HSA-373076	0.000834138611733944	3.76064642906838	10/80	0.0335424829627559	ADRA2A;CXCL12;CXCR4;CXCR1;CXCL1;CCL19;CCL21;CXCL6;CXCR2;ANXA1
CLEC7A/inflammasome pathway R-HSA-5660668	0.0010144829613353	25.486221188438	3/6	0.040185638498267	NFKB1;RELA;PYCARD
Hemostasis R-HSA-109582	0.00112767222896067	2.22808199551421	23/305	0.0440123837597297	GNG11;GNAI2;TP53;ITGB1;COL1A2;COL1A1;TGFB1;ADRA2A;ITGA3;SPARC;PDE1A;CD47;CD44;SERPINE2;F13A1;IRF1;VWF;MYB;PLAT;TGFB3;TGFB2;PIK3CG;F3
GPCR downstream signalling R-HSA-388396	0.00118651132694056	2.47475359409122	18/214	0.0456376965463804	GNG11;GNAI2;NBEA;ITGB1;ADRA2A;CXCL12;CXCR4;PDE1A;CXCR1;CXCL1;CCL19;CCL21;CXCL6;CXCR2;ANXA1;PIK3CG;RGS10;PDE3A
Diseases of glycosylation R-HSA-3781865	0.00129807103612496	4.26192397048386	8/57	0.0492154361410806	DCN;VCAN;B3GAT3;GPC4;CHST3;ADAMTS2;THBS2;LUM
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum) R-HSA-5655799	0.00145994848161688	Inf	2/2	0.0527237920196269	SLC40A1;HEPH
SARS-CoV-1-host interactions R-HSA-9692914	0.00147229714273395	3.45820446331514	10/86	0.0527237920196269	NFKB1;RELA;SP1;SMAD4;PYCARD;CASP1;NLRP3;PPIB;SMAD3;RUNX1
Smooth Muscle Contraction R-HSA-445355	0.00148993383627431	7.1597975922553	5/23	0.0527237920196269	MYL9;ANXA1;TPM4;TPM2;ACTA2
TGFBR2 MSI Frameshift Mutants in Cancer R-HSA-3642279	0.00145994848161688	Inf	2/2	0.0527237920196269	TGFB1;TGFBR2
The AIM2 inflammasome R-HSA-844615	0.00145994848161688	Inf	2/2	0.0527237920196269	PYCARD;CASP1
Heparan sulfate/heparin (HS-GAG) metabolism R-HSA-1638091	0.00153832458645825	10.258300255441	4/14	0.0537199138481605	DCN;VCAN;B3GAT3;GPC4
DEx/H-box helicases activate type I IFN and inflammatory cytokines production  R-HSA-3134963	0.00172552465012252	19.1196223815194	3/7	0.0572442802678146	NFKB1;RELA;NFKB2
Defective B3GALT6 causes EDSP2 and SEMDJL1 R-HSA-4420332	0.00172552465012252	19.1196223815194	3/7	0.0572442802678146	DCN;VCAN;GPC4
Defective B4GALT7 causes EDS, progeroid type R-HSA-3560783	0.00172552465012252	19.1196223815194	3/7	0.0572442802678146	DCN;VCAN;GPC4
IkBA variant leads to EDA-ID R-HSA-5603029	0.00172552465012252	19.1196223815194	3/7	0.0572442802678146	NFKB1;RELA;NFKB2
Downregulation of TGF-beta receptor signaling R-HSA-2173788	0.00265420050137717	6.13218827761665	5/26	0.0868538425157412	TGFB1;SMAD3;TGFBR2;SMAD2;PMEPA1
Formation of the ureteric bud R-HSA-9830674	0.00268350229325199	15.2967303536874	3/8	0.0868538425157412	ITGB1;NPNT;ITGA8
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer R-HSA-2173793	0.00296963357198851	4.13038675527068	7/51	0.0949567168681627	SP1;COL1A2;SMAD4;STAT1;SMAD3;SMAD2;SKIL
Platelet activation, signaling and aggregation R-HSA-76002	0.0030999904383498	2.75282536836205	12/127	0.0979449359926234	GNG11;GNAI2;COL1A2;COL1A1;TGFB1;ADRA2A;SPARC;F13A1;VWF;TGFB3;TGFB2;PIK3CG
RIP-mediated NFkB activation via ZBP1 R-HSA-1810476	0.00334300986154044	7.88893642037803	4/17	0.103166839215446	NFKB1;NFKBIB;RELA;NFKB2
Signaling by Interleukins R-HSA-449147	0.00333733646964761	1.99523248606912	24/351	0.103166839215446	BCL2;TP53;JUN;MMP2;NFKB1;NFKBIB;RELA;FOS;MAPK10;ITGB1;COL1A2;CEBPD;TGFB1;VIM;LCN2;STAT1;STAT3;NFKB2;CASP1;CXCL1;CCL19;ANXA1;F13A1;SMAD3
GP1b-IX-V activation signalling R-HSA-430116	0.00391270122483932	12.7457549351389	3/9	0.119359874146248	COL1A2;COL1A1;VWF
Defective CHST14 causes EDS, musculocontractural type R-HSA-3595174	0.00426931990418395	50.6363071588945	2/3	0.120540159847917	DCN;VCAN
Defective CHSY1 causes TPBS R-HSA-3595177	0.00426931990418395	50.6363071588945	2/3	0.120540159847917	DCN;VCAN
Leishmania infection R-HSA-9658195	0.00422596561740456	2.94330736511507	10/99	0.120540159847917	GNG11;GNAI2;JUN;NFKB1;RELA;PYCARD;NFKB2;CASP1;NLRP3;TXNIP
Loss of Function of TGFBR2 in Cancer R-HSA-3642278	0.00426931990418395	50.6363071588945	2/3	0.120540159847917	TGFB1;TGFBR2
Metal ion SLC transporters R-HSA-425410	0.00426931990418395	50.6363071588945	2/3	0.120540159847917	SLC40A1;HEPH
Parasitic Infection Pathways R-HSA-9824443	0.00422596561740456	2.94330736511507	10/99	0.120540159847917	GNG11;GNAI2;JUN;NFKB1;RELA;PYCARD;NFKB2;CASP1;NLRP3;TXNIP
TGFBR2 Kinase Domain Mutants in Cancer R-HSA-3645790	0.00426931990418395	50.6363071588945	2/3	0.120540159847917	TGFB1;TGFBR2
Signaling by GPCR R-HSA-372790	0.00444606219003118	2.15936506791458	18/241	0.124208937393082	GNG11;GNAI2;NBEA;ITGB1;ADRA2A;CXCL12;CXCR4;PDE1A;CXCR1;CXCL1;CCL19;CCL21;CXCL6;CXCR2;ANXA1;PIK3CG;RGS10;PDE3A
ZBP1(DAI) mediated induction of type I IFNs R-HSA-1606322	0.00512848364738835	6.83351433230296	4/19	0.141781204168424	NFKB1;NFKBIB;RELA;NFKB2
Activation of the AP-1 family of transcription factors R-HSA-450341	0.00543356562781974	10.9259690843891	3/10	0.145663466426602	JUN;FOS;MAPK10
Cytosolic sensors of pathogen-associated DNA  R-HSA-1834949	0.00541736986476128	4.18940772242184	6/43	0.145663466426602	NFKB1;NFKBIB;RELA;CTNNB1;NFKB2;IFI16
GPCR ligand binding R-HSA-500792	0.00542295049244444	2.67331374481363	11/119	0.145663466426602	GNG11;ADRA2A;CXCL12;CXCR4;CXCR1;CXCL1;CCL19;CCL21;CXCL6;CXCR2;ANXA1
Extra-nuclear estrogen signaling R-HSA-9009391	0.0055970058992456	3.6291826785046	7/57	0.148544536565978	GNG11;GNAI2;BCL2;MMP7;MMP2;FOS;ESR2
Downregulation of SMAD2/3:SMAD4 transcriptional activity R-HSA-2173795	0.00587541423139895	4.94889709683355	5/31	0.154389597724087	SMAD4;STAT1;SMAD3;SMAD2;SKIL
Platelet Aggregation (Plug Formation) R-HSA-76009	0.00622222400629094	6.40522670863516	4/20	0.161899828555845	COL1A2;COL1A1;ADRA2A;VWF
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell R-HSA-198933	0.0067964949508917	3.97277631153843	6/45	0.175125219414239	HLA-A;ITGB1;COL1A2;COL3A1;CD3D;COL1A1
FOXO-mediated transcription of cell cycle genes R-HSA-9617828	0.00726301394598101	9.55978653175445	3/11	0.178384476971359	SMAD4;SMAD3;SMAD2
Formation of axial mesoderm R-HSA-9796292	0.00726301394598101	9.55978653175445	3/11	0.178384476971359	CTNNB1;SMAD3;SMAD2
Interleukin-37 signaling R-HSA-9008059	0.00726301394598101	9.55978653175445	3/11	0.178384476971359	STAT3;CASP1;SMAD3
Kidney development R-HSA-9830369	0.00746069214160543	6.0265988092314	4/21	0.178384476971359	ITGB1;CTNNB1;NPNT;ITGA8
Metabolism of carbohydrates R-HSA-71387	0.00733306175161281	2.69502421794124	10/107	0.178384476971359	DCN;VCAN;B3GAT3;GPC4;CD44;CHST3;CSGALNACT2;CSGALNACT1;LUM;AKR1B1
MyD88 cascade initiated on plasma membrane R-HSA-975871	0.00740093632731803	3.10300253554891	8/75	0.178384476971359	TP53;JUN;NFKB1;NFKBIB;RELA;FOS;MAPK10;NFKB2
Toll Like Receptor 10 (TLR10) Cascade R-HSA-168142	0.00740093632731803	3.10300253554891	8/75	0.178384476971359	TP53;JUN;NFKB1;NFKBIB;RELA;FOS;MAPK10;NFKB2
Toll Like Receptor 5 (TLR5) Cascade R-HSA-168176	0.00740093632731803	3.10300253554891	8/75	0.178384476971359	TP53;JUN;NFKB1;NFKBIB;RELA;FOS;MAPK10;NFKB2
Dermatan sulfate biosynthesis R-HSA-2022923	0.00832382476347898	25.3264563293339	2/4	0.192331269584469	DCN;VCAN
RUNX2 regulates genes involved in differentiation of myeloid cells R-HSA-8941333	0.00832382476347898	25.3264563293339	2/4	0.192331269584469	RUNX1;RUNX2
SARS-CoV-1 Infection R-HSA-9678108	0.00833387189231872	2.63921976880157	10/109	0.192331269584469	NFKB1;RELA;SP1;SMAD4;PYCARD;CASP1;NLRP3;PPIB;SMAD3;RUNX1
TGFBR1 LBD Mutants in Cancer R-HSA-3656535	0.00832382476347898	25.3264563293339	2/4	0.192331269584469	TGFB1;TGFBR2
Formation of Fibrin Clot (Clotting Cascade) R-HSA-140877	0.00885133926810986	5.69117098815928	4/22	0.202512538082445	SERPINE2;F13A1;VWF;F3
Activation of Matrix Metalloproteinases R-HSA-1592389	0.00941473387188736	8.49733039406693	3/12	0.204809046688435	MMP7;MMP2;MMP14
Diseases of hemostasis R-HSA-9671793	0.00941473387188736	8.49733039406693	3/12	0.204809046688435	COL1A2;COL1A1;VWF
Signaling by Activin R-HSA-1502540	0.00941473387188736	8.49733039406693	3/12	0.204809046688435	SMAD4;SMAD3;SMAD2
Signaling by NODAL R-HSA-1181150	0.00941473387188736	8.49733039406693	3/12	0.204809046688435	SMAD4;SMAD3;SMAD2
Signaling by PDGFRA extracellular domain mutants R-HSA-9673770	0.00941473387188736	8.49733039406693	3/12	0.204809046688435	STAT1;STAT3;PDGFRA
Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants R-HSA-9673767	0.00941473387188736	8.49733039406693	3/12	0.204809046688435	STAT1;STAT3;PDGFRA
TRAF6 mediated NF-kB activation R-HSA-933542	0.0104011088327068	5.39026066327662	4/23	0.224427177577267	NFKB1;NFKBIB;RELA;NFKB2
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation R-HSA-975138	0.01082430679557	2.88387514848631	8/80	0.231675082543893	TP53;JUN;NFKB1;NFKBIB;RELA;FOS;MAPK10;NFKB2
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription R-HSA-2173796	0.0111797473932256	4.14559062676965	5/36	0.237368396652966	SP1;COL1A2;SMAD4;SMAD3;SMAD2
Muscle contraction R-HSA-397014	0.011293050526803	2.66159298263629	9/97	0.23787108014393	VIM;SCN7A;MYL9;FXYD2;ANXA1;TPM4;DMD;TPM2;ACTA2
MyD88 dependent cascade initiated on endosome R-HSA-975155	0.0116302711352805	2.84365011945624	8/81	0.241146403070582	TP53;JUN;NFKB1;NFKBIB;RELA;FOS;MAPK10;NFKB2
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	0.0116302711352805	2.84365011945624	8/81	0.241146403070582	TP53;JUN;NFKB1;NFKBIB;RELA;FOS;MAPK10;NFKB2
Adrenaline,noradrenaline inhibits insulin secretion R-HSA-400042	0.0118994580720411	7.6476549690632	3/13	0.241733977081008	GNG11;GNAI2;ADRA2A
Cytokine Signaling in Immune system R-HSA-1280215	0.011931857949364	1.65986737553318	31/540	0.241733977081008	CDK1;BCL2;TP53;JUN;MMP2;NFKB1;NFKBIB;RELA;FOS;MAPK10;HLA-A;ITGB1;HLA-DPB1;COL1A2;CEBPD;TGFB1;VIM;LCN2;STAT1;STAT3;RELB;NFKB2;CASP1;CD44;CXCL1;CCL19;ANXA1;F13A1;SMAD3;IRF8;IRF1
Transcriptional regulation of pluripotent stem cells R-HSA-452723	0.0118994580720411	7.6476549690632	3/13	0.241733977081008	SMAD4;STAT3;SMAD2
RUNX2 regulates bone development R-HSA-8941326	0.0121164158327662	5.12005515140758	4/24	0.243613391061829	COL1A1;SMAD4;RUNX2;SP7
Cell surface interactions at the vascular wall R-HSA-202733	0.0123760639629064	3.06887329363733	7/66	0.246579561980409	ITGB1;COL1A2;COL1A1;TGFB1;ITGA3;CD47;CD44
Platelet degranulation  R-HSA-114608	0.012449759346411	3.43794645389986	6/51	0.246579561980409	TGFB1;SPARC;F13A1;VWF;TGFB3;TGFB2
CHL1 interactions R-HSA-447041	0.0135250988189508	16.8913407410422	2/5	0.26201176836128	ITGB1;NRP1
