p.value	odds_ratio	overlap	adj_p.value	genes
Chromatin modifying enzymes R-HSA-3247509	2.34911153740151e-05	3.69585097031042	17/180	0.0032813379054019	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;HDAC3;NFKB1;RELA;MTA1;GATAD2A;NFKB2;EHMT2;H2AC12;ATXN7;HCFC1;H2AC13
Chromatin organization R-HSA-4839726	2.34911153740151e-05	3.69585097031042	17/180	0.0032813379054019	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;HDAC3;NFKB1;RELA;MTA1;GATAD2A;NFKB2;EHMT2;H2AC12;ATXN7;HCFC1;H2AC13
Class A/1 (Rhodopsin-like receptors) R-HSA-373076	2.32698655661955e-05	5.47766810708876	11/80	0.0032813379054019	CXCL8;C3;CCR5;CCL4;CXCR3;CXCL9;CXCL11;CXCL10;FPR3;GHRL;ANXA1
HDACs deacetylate histones R-HSA-3214815	2.05951537805426e-05	5.5594688653262	11/79	0.0032813379054019	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;HDAC3;MTA1;GATAD2A;H2AC12;H2AC13
Chemokine receptors bind chemokines R-HSA-380108	2.9076154555159e-05	9.77924699563525	7/31	0.00338826001219486	CXCL8;CCR5;CCL4;CXCR3;CXCL9;CXCL11;CXCL10
G1/S Transition R-HSA-69206	2.61788601689256e-05	4.93449632606267	12/96	0.00338826001219486	CDK1;CCNA2;TFDP1;E2F1;MCM6;CDC45;CDC6;CDC7;MCM3;MCM4;E2F5;E2F4
Mitotic Prometaphase R-HSA-68877	2.91125962443011e-05	4.87491776237462	12/97	0.00338826001219486	BUB3;CDK1;MAPRE1;CEP78;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;WAPL;NCAPG
RHO GTPase Effectors R-HSA-195258	2.93632178901589e-05	3.47985168991903	18/202	0.00338826001219486	BUB3;MAPRE1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;KLK2;H2BC14;CDC42;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;PFN1;IQGAP3
RHO GTPases Activate Formins R-HSA-5663220	4.50716392404033e-05	5.59419268841131	10/71	0.00498417210600127	BUB3;MAPRE1;CDC42;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;PFN1
Interleukin-1 processing R-HSA-448706	5.19223861120035e-05	32.7698642994756	4/8	0.00551208050965029	NFKB1;RELA;IL1B;NFKB2
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	7.12276518916293e-05	4.39813886376163	12/106	0.0072706995430917	CCNA2;CXCL8;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;NFKB1;RELA;STAT3;EHMT2
Interleukin-10 signaling R-HSA-6783783	8.13282950546651e-05	8.0880484682361	7/36	0.00799427018796597	CXCL8;STAT3;CCR5;IL1B;CCL4;CXCL10;TYK2
G alpha (i) signalling events R-HSA-418594	9.38524965969448e-05	4.25896833712685	12/109	0.00889587592743898	GNB2;CXCL8;C3;CCR5;CCL4;CXCR3;CXCL9;CXCL11;CXCL10;FPR3;ANXA1;CCL4L2
Mitotic Spindle Checkpoint R-HSA-69618	0.000107148215783409	6.41770645463117	8/50	0.00947904548963892	BUB3;MAPRE1;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1
Signaling by Rho GTPases R-HSA-194315	0.000105657428703474	2.61007791320729	25/374	0.00947904548963892	BUB3;MAPRE1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;KLK2;H2BC14;CDC42;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;ARHGEF11;NGEF;PFN1;IQGAP3;SPATA13;ARHGAP30;ARAP1;MCF2L;STMN2
Signaling by Rho GTPases, Miro GTPases and RHOBTB3 R-HSA-9716542	0.000120360735788629	2.58567078170773	25/377	0.0103044320252588	BUB3;MAPRE1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;KLK2;H2BC14;CDC42;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;ARHGEF11;NGEF;PFN1;IQGAP3;SPATA13;ARHGAP30;ARAP1;MCF2L;STMN2
Transcriptional regulation of granulopoiesis R-HSA-9616222	0.000157312898769567	4.72772086600205	10/82	0.013047138541701	TFDP1;E2F1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;STAT3;SPI1
EML4 and NUDC in mitotic spindle formation R-HSA-9648025	0.000163862745040265	5.98569670768378	8/53	0.0131785371314201	BUB3;MAPRE1;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1
Cellular Senescence R-HSA-2559583	0.000196020614998191	3.30618425712811	15/173	0.0153011385942706	CCNA2;CXCL8;E2F3;TFDP1;E2F1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;NFKB1;RELA;STAT3;EHMT2
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression R-HSA-427389	0.000201879870582805	5.07515991031567	9/69	0.015308262186479	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;MTA1;GATAD2A;EHMT2
GPCR downstream signalling R-HSA-388396	0.000210358148589811	3.03037020084655	17/214	0.0155080701765933	GNB2;CXCL8;C3;CDC42;ARHGEF11;NGEF;CCR5;MCF2L;CCL4;CXCR3;CXCL9;CXCL11;CXCL10;FPR3;GHRL;ANXA1;CCL4L2
GPCR ligand binding R-HSA-500792	0.000219466864964411	3.85126096876796	12/119	0.0155119204899151	GNB2;CXCL8;C3;CCR5;CCL4;CXCR3;CXCL9;CXCL11;CXCL10;FPR3;GHRL;ANXA1
Interleukin-6 signaling R-HSA-1059683	0.00022794457389099	18.7430997118534	4/11	0.0155119204899151	STAT1;STAT3;CBL;TYK2
M Phase R-HSA-68886	0.000223867039095481	2.82605566696179	19/257	0.0155119204899151	BUB3;CDK1;PTTG1;MAPRE1;CEP78;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;WAPL;NCAPG
G2 Phase R-HSA-68911	0.000262656741680994	48.6972034713534	3/5	0.017427274810534	CCNA2;E2F3;E2F1
HCMV Late Events R-HSA-9610379	0.000346368598297415	4.6792806115984	9/74	0.0219344302140205	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;CEBPD;H2AC12;H2AC13
Signal Transduction R-HSA-162582	0.000347116077237702	1.91091225755178	58/1306	0.0219344302140205	GNB2;BUB3;CDK1;CXCL8;MAPRE1;E2F3;TFDP1;E2F1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;KLK2;H2BC14;FGF5;C3;HDAC3;NFKB1;RELA;SPTBN2;CDC42;KIF2A;MTA1;GATAD2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;STAT1;STAT3;ULK1;ARHGEF11;NGEF;PFN1;CBL;CCR5;IQGAP3;SPATA13;ARHGAP30;ARAP1;MCF2L;E2F5;E2F4;CCL4;CXCR3;CXCL9;CXCL11;CXCL10;FPR3;GHRL;ANXA1;TYK2;CCL4L2;PIP5K1A;STMN1;STMN2
DNA strand elongation R-HSA-69190	0.000471018129928904	14.5756148564079	4/13	0.0290716771356119	MCM6;CDC45;MCM3;MCM4
CLEC7A/inflammasome pathway R-HSA-5660668	0.000513644892618058	32.5097829088514	3/6	0.0306657151449511	NFKB1;RELA;IL1B
Signaling by CSF1 (M-CSF) in myeloid cells R-HSA-9680350	0.000519953723256518	9.17332487090149	5/23	0.0306657151449511	INPP5D;STAT1;STAT3;CBL;INPPL1
DNA Replication R-HSA-69306	0.000538557880978769	3.26260773580482	13/150	0.0310724481764707	CCNA2;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;MCM6;CDC45;CDC6;CDC7;MCM3;MCM4
HCMV Infection R-HSA-9609646	0.000551021812482586	3.67545272104086	11/113	0.0311151466027401	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;HDAC3;NFKB1;CEBPD;H2AC12;H2AC13
Cell recruitment (pro-inflammatory response) R-HSA-9664424	0.000640948718056952	8.68914444176444	5/24	0.0347158754637378	C3;NFKB1;RELA;IL1B;NFKB2
Purinergic signaling in leishmaniasis infection R-HSA-9660826	0.000640948718056952	8.68914444176444	5/24	0.0347158754637378	C3;NFKB1;RELA;IL1B;NFKB2
DNA Replication Pre-Initiation R-HSA-69002	0.000661401503851924	3.36466780963209	12/134	0.034881717716151	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;MCM6;CDC45;CDC6;CDC7;MCM3;MCM4
HATs acetylate histones R-HSA-3214847	0.00068243813806863	3.85233479290136	10/98	0.034881717716151	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;H2AC12;ATXN7;HCFC1;H2AC13
Pre-NOTCH Transcription and Translation R-HSA-1912408	0.000683439834679672	4.21746962158364	9/81	0.034881717716151	E2F3;TFDP1;E2F1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
DEx/H-box helicases activate type I IFN and inflammatory cytokines production  R-HSA-3134963	0.00087893893993285	24.3988203334309	3/7	0.0416554276175319	NFKB1;RELA;NFKB2
G2/M Checkpoints R-HSA-69481	0.000856034091612985	3.46561660993616	11/119	0.0416554276175319	CDK1;H2BC13;H2BC17;H2BC12;H2BC14;MCM6;CDC45;CDC6;CDC7;MCM3;MCM4
IkBA variant leads to EDA-ID R-HSA-5603029	0.00087893893993285	24.3988203334309	3/7	0.0416554276175319	NFKB1;RELA;NFKB2
Signaling by GPCR R-HSA-372790	0.000850473015931627	2.64590742013068	17/241	0.0416554276175319	GNB2;CXCL8;C3;CDC42;ARHGEF11;NGEF;CCR5;MCF2L;CCL4;CXCR3;CXCL9;CXCL11;CXCL10;FPR3;GHRL;ANXA1;CCL4L2
HCMV Early Events R-HSA-9609690	0.000936518742107275	3.68132981825706	10/102	0.0436056270447844	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;HDAC3;NFKB1;H2AC12;H2AC13
RNA Polymerase I Promoter Clearance R-HSA-73854	0.00106003967425101	3.93877473631179	9/86	0.0485059533700376	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;MTA1;GATAD2A;EHMT2
CDC42 GTPase cycle R-HSA-9013148	0.00113240038626223	4.3263434296586	8/70	0.0500898437523326	CDC42;ARHGEF11;NGEF;IQGAP3;SPATA13;ARHGAP30;ARAP1;MCF2L
S Phase R-HSA-69242	0.00112873009483322	3.33843615293818	11/123	0.0500898437523326	CCNA2;TFDP1;E2F1;MCM6;CDC45;CDC6;MCM3;MCM4;WAPL;E2F5;E2F4
RNA Polymerase I Transcription R-HSA-73864	0.00115250466959955	3.88734199900404	9/87	0.0501433998871673	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;MTA1;GATAD2A;EHMT2
Positive epigenetic regulation of rRNA expression R-HSA-5250913	0.00125139955867555	3.83721943203993	9/88	0.0535679746568534	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;MTA1;GATAD2A;EHMT2
Pre-NOTCH Expression and Processing R-HSA-1912422	0.00135704909866872	3.78835820102841	9/89	0.0562751298104185	E2F3;TFDP1;E2F1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
Sensory processing of sound by inner hair cells of the cochlea R-HSA-9662360	0.00134439208689278	7.17121600832967	5/28	0.0562751298104185	VAMP2;CACNA1D;ESPNL;XIRP2;LHFPL5
RAC1 GTPase cycle R-HSA-9013149	0.00194229693451026	3.93923663381008	8/76	0.0793054779106189	CDC42;ARHGEF11;NGEF;IQGAP3;SPATA13;ARHGAP30;ARAP1;MCF2L
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 R-HSA-5625886	0.00205437032114411	4.40077377142397	7/60	0.0826105883684313	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;KLK2;H2BC14
Sensory processing of sound R-HSA-9659379	0.00216073198586306	6.34071184171963	5/31	0.085590786425083	VAMP2;CACNA1D;ESPNL;XIRP2;LHFPL5
Interleukin-6 family signaling R-HSA-6783589	0.00221605295671091	8.73981318657042	4/19	0.0864912433398641	STAT1;STAT3;CBL;TYK2
Condensation of Prophase Chromosomes R-HSA-2299718	0.00272948928212472	4.16200495126768	7/63	0.103486636496557	CDK1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes R-HSA-170145	0.00269846250419566	64.3820944170761	2/3	0.103486636496557	CDK1;CCNA2
Interleukin-27 signaling R-HSA-9020956	0.00378913160255222	12.2036304839151	3/11	0.1396716010163	STAT1;STAT3;TYK2
Peptide hormone metabolism R-HSA-2980736	0.00374647064890259	5.49030283761878	5/35	0.1396716010163	VAMP2;CTSZ;GHRL;DPP4;PLA2G7
Adipogenesis R-HSA-9843745	0.00421906436773686	3.81636493012423	7/68	0.153388997698269	HDAC3;NFKB1;RELA;PPARA;MTA1;CEBPD;GATAD2A
Mitotic Anaphase R-HSA-68882	0.0044324995659212	2.75327759460347	11/146	0.156851384639398	BUB3;CDK1;PTTG1;MAPRE1;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;WAPL
Mitotic Metaphase and Anaphase R-HSA-2555396	0.0044324995659212	2.75327759460347	11/146	0.156851384639398	BUB3;CDK1;PTTG1;MAPRE1;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;WAPL
Assembly of the pre-replicative complex R-HSA-68867	0.00484162456942362	2.87601943142794	10/127	0.163913477336816	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;MCM6;CDC6;MCM3;MCM4
Interleukin-35 Signalling R-HSA-8984722	0.00494087346908263	10.8462546390573	3/12	0.163913477336816	STAT1;STAT3;TYK2
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters R-HSA-164938	0.00494087346908263	10.8462546390573	3/12	0.163913477336816	AP1M1;AP1S1;CD8B
Separation of Sister Chromatids R-HSA-2467813	0.00484162456942362	2.87601943142794	10/127	0.163913477336816	BUB3;PTTG1;MAPRE1;KIF2A;RCC2;NSL1;ZWINT;NDEL1;BUB1;WAPL
TP53 Regulates Transcription of Cell Cycle Genes R-HSA-6791312	0.00479271586613031	5.14468205158899	5/37	0.163913477336816	CDK1;CCNA2;TFDP1;E2F1;E2F4
Lysosome Vesicle Biogenesis R-HSA-432720	0.00540184757228846	6.54871408373452	4/24	0.176993869837698	VAMP2;AP1M1;AP1S1;CTSZ
Oxidative Stress Induced Senescence R-HSA-2559580	0.00580194218869891	2.98458401588356	9/110	0.187784811814718	E2F3;TFDP1;E2F1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
Epigenetic regulation of gene expression R-HSA-212165	0.00602745369007354	2.77808085064384	10/131	0.188327486914135	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;MTA1;GATAD2A;EHMT2;HCFC1
p75 NTR receptor-mediated signalling R-HSA-193704	0.00600086892131965	4.04964317114155	6/55	0.188327486914135	HDAC3;NFKB1;RELA;ARHGEF11;NGEF;MCF2L
trans-Golgi Network Vesicle Budding R-HSA-199992	0.00603158869167351	4.84019485367952	5/39	0.188327486914135	VAMP2;AP1M1;AP1S1;CTSZ;GAK
Cleavage of the damaged purine R-HSA-110331	0.00748045526881943	4.56909869815654	5/41	0.215794872646161	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
DNA methylation R-HSA-5334118	0.00715030671753834	3.88904663164199	6/57	0.215794872646161	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
Depurination R-HSA-73927	0.00748045526881943	4.56909869815654	5/41	0.215794872646161	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
Packaging Of Telomere Ends R-HSA-171306	0.00748045526881943	4.56909869815654	5/41	0.215794872646161	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
RNA Polymerase I Promoter Opening R-HSA-73728	0.00715030671753834	3.88904663164199	6/57	0.215794872646161	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
Recognition and association of DNA glycosylase with site containing an affected purine R-HSA-110330	0.00748045526881943	4.56909869815654	5/41	0.215794872646161	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
Transcriptional Regulation by E2F6 R-HSA-8953750	0.00725222490902252	5.95098380726539	4/26	0.215794872646161	TFDP1;E2F1;CDC7;EHMT2
Assembly of the ORC complex at the origin of replication R-HSA-68616	0.0077812845101364	3.81341088341993	6/58	0.218449890209408	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
E2F mediated regulation of DNA replication R-HSA-113510	0.00781941958172334	8.87272970393959	3/14	0.218449890209408	CDK1;TFDP1;E2F1
SIRT1 negatively regulates rRNA expression R-HSA-427359	0.0077812845101364	3.81341088341993	6/58	0.218449890209408	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
Activation of NOXA and translocation to mitochondria R-HSA-111448	0.00864068270560498	21.5200667789819	2/5	0.2210616673722	TFDP1;E2F1
Base-Excision Repair, AP Site Formation R-HSA-73929	0.00915613559796219	4.32721056180338	5/43	0.2210616673722	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
Chromatin modifications during the maternal to zygotic transition (MZT) R-HSA-9821002	0.00916231477428107	3.6697826831921	6/60	0.2210616673722	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
Cleavage of the damaged pyrimidine  R-HSA-110329	0.00915613559796219	4.32721056180338	5/43	0.2210616673722	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
Cyclin D associated events in G1 R-HSA-69231	0.00915613559796219	4.32721056180338	5/43	0.2210616673722	E2F3;TFDP1;E2F1;E2F5;E2F4
Depyrimidination R-HSA-73928	0.00915613559796219	4.32721056180338	5/43	0.2210616673722	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
Formyl peptide receptors bind formyl peptides and many other ligands R-HSA-444473	0.00864068270560498	21.5200667789819	2/5	0.2210616673722	FPR3;ANXA1
G1 Phase R-HSA-69236	0.00915613559796219	4.32721056180338	5/43	0.2210616673722	E2F3;TFDP1;E2F1;E2F5;E2F4
Golgi Associated Vesicle Biogenesis R-HSA-432722	0.00831669212948026	5.69041148009304	4/27	0.2210616673722	VAMP2;AP1M1;AP1S1;GAK
N-glycan antennae elongation in the medial/trans-Golgi R-HSA-975576	0.00864068270560498	21.5200667789819	2/5	0.2210616673722	MAN2A2;B4GALT2
Nef mediated downregulation of MHC class I complex cell surface expression R-HSA-164940	0.00864068270560498	21.5200667789819	2/5	0.2210616673722	AP1M1;AP1S1
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function R-HSA-8936459	0.00895374475080534	3.27053083534163	7/78	0.2210616673722	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;GP1BA
Recognition and association of DNA glycosylase with site containing an affected pyrimidine R-HSA-110328	0.00915613559796219	4.32721056180338	5/43	0.2210616673722	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
Signaling by Interleukins R-HSA-449147	0.00885166814507208	1.97454252613705	19/351	0.2210616673722	CXCL8;VAMP2;H3C1;NFKB1;RELA;CDC42;INPP5D;CEBPD;STAT1;STAT3;CBL;CCR5;IL1B;NFKB2;CCL4;CXCL10;ANXA1;INPPL1;TYK2
Synthesis of PIPs at the plasma membrane R-HSA-1660499	0.00831669212948026	5.69041148009304	4/27	0.2210616673722	INPP5D;INPPL1;PIP5K1A;PI4K2A
Regulation of insulin secretion R-HSA-422356	0.00947874213657817	5.45261596221638	4/28	0.226534515730099	GNB2;VAMP2;CACNA1D;SYT5
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest R-HSA-6804114	0.0095598589908708	8.13285335867179	3/15	0.226534515730099	CDK1;TFDP1;E2F4
RHO GTPases activate PKNs R-HSA-5625740	0.0102422391187057	3.17932763981232	7/80	0.240556660363229	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;KLK2;H2BC14
Defective pyroptosis R-HSA-9710421	0.0115508413439338	3.47444722740109	6/63	0.266573329798264	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
The NLRP3 inflammasome R-HSA-844456	0.011508245969036	7.50709704918585	3/16	0.266573329798264	NFKB1;RELA;NFKB2
Interleukin-2 family signaling R-HSA-451927	0.0121085755651622	5.0317663131992	4/30	0.277035858189142	INPP5D;STAT1;STAT3;INPPL1
Condensation of Prometaphase Chromosomes R-HSA-2514853	0.0127042016120985	16.141264091512	2/6	0.288179069047089	CDK1;NCAPG
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects R-HSA-9659787	0.0136686364671691	6.96778413341318	3/17	0.299806290775759	E2F3;TFDP1;E2F1
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3) R-HSA-9661069	0.0136686364671691	6.96778413341318	3/17	0.299806290775759	E2F3;TFDP1;E2F1
PRC2 methylates histones and DNA R-HSA-212300	0.013369127187573	3.35500707046278	6/65	0.299806290775759	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
RIP-mediated NFkB activation via ZBP1 R-HSA-1810476	0.0136686364671691	6.96778413341318	3/17	0.299806290775759	NFKB1;RELA;NFKB2
Deposition of new CENPA-containing nucleosomes at the centromere R-HSA-606279	0.0144412962344605	3.81925487525715	5/48	0.309090324244018	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
Nucleosome assembly R-HSA-774815	0.0144412962344605	3.81925487525715	5/48	0.309090324244018	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
RHOA GTPase cycle R-HSA-8980692	0.0143496854130549	3.29827049995655	6/66	0.309090324244018	ARHGEF11;NGEF;IQGAP3;ARHGAP30;ARAP1;MCF2L
DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586	0.0153794133856197	3.24339273945056	6/67	0.326535705003478	CCNA2;H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
The role of Nef in HIV-1 replication and disease pathogenesis R-HSA-164952	0.0160441182401265	6.50248301544974	3/18	0.337945157216633	AP1M1;AP1S1;CD8B
Meiotic recombination R-HSA-912446	0.0164594471615439	3.19028403323655	6/68	0.343963565092421	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
Activation of PUMA and translocation to mitochondria R-HSA-139915	0.0174343066809647	12.9176299081264	2/7	0.358687208769615	TFDP1;E2F1
Interleukin-23 signaling R-HSA-9020933	0.0174343066809647	12.9176299081264	2/7	0.358687208769615	STAT3;TYK2
Inflammasomes R-HSA-622312	0.0186368804807669	6.09497624224568	3/19	0.369099252482929	NFKB1;RELA;NFKB2
RNA Polymerase I Promoter Escape R-HSA-73772	0.0187748300999229	3.08905654728546	6/70	0.369099252482929	H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14
Replacement of protamines by nucleosomes in the male pronucleus R-HSA-9821993	0.0186702810642308	4.35619228532076	4/34	0.369099252482929	H2BC13;H2BC17;H2BC12;H2BC14
Transcriptional regulation of brown and beige adipocyte differentiation R-HSA-9843743	0.0186368804807669	6.09497624224568	3/19	0.369099252482929	PPARA;MTA1;GATAD2A
Transcriptional regulation of brown and beige adipocyte differentiation by EBF2 R-HSA-9844594	0.0186368804807669	6.09497624224568	3/19	0.369099252482929	PPARA;MTA1;GATAD2A
ZBP1(DAI) mediated induction of type I IFNs R-HSA-1606322	0.0186368804807669	6.09497624224568	3/19	0.369099252482929	NFKB1;RELA;NFKB2
Death Receptor Signaling R-HSA-73887	0.0209551195236563	2.72224721776107	7/92	0.408932994233705	HDAC3;NFKB1;RELA;ULK1;ARHGEF11;NGEF;MCF2L
Base Excision Repair R-HSA-73884	0.0214687558324305	3.41708475216041	5/53	0.409914230066695	H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
FGFR1 mutant receptor activation R-HSA-1839124	0.0214482797419188	5.73454926451862	3/20	0.409914230066695	FGF5;STAT1;STAT3
Sensory processing of sound by outer hair cells of the cochlea R-HSA-9662361	0.0214482797419188	5.73454926451862	3/20	0.409914230066695	ESPNL;XIRP2;LHFPL5
