p.value	odds_ratio	overlap	adj_p.value	genes
SUMOylation of intracellular receptors R-HSA-4090294	3.50673323630649e-05	12.4902023970668	6/22	0.00846079091741584	PGR;NR3C1;RORA;ESR1;PIAS1;NR2C1
Activation of the pre-replicative complex R-HSA-68962	3.85587942132137e-05	18.3685195559894	5/14	0.00852791998682243	MCM6;CDC7;MCM3;MCM4;POLE
GPCR downstream signalling R-HSA-388396	6.37502436654967e-05	3.25644056218258	18/214	0.013014857437556	ADCY1;ADCY3;GNAI2;GNG2;P2RY12;PRKCA;RHOB;EGFR;ABR;PDE1A;NET1;C3AR1;EDNRB;EDNRA;GPR17;PDE4D;RGS18;PDE3B
FOXO-mediated transcription R-HSA-9614085	9.23297727211224e-05	6.57574549841261	8/49	0.0130542031082265	FOXO4;FOXO1;FOXO3;SREBF1;SMAD4;TXNIP;SIRT1;NR3C1
Integration of energy metabolism R-HSA-163685	7.92517874411881e-05	6.74167920636832	8/48	0.0130542031082265	ADCY1;ADCY3;GNAI2;GNG2;PRKAG2;PRKCA;CACNB2;IQGAP1
Neurexins and neuroligins R-HSA-6794361	8.01015240698966e-05	15.0242337356544	5/16	0.0130542031082265	DLG3;DLGAP4;DLGAP2;DLGAP3;HOMER2
SUMO E3 ligases SUMOylate target proteins R-HSA-3108232	7.90819635712423e-05	4.05390377682182	13/124	0.0130542031082265	TFAP2A;SATB1;PGR;NR3C1;NRIP1;RORA;ESR1;PML;PIAS1;DNMT3B;NR2C1;MBD1;SP3
SUMOylation R-HSA-2990846	9.34551089134526e-05	3.98014491477587	13/126	0.0130542031082265	TFAP2A;SATB1;PGR;NR3C1;NRIP1;RORA;ESR1;PML;PIAS1;DNMT3B;NR2C1;MBD1;SP3
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors R-HSA-8866910	9.12650963036791e-05	26.249598507755	4/9	0.0130542031082265	TFAP2A;EGFR;ESR1;ATAD2
RUNX1 regulates transcription of genes involved in interleukin signaling R-HSA-8939247	0.000107452688355941	97.6353753538363	3/4	0.0142589717448334	RUNX1;CBFB;ELF1
Regulation of RUNX1 Expression and Activity R-HSA-8934593	0.000148538721995352	21.8643695052641	4/10	0.0187724651512221	CCND3;PML;RUNX1;CBFB
FOXO-mediated transcription of cell cycle genes R-HSA-9617828	0.00022794457389099	18.7430997118534	4/11	0.0258181849044947	FOXO4;FOXO1;FOXO3;SMAD4
Protein-protein interactions at synapses R-HSA-6794362	0.000257792779929071	11.0127006606824	5/20	0.0258181849044947	DLG3;DLGAP4;DLGAP2;DLGAP3;HOMER2
RUNX1 regulates transcription of genes involved in BCR signaling R-HSA-8939245	0.000262656741680994	48.6972034713534	3/5	0.0258181849044947	RUNX1;CBFB;ELF1
RUNX1 regulates transcription of genes involved in WNT signaling R-HSA-8939256	0.000262656741680994	48.6972034713534	3/5	0.0258181849044947	ESR1;RUNX1;CBFB
RUNX3 Regulates Immune Response and Cell Migration R-HSA-8949275	0.000262656741680994	48.6972034713534	3/5	0.0258181849044947	RUNX3;RORC;CBFB
RUNX3 regulates BCL2L11 (BIM) transcription R-HSA-8952158	0.000262656741680994	48.6972034713534	3/5	0.0258181849044947	FOXO3;SMAD4;RUNX3
Neuronal System R-HSA-112316	0.000273474632527063	3.52848445000148	13/140	0.0259214883831009	ADCY1;ADCY3;GNAI2;GNG2;PRKAG2;KCNN2;PRKCA;DLG3;CACNB2;DLGAP4;DLGAP2;DLGAP3;HOMER2
Heme signaling R-HSA-9707616	0.000304998622372306	6.32760474623753	7/44	0.0279126325440035	HDAC3;CLOCK;NPAS2;SIRT1;NR1D1;NRIP1;RORA
Activation of ATR in response to replication stress R-HSA-176187	0.000333906002960999	16.3953557301598	4/12	0.0295395510619497	MCM6;CDC7;MCM3;MCM4
G alpha (i) signalling events R-HSA-418594	0.00040319298107374	3.82916559650016	11/109	0.0335930132875454	ADCY1;ADCY3;GNAI2;GNG2;P2RY12;PRKCA;PDE1A;C3AR1;GPR17;PDE4D;RGS18
G alpha (s) signalling events R-HSA-418555	0.00040504009992519	6.00038016123173	7/46	0.0335930132875454	ADCY1;ADCY3;GNAI2;GNG2;PDE1A;PDE4D;PDE3B
RUNX1 regulates estrogen receptor mediated transcription R-HSA-8931987	0.000513644892618058	32.5097829088514	3/6	0.0400945160296566	ESR1;RUNX1;CBFB
Unwinding of DNA R-HSA-176974	0.000513644892618058	32.5097829088514	3/6	0.0400945160296566	MCM6;MCM3;MCM4
Developmental Biology R-HSA-1266738	0.000591912110023102	2.03300361864398	36/699	0.0448838497143232	FOXO4;FOXO1;FOXO3;CEBPB;CCND3;PRKCA;GAB1;H2BC15;DLG3;RARG;HDAC3;SREBF1;TFAP2A;RPS10;RPS20;ITGAV;SMAD4;CACNB2;RHOB;EGFR;RPL9;ABL2;MYOCD;HEY1;SIRT1;MAMLD1;HES1;MAML3;PML;SOX2;GATA3;RUNX1;TCF3;CBFB;ID4;SPI1
RUNX2 regulates bone development R-HSA-8941326	0.000640948718056952	8.68914444176444	5/24	0.0449784459901865	HDAC3;SMAD4;HEY1;HES1;CBFB
RUNX3 regulates NOTCH signaling R-HSA-8941856	0.00064400186421518	13.117823907869	4/14	0.0449784459901865	RUNX3;MAMLD1;HES1;MAML3
Signaling by Nuclear Receptors R-HSA-9006931	0.000615697184529569	2.82557244553787	16/213	0.0449784459901865	GNAI2;GNG2;FOXO3;H2BC15;RARG;HDAC3;SP1;SREBF1;FOS;EGFR;PGR;NRIP1;ESR1;GATA3;RUNX1;CBFB
Opioid Signalling R-HSA-111885	0.00068333847880076	5.43702046681502	7/50	0.0465020595573645	ADCY1;ADCY3;GNAI2;GNG2;PRKCA;PDE1A;PDE4D
G alpha (z) signalling events R-HSA-418597	0.000781880798567784	8.25350810388723	5/25	0.0518777909849725	ADCY1;ADCY3;GNAI2;GNG2;PRKCA
Adenylate cyclase inhibitory pathway R-HSA-170670	0.00087893893993285	24.3988203334309	3/7	0.0568952182093118	ADCY1;ADCY3;GNAI2
Regulation of insulin secretion R-HSA-422356	0.00134439208689278	7.17121600832967	5/28	0.0849527761574628	GNAI2;GNG2;PRKCA;CACNB2;IQGAP1
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects R-HSA-9659787	0.00142642364441537	10.0870161087719	4/17	0.0860392807335998	CDKN1C;E2F3;CCND3;E2F2
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3) R-HSA-9661069	0.00142642364441537	10.0870161087719	4/17	0.0860392807335998	CDKN1C;E2F3;CCND3;E2F2
Activation of GABAB receptors R-HSA-991365	0.0017912276023817	9.36534410821656	4/18	0.0970187358514496	ADCY1;ADCY3;GNAI2;GNG2
Cardiogenesis R-HSA-9733709	0.0017912276023817	9.36534410821656	4/18	0.0970187358514496	FOXO4;SMAD4;MYOCD;HEY1
GABA B receptor activation R-HSA-977444	0.0017912276023817	9.36534410821656	4/18	0.0970187358514496	ADCY1;ADCY3;GNAI2;GNG2
GABA receptor activation R-HSA-977443	0.0017912276023817	9.36534410821656	4/18	0.0970187358514496	ADCY1;ADCY3;GNAI2;GNG2
Transcriptional regulation by RUNX3 R-HSA-8878159	0.00171790879051479	3.64888587383193	9/92	0.0970187358514496	FOXO3;SMAD4;RUNX3;MAMLD1;HES1;MAML3;RORC;RUNX1;CBFB
G-protein mediated events R-HSA-112040	0.00185680557098846	6.59572879907568	5/30	0.0985592397080675	ADCY1;ADCY3;GNAI2;PRKCA;PDE1A
RUNX2 regulates osteoblast differentiation R-HSA-8940973	0.00221605295671091	8.73981318657042	4/19	0.115321657786485	HDAC3;HEY1;HES1;CBFB
AKT phosphorylates targets in the nucleus R-HSA-198693	0.0028178987765537	13.9469143673522	3/10	0.124663540828751	FOXO4;FOXO1;FOXO3
BMAL1:CLOCK,NPAS2 activates circadian gene expression R-HSA-1368108	0.00270561800090637	8.19266910141168	4/20	0.124663540828751	KLF15;CLOCK;NPAS2;BHLHE41
Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	0.0028183166728429	2.228603459266	19/316	0.124663540828751	FOXO4;FOXO1;FOXO3;CEBPB;GAB1;HDAC3;SMAD4;EGFR;IQGAP1;HEY1;ERBB3;ESR1;MAMLD1;HES1;MAML3;LRRFIP1;TPM3;CUX1;TPM4
NOTCH4 Intracellular Domain Regulates Transcription R-HSA-9013695	0.00270561800090637	8.19266910141168	4/20	0.124663540828751	HEY1;MAMLD1;HES1;MAML3
NR1D1 (REV-ERBA) represses gene expression R-HSA-1368071	0.00269846250419566	64.3820944170761	2/3	0.124663540828751	HDAC3;NR1D1
P2Y receptors R-HSA-417957	0.00269846250419566	64.3820944170761	2/3	0.124663540828751	P2RY12;GPR17
RUNX1 regulates expression of components of tight junctions R-HSA-8935964	0.00269846250419566	64.3820944170761	2/3	0.124663540828751	RUNX1;CBFB
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes R-HSA-8939242	0.00269846250419566	64.3820944170761	2/3	0.124663540828751	RUNX1;CBFB
RUNX3 regulates p14-ARF R-HSA-8951936	0.0028178987765537	13.9469143673522	3/10	0.124663540828751	RUNX3;RUNX1;CBFB
ADORA2B mediated anti-inflammatory cytokines production R-HSA-9660821	0.00326454429536996	7.71007334814833	4/21	0.131274250907756	ADCY1;ADCY3;GNAI2;GNG2
CaM pathway R-HSA-111997	0.00326454429536996	7.71007334814833	4/21	0.131274250907756	ADCY1;ADCY3;PRKCA;PDE1A
Calmodulin induced events R-HSA-111933	0.00326454429536996	7.71007334814833	4/21	0.131274250907756	ADCY1;ADCY3;PRKCA;PDE1A
ESR-mediated signaling R-HSA-8939211	0.00320181825246297	2.62262857473483	13/182	0.131274250907756	GNAI2;GNG2;FOXO3;H2BC15;SP1;FOS;EGFR;PGR;NRIP1;ESR1;GATA3;RUNX1;CBFB
Regulation of beta-cell development R-HSA-186712	0.00326454429536996	7.71007334814833	4/21	0.131274250907756	FOXO1;MAMLD1;HES1;MAML3
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors R-HSA-8864260	0.00326454429536996	7.71007334814833	4/21	0.131274250907756	TFAP2A;EGFR;ESR1;ATAD2
ADP signalling through P2Y purinoceptor 12 R-HSA-392170	0.00378913160255222	12.2036304839151	3/11	0.147764728862772	GNAI2;GNG2;P2RY12
GPER1 signaling R-HSA-9634597	0.00389733648093219	7.27793557257025	4/22	0.147764728862772	ADCY1;ADCY3;GNAI2;GNG2
PI3K events in ERBB2 signaling R-HSA-1963642	0.00378913160255222	12.2036304839151	3/11	0.147764728862772	GAB1;EGFR;ERBB3
PPARA activates gene expression R-HSA-1989781	0.00388078435864559	3.88085795109656	7/67	0.147764728862772	HDAC3;SP1;SREBF1;CLOCK;NPAS2;NR1D1;RORA
Ca-dependent events R-HSA-111996	0.00460836442991654	6.89445255790975	4/23	0.167542454753404	ADCY1;ADCY3;PRKCA;PDE1A
PI3K/AKT Signaling in Cancer R-HSA-2219528	0.00457925671856065	3.75396723018362	7/69	0.167542454753404	FOXO4;FOXO1;FOXO3;GAB1;EGFR;ERBB3;ESR1
Regulation of lipid metabolism by PPARalpha R-HSA-400206	0.00457925671856065	3.75396723018362	7/69	0.167542454753404	HDAC3;SP1;SREBF1;CLOCK;NPAS2;NR1D1;RORA
NOTCH2 intracellular domain regulates transcription R-HSA-2197563	0.00494087346908263	10.8462546390573	3/12	0.172540502459807	MAMLD1;HES1;MAML3
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells R-HSA-210744	0.00494087346908263	10.8462546390573	3/12	0.172540502459807	MAMLD1;HES1;MAML3
Regulation of localization of FOXO transcription factors R-HSA-9614399	0.00494087346908263	10.8462546390573	3/12	0.172540502459807	FOXO4;FOXO1;FOXO3
NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508	0.00540184757228846	6.54871408373452	4/24	0.181474727301944	HEY1;MAMLD1;HES1;MAML3
RUNX2 regulates genes involved in differentiation of myeloid cells R-HSA-8941333	0.00528947232003539	32.2532141341421	2/4	0.181474727301944	RUNX1;CBFB
Signaling by ERBB4 R-HSA-1236394	0.00538697761240176	4.98845456579192	5/38	0.181474727301944	EGFR;SPARC;PGR;ERBB3;ESR1
Adrenaline,noradrenaline inhibits insulin secretion R-HSA-400042	0.00628183007082875	9.76138337640125	3/13	0.198476269764027	GNAI2;GNG2;CACNB2
DAG and IP3 signaling R-HSA-1489509	0.00628184124347335	6.23562874584388	4/25	0.198476269764027	ADCY1;ADCY3;PRKCA;PDE1A
DNA strand elongation R-HSA-69190	0.00628183007082875	9.76138337640125	3/13	0.198476269764027	MCM6;MCM3;MCM4
SUMOylation of transcription factors R-HSA-3232118	0.00628183007082875	9.76138337640125	3/13	0.198476269764027	TFAP2A;PIAS1;SP3
Signaling by NOTCH3 R-HSA-9012852	0.00603158869167351	4.84019485367952	5/39	0.198476269764027	EGFR;HEY1;MAMLD1;HES1;MAML3
Mitotic G1 phase and G1/S transition R-HSA-453279	0.00691138702197036	2.89627028295175	9/113	0.21579789595658	CDKN1C;E2F3;CCND3;E2F2;MCM6;CDC7;MCM3;MCM4;POLE
Extra-nuclear estrogen signaling R-HSA-9009391	0.00715030671753834	3.88904663164199	6/57	0.220661791027288	GNAI2;GNG2;FOXO3;FOS;EGFR;ESR1
FOXO-mediated transcription of cell death genes R-HSA-9614657	0.00781941958172334	8.87272970393959	3/14	0.23853723643556	FOXO4;FOXO1;FOXO3
Adenylate cyclase activating pathway R-HSA-170660	0.00864068270560498	21.5200667789819	2/5	0.252004086820611	ADCY1;ADCY3
NR1H2 & NR1H3 regulate gene expression linked to lipogenesis R-HSA-9029558	0.00864068270560498	21.5200667789819	2/5	0.252004086820611	SREBF1;NRIP1
Nucleotide-like (purinergic) receptors R-HSA-418038	0.00864068270560498	21.5200667789819	2/5	0.252004086820611	P2RY12;GPR17
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs) R-HSA-8877330	0.00864068270560498	21.5200667789819	2/5	0.252004086820611	RUNX1;CBFB
G alpha (q) signalling events R-HSA-416476	0.00895374475080534	3.27053083534163	7/78	0.258296071398232	GNG2;PRKCA;EGFR;EDNRB;EDNRA;GPR17;RGS18
PLC beta mediated events R-HSA-112043	0.00947874213657817	5.45261596221638	4/28	0.269913465550756	ADCY1;ADCY3;PRKCA;PDE1A
SHC1 events in ERBB2 signaling R-HSA-1250196	0.0095598589908708	8.13285335867179	3/15	0.269913465550756	PRKCA;EGFR;ERBB3
Class A/1 (Rhodopsin-like receptors) R-HSA-373076	0.0102422391187057	3.17932763981232	7/80	0.286135817063631	P2RY12;C3AR1;CCRL2;EDNRB;EDNRA;GPR17;CMKLR1
Transcriptional regulation by RUNX2 R-HSA-8878166	0.0117074123028045	2.83100554868079	8/102	0.323661169287949	HDAC3;SMAD4;HEY1;NR3C1;ESR1;HES1;RUNX1;CBFB
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells R-HSA-8939246	0.0127042016120985	16.141264091512	2/6	0.347597433799066	RUNX1;CBFB
Glucagon signaling in metabolic regulation R-HSA-163359	0.0136686364671691	6.96778413341318	3/17	0.37016899167211	ADCY1;ADCY3;GNG2
NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947	0.0144412962344605	3.81925487525715	5/48	0.38714343642685	HDAC3;HEY1;MAMLD1;HES1;MAML3
Signal amplification R-HSA-392518	0.0160441182401265	6.50248301544974	3/18	0.417461664797017	GNAI2;GNG2;P2RY12
Signaling by ERBB2 KD Mutants R-HSA-9664565	0.0160441182401265	6.50248301544974	3/18	0.417461664797017	GAB1;EGFR;ERBB3
Signaling by ERBB2 in Cancer R-HSA-1227990	0.0160441182401265	6.50248301544974	3/18	0.417461664797017	GAB1;EGFR;ERBB3
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants R-HSA-2894862	0.017031892315722	3.64722827724637	5/50	0.418542983388205	HDAC3;HEY1;MAMLD1;HES1;MAML3
Constitutive Signaling by NOTCH1 PEST Domain Mutants R-HSA-2644606	0.017031892315722	3.64722827724637	5/50	0.418542983388205	HDAC3;HEY1;MAMLD1;HES1;MAML3
Intracellular signaling by second messengers R-HSA-9006925	0.016344372920578	2.09839827898866	13/222	0.418542983388205	ADCY1;ADCY3;FOXO4;FOXO1;FOXO3;PRKCA;GAB1;HDAC3;EGFR;PDE1A;ERBB3;ESR1;PML
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer R-HSA-2894858	0.017031892315722	3.64722827724637	5/50	0.418542983388205	HDAC3;HEY1;MAMLD1;HES1;MAML3
Signaling by NOTCH1 PEST Domain Mutants in Cancer R-HSA-2644602	0.017031892315722	3.64722827724637	5/50	0.418542983388205	HDAC3;HEY1;MAMLD1;HES1;MAML3
Signaling by NOTCH1 in Cancer R-HSA-2644603	0.017031892315722	3.64722827724637	5/50	0.418542983388205	HDAC3;HEY1;MAMLD1;HES1;MAML3
RUNX3 regulates CDKN1A transcription R-HSA-8941855	0.0174343066809647	12.9176299081264	2/7	0.424501375516333	SMAD4;RUNX3
Estrogen-dependent gene expression R-HSA-9018519	0.0181323891899773	2.43690818488134	9/132	0.437485099183634	H2BC15;SP1;FOS;PGR;NRIP1;ESR1;GATA3;RUNX1;CBFB
Vasopressin regulates renal water homeostasis via Aquaporins R-HSA-432040	0.0186368804807669	6.09497624224568	3/19	0.445606133296895	ADCY1;ADCY3;GNG2
Transmission across Chemical Synapses R-HSA-112315	0.0197413020222479	2.55241876440404	8/112	0.467798353277196	ADCY1;ADCY3;GNAI2;GNG2;PRKAG2;PRKCA;DLG3;CACNB2
Aberrant regulation of mitotic cell cycle due to RB1 defects R-HSA-9687139	0.0205959340210473	4.2149504325925	4/35	0.48373105214035	CDKN1C;E2F3;CCND3;E2F2
RHOV GTPase cycle R-HSA-9013424	0.0214482797419188	5.73454926451862	3/20	0.49933100381625	IQGAP1;TPM3;TPM4
Diseases of mitotic cell cycle R-HSA-9675126	0.0226395986667708	4.08231554800483	4/36	0.50821555915472	CDKN1C;E2F3;CCND3;E2F2
ERBB2 Activates PTK6 Signaling R-HSA-8847993	0.0227873592838778	10.765022908994	2/8	0.50821555915472	EGFR;ERBB3
Neurotransmitter receptors and postsynaptic signal transmission R-HSA-112314	0.0221054695999624	2.68991182201532	7/93	0.50821555915472	ADCY1;ADCY3;GNAI2;GNG2;PRKAG2;PRKCA;DLG3
PKA activation in glucagon signalling R-HSA-164378	0.0227873592838778	10.765022908994	2/8	0.50821555915472	ADCY1;ADCY3
RHOB GTPase cycle R-HSA-9013026	0.0226395986667708	4.08231554800483	4/36	0.50821555915472	RHOB;ABR;STARD8;NET1
Aquaporin-mediated transport R-HSA-445717	0.0244789023163436	5.41554983900952	3/21	0.541391722896466	ADCY1;ADCY3;GNG2
G alpha (12/13) signalling events R-HSA-416482	0.0270870783146086	3.84056236162193	4/38	0.589254965958781	GNG2;RHOB;ABR;NET1
Signaling by ERBB2 R-HSA-1227986	0.0270870783146086	3.84056236162193	4/38	0.589254965958781	PRKCA;GAB1;EGFR;ERBB3
GPCR ligand binding R-HSA-500792	0.0273190284134724	2.38700297767772	8/119	0.589469117149234	GNG2;P2RY12;C3AR1;CCRL2;EDNRB;EDNRA;GPR17;CMKLR1
Nuclear signaling by ERBB4 R-HSA-1251985	0.0277286232377244	5.12913841589181	3/22	0.593481984459037	SPARC;PGR;ESR1
Acetylcholine inhibits contraction of outer hair cells R-HSA-9667769	0.0304154302670624	Inf	1/1	0.593669030610267	KCNN2
Activation and oligomerization of BAK protein R-HSA-111452	0.0304154302670624	Inf	1/1	0.593669030610267	BID
EGFR Transactivation by Gastrin R-HSA-2179392	0.0287217217192183	9.22715392424026	2/9	0.593669030610267	PRKCA;EGFR
ERBB2 Regulates Cell Motility R-HSA-6785631	0.0287217217192183	9.22715392424026	2/9	0.593669030610267	EGFR;ERBB3
Eicosanoid ligand-binding receptors R-HSA-391903	0.0304154302670624	Inf	1/1	0.593669030610267	GPR17
Formation of the nephric duct R-HSA-9830364	0.0287217217192183	9.22715392424026	2/9	0.593669030610267	GATA3;ID4
Interleukin-4 and Interleukin-13 signaling R-HSA-6785807	0.0299394739049423	2.51051102654705	7/99	0.593669030610267	FOXO1;FOXO3;FOS;RORA;RORC;SOX2;GATA3
Leishmania infection R-HSA-9658195	0.0299394739049423	2.51051102654705	7/99	0.593669030610267	ADCY1;ADCY3;GNAI2;GNG2;C3AR1;NLRP3;TXNIP
Leukotriene receptors R-HSA-391906	0.0304154302670624	Inf	1/1	0.593669030610267	GPR17
Parasitic Infection Pathways R-HSA-9824443	0.0299394739049423	2.51051102654705	7/99	0.593669030610267	ADCY1;ADCY3;GNAI2;GNG2;C3AR1;NLRP3;TXNIP
Signaling by NOTCH1 R-HSA-1980143	0.030421623271664	3.0909216821116	5/58	0.593669030610267	HDAC3;HEY1;MAMLD1;HES1;MAML3
Specification of the neural plate border R-HSA-9834899	0.0287217217192183	9.22715392424026	2/9	0.593669030610267	TFAP2A;SOX2
NR1H2 and NR1H3-mediated signaling R-HSA-9024446	0.0311966620588955	4.87229947457468	3/23	0.599970587712382	HDAC3;SREBF1;NRIP1
Smooth Muscle Contraction R-HSA-445355	0.0311966620588955	4.87229947457468	3/23	0.599970587712382	TPM3;TPM4;MYLK
Cell recruitment (pro-inflammatory response) R-HSA-9664424	0.0348816355569822	4.63891260629896	3/24	0.651942681466414	C3AR1;NLRP3;TXNIP
Estrogen-dependent nuclear events downstream of ESR-membrane signaling R-HSA-9634638	0.0348816355569822	4.63891260629896	3/24	0.651942681466414	FOXO3;FOS;EGFR
Purinergic signaling in leishmaniasis infection R-HSA-9660826	0.0348816355569822	4.63891260629896	3/24	0.651942681466414	C3AR1;NLRP3;TXNIP
Signaling by NOTCH2 R-HSA-1980145	0.0348816355569822	4.63891260629896	3/24	0.651942681466414	MAMLD1;HES1;MAML3
PKA activation R-HSA-163615	0.0351976774548844	8.07403556238578	2/10	0.653249202554288	ADCY1;ADCY3
Anti-inflammatory response favouring Leishmania parasite infection R-HSA-9662851	0.0374536566800513	3.43285730770899	4/42	0.680835649512713	ADCY1;ADCY3;GNAI2;GNG2
Leishmania parasite growth and survival R-HSA-9664433	0.0374536566800513	3.43285730770899	4/42	0.680835649512713	ADCY1;ADCY3;GNAI2;GNG2
Transcriptional regulation of granulopoiesis R-HSA-9616222	0.0374203654012597	2.59351492678145	6/82	0.680835649512713	CEBPB;H2BC15;PML;RUNX1;CBFB;SPI1
Constitutive Signaling by AKT1 E17K in Cancer R-HSA-5674400	0.0387816075088244	4.42726647176198	3/25	0.700179498832789	FOXO4;FOXO1;FOXO3
Constitutive Signaling by Aberrant PI3K in Cancer R-HSA-2219530	0.0403559665346245	3.34402920868912	4/43	0.714031567885956	GAB1;EGFR;ERBB3;ESR1
Cyclin D associated events in G1 R-HSA-69231	0.0403559665346245	3.34402920868912	4/43	0.714031567885956	CDKN1C;E2F3;CCND3;E2F2
G1 Phase R-HSA-69236	0.0403559665346245	3.34402920868912	4/43	0.714031567885956	CDKN1C;E2F3;CCND3;E2F2
Germ layer formation at gastrulation R-HSA-9754189	0.0421773543109582	7.17457244650534	2/11	0.741315883054855	SMAD4;SOX2
Oncogene Induced Senescence R-HSA-2559585	0.0428941356740159	4.23391620649899	3/26	0.744059059338812	E2F3;E2F2;SP1
Signaling by FGFR1 in disease R-HSA-5655302	0.0428941356740159	4.23391620649899	3/26	0.744059059338812	GAB1;LRRFIP1;CUX1
SARS-CoV-1-host interactions R-HSA-9692914	0.0455957914244321	2.46128042771854	6/86	0.785787210652226	SP1;RPS10;RPS20;SMAD4;NLRP3;RUNX1
Activation of kainate receptors upon glutamate binding R-HSA-451326	0.0496246504793334	6.45701616794794	2/12	0.838877849504146	GNG2;DLG3
PKA-mediated phosphorylation of CREB R-HSA-111931	0.0496246504793334	6.45701616794794	2/12	0.838877849504146	ADCY1;ADCY3
Signaling by NODAL R-HSA-1181150	0.0496246504793334	6.45701616794794	2/12	0.838877849504146	FOXO3;SMAD4
