p.value	odds_ratio	overlap	adj_p.value	genes
FOXO-mediated transcription R-HSA-9614085	6.76282734260382e-07	8.46004143738919	11/49	0.000116681496186126	FOXO4;FOXO1;STK11;NFYC;NFYB;YWHAQ;SMAD4;KLF4;RBL2;TXNIP;SMAD3
FOXO-mediated transcription of cell cycle genes R-HSA-9617828	7.03430270903548e-07	33.9930583010492	6/11	0.000116681496186126	FOXO4;FOXO1;SMAD4;KLF4;RBL2;SMAD3
MyD88 dependent cascade initiated on endosome R-HSA-975155	6.01859750733196e-07	6.20404771710881	14/81	0.000116681496186126	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
Sensory processing of sound R-HSA-9659379	6.98071507319527e-07	11.8186903631841	9/31	0.000116681496186126	CACNA1D;CACNB2;GSN;ATP2B2;EPB41L3;TWF1;XIRP2;USH1C;PJVK
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation R-HSA-975138	5.13243824642606e-07	6.29948635702221	14/80	0.000116681496186126	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	6.01859750733196e-07	6.20404771710881	14/81	0.000116681496186126	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
RIP-mediated NFkB activation via ZBP1 R-HSA-1810476	8.63489277282503e-07	19.9725828369943	7/17	0.000127316696772654	NFKB1;NFKBIB;NFKBIA;RELA;NFKB2;NKIRAS2;NKIRAS1
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	8.21390938887299e-07	6.02220013512972	14/83	0.000127316696772654	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
Reduction of cytosolic Ca++ levels R-HSA-418359	1.02362874914073e-06	70.2673816830515	5/7	0.000142984773695763	SRI;ATP2B4;ATP2B2;ATP2A1;SLC8A1
Myogenesis R-HSA-525793	1.37144665440415e-06	18.1560093201166	7/18	0.000158253018295157	MAPK12;MEF2C;MEF2D;MEF2A;TCF12;MYOD1;TCF3
Platelet calcium homeostasis R-HSA-418360	1.36603301635387e-06	28.3421970397518	6/12	0.000158253018295157	STIM1;SRI;ATP2B4;ATP2B2;ATP2A1;SLC8A1
RHO GTPases Activate WASPs and WAVEs R-HSA-5663213	1.3066790961551e-06	13.5104970708005	8/25	0.000158253018295157	ARPC1B;ARPC5;ARPC3;ARPC4;ARPC1A;ARPC2;WIPF1;NCKAP1L
Signaling by NTRK1 (TRKA) R-HSA-187037	1.28627476441669e-06	5.76565913867464	14/86	0.000158253018295157	EGR2;RPS6KA1;MAPK12;FOS;ATF2;MAPK7;SRF;MEF2C;MEF2D;EGR1;MEF2A;TCF12;ASCL1;FOSL1
MyD88:MAL(TIRAP) cascade initiated on plasma membrane R-HSA-166058	1.97415043424044e-06	5.53117508505717	14/89	0.000187121259016933	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
Toll Like Receptor 2 (TLR2) Cascade R-HSA-181438	1.97415043424044e-06	5.53117508505717	14/89	0.000187121259016933	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164	1.71512314822299e-06	5.60725537179213	14/88	0.000187121259016933	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
Toll Like Receptor TLR1:TLR2 Cascade R-HSA-168179	1.97415043424044e-06	5.53117508505717	14/89	0.000187121259016933	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
Toll Like Receptor TLR6:TLR2 Cascade R-HSA-168188	1.97415043424044e-06	5.53117508505717	14/89	0.000187121259016933	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
ZBP1(DAI) mediated induction of type I IFNs R-HSA-1606322	2.10764419427124e-06	16.6403981976445	7/19	0.000192885782468823	NFKB1;NFKBIB;NFKBIA;RELA;NFKB2;NKIRAS2;NKIRAS1
MyD88-independent TLR4 cascade  R-HSA-166166	2.26759117304856e-06	5.45707741331652	14/90	0.000194135063653899	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
TRIF (TICAM1)-mediated TLR4 signaling  R-HSA-937061	2.26759117304856e-06	5.45707741331652	14/90	0.000194135063653899	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
FCGR3A-mediated phagocytosis R-HSA-9664422	2.80206161700478e-06	9.62153237444983	9/36	0.000206574209209186	ARPC1B;ARPC5;ARPC3;ARPC4;ARPC1A;ARPC2;WIPF1;NCKAP1L;MYH2
Leishmania phagocytosis R-HSA-9664417	2.80206161700478e-06	9.62153237444983	9/36	0.000206574209209186	ARPC1B;ARPC5;ARPC3;ARPC4;ARPC1A;ARPC2;WIPF1;NCKAP1L;MYH2
NGF-stimulated transcription R-HSA-9031628	2.80206161700478e-06	9.62153237444983	9/36	0.000206574209209186	EGR2;FOS;ATF2;SRF;MEF2D;EGR1;TCF12;ASCL1;FOSL1
Parasite infection R-HSA-9664407	2.80206161700478e-06	9.62153237444983	9/36	0.000206574209209186	ARPC1B;ARPC5;ARPC3;ARPC4;ARPC1A;ARPC2;WIPF1;NCKAP1L;MYH2
Regulation of actin dynamics for phagocytic cup formation R-HSA-2029482	2.80206161700478e-06	9.62153237444983	9/36	0.000206574209209186	ARPC1B;ARPC5;ARPC3;ARPC4;ARPC1A;ARPC2;WIPF1;NCKAP1L;MYH2
Sensory processing of sound by outer hair cells of the cochlea R-HSA-9662361	3.147269085209e-06	15.3580810238504	7/20	0.000225752760868775	GSN;ATP2B2;EPB41L3;TWF1;XIRP2;USH1C;PJVK
Sensory processing of sound by inner hair cells of the cochlea R-HSA-9662360	3.43093364390756e-06	11.4775657171008	8/28	0.000239623628708702	CACNA1D;CACNB2;ATP2B2;EPB41L3;TWF1;XIRP2;USH1C;PJVK
Signaling by NTRKs R-HSA-166520	3.87007193190035e-06	5.17987276866331	14/94	0.000263363356596501	EGR2;RPS6KA1;MAPK12;FOS;ATF2;MAPK7;SRF;MEF2C;MEF2D;EGR1;MEF2A;TCF12;ASCL1;FOSL1
Generic Transcription Pathway R-HSA-212436	4.82843571485225e-06	2.43966429206725	44/645	0.000320366709680447	FOXO4;FOXO1;NR4A1;STK11;NFYC;NFYB;CEBPB;CCND2;YWHAQ;JUN;NFKB1;RELA;CAMK2D;SP1;FOS;ATF2;TFAP2A;NFATC2;SMAD4;KLF4;SMAD1;LGALS3;MYC;TCF7L2;NKX2-5;SRF;MEF2C;MYBL2;RBL2;TXNIP;ESR1;HDAC4;PML;SMAD3;SPP1;TCF12;RUNX1;TCF3;GATA2;TAL1;MYB;SPI1;NR4A3;PAX5
Leishmania infection R-HSA-9658195	7.24486875928893e-06	4.86869353766688	14/99	0.000457806706836972	JUN;NFKB1;RELA;ARPC1B;ARPC5;ARPC3;ARPC4;ARPC1A;ARPC2;NFKB2;WIPF1;TXNIP;NCKAP1L;MYH2
Parasitic Infection Pathways R-HSA-9824443	7.24486875928893e-06	4.86869353766688	14/99	0.000457806706836972	JUN;NFKB1;RELA;ARPC1B;ARPC5;ARPC3;ARPC4;ARPC1A;ARPC2;NFKB2;WIPF1;TXNIP;NCKAP1L;MYH2
TRAF6 mediated NF-kB activation R-HSA-933542	9.10202708454078e-06	12.4690540417579	7/23	0.000561785578659796	NFKB1;NFKBIB;NFKBIA;RELA;NFKB2;NKIRAS2;NKIRAS1
MAPK targets/ Nuclear events mediated by MAP kinases R-HSA-450282	1.68152801097853e-05	11.0859536858942	7/25	0.00101426712298569	JUN;RPS6KA1;FOS;ATF2;MAPK7;MEF2C;MEF2A
Phase 2 - plateau phase R-HSA-5576893	2.12927537494976e-05	55.9256599732614	4/6	0.00125579929891481	CACNB2;CACNB1;CACNG8;CACNG6
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	2.50383774479057e-05	4.29855243808399	14/110	0.00144460551623352	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
Ion transport by P-type ATPases R-HSA-936837	3.26513681798513e-05	13.0730098665714	6/19	0.00184376023721969	CAMK2D;SRI;ATP2B4;ATP2B2;ATP2A1;SLN
Platelet homeostasis R-HSA-418346	3.99749148681537e-05	7.63795187344986	8/38	0.00221027966791833	STIM1;PRKG1;SRI;ATP2B4;ATP2B2;ATP2A1;SLC8A1;PECAM1
Highly calcium permeable nicotinic acetylcholine receptors R-HSA-629597	4.33243740820612e-05	Inf	3/3	0.00229965777627581	CHRNA1;CHRNA5;CHRNB4
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors R-HSA-629594	4.33243740820612e-05	Inf	3/3	0.00229965777627581	CHRNA1;CHRNA5;CHRNB4
IkBA variant leads to EDA-ID R-HSA-5603029	4.83182537499733e-05	37.2368893894746	4/7	0.00246608933562364	NFKB1;NFKBIA;RELA;NFKB2
RNA Polymerase II Transcription R-HSA-73857	4.80083006620122e-05	2.18197994056763	44/704	0.00246608933562364	FOXO4;FOXO1;NR4A1;STK11;NFYC;NFYB;CEBPB;CCND2;YWHAQ;JUN;NFKB1;RELA;CAMK2D;SP1;FOS;ATF2;TFAP2A;NFATC2;SMAD4;KLF4;SMAD1;LGALS3;MYC;TCF7L2;NKX2-5;SRF;MEF2C;MYBL2;RBL2;TXNIP;ESR1;HDAC4;PML;SMAD3;SPP1;TCF12;RUNX1;TCF3;GATA2;TAL1;MYB;SPI1;NR4A3;PAX5
Toll-like Receptor Cascades R-HSA-168898	5.57040972789978e-05	3.959879786726	14/118	0.0027894089467634	JUN;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;MAPK7;NFKB2;MEF2C;NKIRAS2;NKIRAS1;MEF2A
FOXO-mediated transcription of cell death genes R-HSA-9614657	7.97734614372521e-05	15.6314618100278	5/14	0.00392071790100865	FOXO4;FOXO1;STK11;NFYC;NFYB
Fcgamma receptor (FCGR) dependent phagocytosis R-HSA-2029480	9.18839798921801e-05	5.74929217235811	9/54	0.00443381968425174	ARPC1B;ARPC5;ARPC3;ARPC4;ARPC1A;ARPC2;WIPF1;NCKAP1L;MYH2
Regulation of NFE2L2 gene expression R-HSA-9818749	9.39844534659124e-05	27.9403545878295	4/8	0.00445419177675949	NFKB1;RELA;MYC;MAFK
EPH-Ephrin signaling R-HSA-2682334	0.000106596592805531	5.62313515818771	9/55	0.00494364929268866	MMP2;MMP9;ARPC1B;ARPC5;ARPC3;MYL12A;ARPC4;ARPC1A;ARPC2
Smooth Muscle Contraction R-HSA-445355	0.000108037550480762	9.98943145623106	6/23	0.00494364929268866	MYL12A;TPM3;MYL11;CAV3;LMOD1;TPM1
Ion channel transport R-HSA-983712	0.000162171130978368	4.72916138799011	10/71	0.00726933006693725	CAMK2D;SRI;ATP2B4;ASPH;ATP2B2;ATP2A1;RYR1;TRDN;SLN;TRPV2
Phase 0 - rapid depolarisation R-HSA-5576892	0.000164340544090518	12.7912568919973	5/16	0.00726933006693725	CAMK2D;CACNB2;CACNB1;CACNG8;CACNG6
Innate Immune System R-HSA-168249	0.00021010681159973	2.18102753977468	34/522	0.00914136849156858	CHRNB4;JUN;MMP9;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;MAPK12;FOS;ATF2;NFATC2;LGALS3;GSN;ARPC1B;ARPC5;ARPC3;MAPK7;ARPC4;ARPC1A;ARPC2;RELB;NFKB2;WIPF1;MEF2C;TXNIP;CD177;PECAM1;CD44;NKIRAS2;NKIRAS1;MEF2A;NCKAP1L;MYH2
TAK1-dependent IKK and NF-kappa-B activation   R-HSA-445989	0.000300058430456429	6.41846561809602	7/38	0.0128444366843768	NFKB1;NFKBIB;NFKBIA;RELA;NFKB2;NKIRAS2;NKIRAS1
EPHB-mediated forward signaling R-HSA-3928662	0.000348329434988421	7.71321657460629	6/28	0.0145977774012421	ARPC1B;ARPC5;ARPC3;ARPC4;ARPC1A;ARPC2
Sensory Perception R-HSA-9709957	0.000352018746676525	4.69277779783496	9/64	0.0145977774012421	CACNA1D;CACNB2;GSN;ATP2B2;EPB41L3;TWF1;XIRP2;USH1C;PJVK
Acetylcholine binding and downstream events R-HSA-181431	0.000411039071613502	41.6004609883231	3/5	0.016282055165108	CHRNA1;CHRNA5;CHRNB4
Postsynaptic nicotinic acetylcholine receptors R-HSA-622327	0.000411039071613502	41.6004609883231	3/5	0.016282055165108	CHRNA1;CHRNA5;CHRNB4
Presynaptic nicotinic acetylcholine receptors R-HSA-622323	0.000411039071613502	41.6004609883231	3/5	0.016282055165108	CHRNA1;CHRNA5;CHRNB4
Interleukin-17 signaling R-HSA-448424	0.000462302769208558	5.07388669981471	8/53	0.0177819065141958	JUN;NFKB1;RPS6KA1;FOS;ATF2;MAPK7;MEF2C;MEF2A
MAP kinase activation R-HSA-450294	0.000462302769208558	5.07388669981471	8/53	0.0177819065141958	JUN;NFKB1;RPS6KA1;FOS;ATF2;MAPK7;MEF2C;MEF2A
Gene expression (Transcription) R-HSA-74160	0.00047866670987354	1.92707608892247	44/775	0.0181483064000625	FOXO4;FOXO1;NR4A1;STK11;NFYC;NFYB;CEBPB;CCND2;YWHAQ;JUN;NFKB1;RELA;CAMK2D;SP1;FOS;ATF2;TFAP2A;NFATC2;SMAD4;KLF4;SMAD1;LGALS3;MYC;TCF7L2;NKX2-5;SRF;MEF2C;MYBL2;RBL2;TXNIP;ESR1;HDAC4;PML;SMAD3;SPP1;TCF12;RUNX1;TCF3;GATA2;TAL1;MYB;SPI1;NR4A3;PAX5
Cytosolic sensors of pathogen-associated DNA  R-HSA-1834949	0.000660739715670673	5.52065978014645	7/43	0.0246986366956333	NFKB1;NFKBIB;NFKBIA;RELA;NFKB2;NKIRAS2;NKIRAS1
Regulation of CDH11 gene transcription R-HSA-9762293	0.000800785389477506	27.7482588499043	3/6	0.0295178392176847	SP1;SNAI1;ZEB2
Presynaptic depolarization and calcium channel opening R-HSA-112308	0.00124196539035243	Inf	2/2	0.0451530978903473	CACNB2;CACNB1
DEx/H-box helicases activate type I IFN and inflammatory cytokines production  R-HSA-3134963	0.00136513574127316	20.8177799887396	3/7	0.048960408882959	NFKB1;RELA;NFKB2
Immune System R-HSA-168256	0.00184559791450755	1.72892584351018	51/998	0.0653095582013738	FOXO1;CHRNB4;JUN;MMP2;MMP9;REL;NFKBIE;NFKB1;NFKBIB;NFKBIA;RELA;CAMK2D;RPS6KA1;MAPK12;FOS;ATF2;STIM1;PRKG1;NFATC2;LGALS3;VIM;GSN;ARPC1B;ARPC5;ARPC3;MAPK7;ARPC4;ARPC1A;ARPC2;MYC;RELB;NFKB2;WIPF1;MEF2C;TXNIP;CD177;PECAM1;CD44;EGR1;PML;NANOG;SMAD3;IRF8;NKIRAS2;LGALS9;HAVCR2;NKIRAS1;IRF1;MEF2A;NCKAP1L;MYH2
ERK/MAPK targets R-HSA-198753	0.00195793642681265	9.31160653394398	4/16	0.0666200420097535	RPS6KA1;MAPK7;MEF2C;MEF2A
SARS-CoV-1 targets host intracellular signalling and regulatory pathways R-HSA-9735871	0.00195793642681265	9.31160653394398	4/16	0.0666200420097535	YWHAQ;SP1;SMAD4;SMAD3
The NLRP3 inflammasome R-HSA-844456	0.00195793642681265	9.31160653394398	4/16	0.0666200420097535	NFKB1;RELA;NFKB2;TXNIP
Interleukin-1 processing R-HSA-448706	0.00212782651395751	16.6562283637461	3/8	0.0714841970638384	NFKB1;RELA;NFKB2
Signaling by Interleukins R-HSA-449147	0.00245312856548899	2.08738143554473	23/351	0.0813825401600972	FOXO1;JUN;MMP2;MMP9;NFKB1;NFKBIB;NFKBIA;RELA;RPS6KA1;FOS;ATF2;VIM;MAPK7;MYC;NFKB2;MEF2C;NANOG;SMAD3;NKIRAS2;LGALS9;HAVCR2;NKIRAS1;MEF2A
SUMOylation of immune response proteins R-HSA-4755510	0.00310947278101341	13.8804604547685	3/9	0.100640740985483	NFKBIA;RELA;NFKB2
Specification of the neural plate border R-HSA-9834899	0.00310947278101341	13.8804604547685	3/9	0.100640740985483	TFAP2A;PAX3;MYB
Gastrulation R-HSA-9758941	0.00328558523398173	3.29021784682007	9/87	0.105059556758886	TFAP2A;SNAI1;ZEB2;SMAD4;TCF7L2;PAX3;NANOG;SMAD3;MYB
Loss of Function of SMAD4 in Cancer R-HSA-3304347	0.00363924742289315	55.13845907045	2/3	0.112308868143703	SMAD4;SMAD3
SMAD2/3 MH2 Domain Mutants in Cancer R-HSA-3315487	0.00363924742289315	55.13845907045	2/3	0.112308868143703	SMAD4;SMAD3
SMAD4 MH2 Domain Mutants in Cancer R-HSA-3311021	0.00363924742289315	55.13845907045	2/3	0.112308868143703	SMAD4;SMAD3
Inflammasomes R-HSA-622312	0.00383917542403539	7.44407414922784	4/19	0.117116914659654	NFKB1;RELA;NFKB2;TXNIP
AKT phosphorylates targets in the nucleus R-HSA-198693	0.00432779849854376	11.8964810293061	3/10	0.124847578425382	FOXO4;FOXO1;NR4A1
Activation of the AP-1 family of transcription factors R-HSA-450341	0.00432779849854376	11.8964810293061	3/10	0.124847578425382	JUN;FOS;ATF2
Formation of definitive endoderm R-HSA-9823730	0.00432779849854376	11.8964810293061	3/10	0.124847578425382	SMAD4;TCF7L2;SMAD3
Regulation of FOXO transcriptional activity by acetylation R-HSA-9617629	0.00432779849854376	11.8964810293061	3/10	0.124847578425382	FOXO4;FOXO1;TXNIP
Regulation of RUNX1 Expression and Activity R-HSA-8934593	0.00432779849854376	11.8964810293061	3/10	0.124847578425382	CCND2;PML;RUNX1
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes R-HSA-9615017	0.00561138418614434	6.56721706422288	4/21	0.158432059893905	FOXO4;FOXO1;SMAD4;SMAD3
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors R-HSA-8864260	0.00561138418614434	6.56721706422288	4/21	0.158432059893905	TFAP2A;MYC;MYBL2;ESR1
Germ layer formation at gastrulation R-HSA-9754189	0.00579785314159753	10.4077438507972	3/11	0.160286481643748	SMAD4;NANOG;SMAD3
Transmission across Chemical Synapses R-HSA-112315	0.0057645932872603	2.79924410561224	10/112	0.160286481643748	CHRNA1;CHRNA5;CHRNB4;DLG1;CAMK2D;RPS6KA1;CACNB2;CACNB1;CACNG8;ARL6IP5
Cytokine Signaling in Immune system R-HSA-1280215	0.00668893987140954	1.76492521247197	30/540	0.179706137847851	FOXO1;JUN;MMP2;MMP9;NFKB1;NFKBIB;NFKBIA;RELA;CAMK2D;RPS6KA1;FOS;ATF2;VIM;MAPK7;MYC;RELB;NFKB2;MEF2C;CD44;EGR1;PML;NANOG;SMAD3;IRF8;NKIRAS2;LGALS9;HAVCR2;NKIRAS1;IRF1;MEF2A
Formation of the anterior neural plate R-HSA-9823739	0.00710970025396548	27.5588871889915	2/4	0.179706137847851	ZEB2;NANOG
Hyaluronan metabolism R-HSA-2142845	0.00710970025396548	27.5588871889915	2/4	0.179706137847851	CD44;HYAL2
Hyaluronan uptake and degradation R-HSA-2160916	0.00710970025396548	27.5588871889915	2/4	0.179706137847851	CD44;HYAL2
RUNX2 regulates genes involved in differentiation of myeloid cells R-HSA-8941333	0.00710970025396548	27.5588871889915	2/4	0.179706137847851	LGALS3;RUNX1
Regulation of HMOX1 expression and activity R-HSA-9707587	0.00710970025396548	27.5588871889915	2/4	0.179706137847851	BACH1;MAFK
TFAP2 (AP-2) family regulates transcription of cell cycle factors R-HSA-8866911	0.00710970025396548	27.5588871889915	2/4	0.179706137847851	TFAP2A;MYC
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation R-HSA-8869496	0.00710970025396548	27.5588871889915	2/4	0.179706137847851	TFAP2A;MYBL2
Transcriptional regulation by RUNX1 R-HSA-8878171	0.00696858517912242	2.28274660211594	14/191	0.179706137847851	CCND2;NFATC2;LGALS3;ESR1;PML;TCF12;RUNX1;TCF3;GATA2;TAL1;MYB;SPI1;NR4A3;PAX5
NF-kB is activated and signals survival R-HSA-209560	0.00753221548502789	9.25228867737778	3/12	0.181731817247855	NFKB1;NFKBIA;RELA
Regulation of CDH11 Expression and Function R-HSA-9759475	0.00753221548502789	9.25228867737778	3/12	0.181731817247855	SP1;SNAI1;ZEB2
Regulation of Expression and Function of Type II Classical Cadherins R-HSA-9764260	0.00753221548502789	9.25228867737778	3/12	0.181731817247855	SP1;SNAI1;ZEB2
Regulation of Homotypic Cell-Cell Adhesion R-HSA-9759476	0.00753221548502789	9.25228867737778	3/12	0.181731817247855	SP1;SNAI1;ZEB2
Regulation of localization of FOXO transcription factors R-HSA-9614399	0.00753221548502789	9.25228867737778	3/12	0.181731817247855	FOXO4;FOXO1;YWHAQ
Transcriptional regulation of granulopoiesis R-HSA-9616222	0.0078437498220496	3.06322911642637	8/82	0.187543351601078	CEBPB;MYC;PML;RUNX1;GATA2;TAL1;MYB;SPI1
Cell recruitment (pro-inflammatory response) R-HSA-9664424	0.00917710714765041	5.57867835286469	4/24	0.211791672781428	NFKB1;RELA;NFKB2;TXNIP
Diseases associated with the TLR signaling cascade R-HSA-5602358	0.00917710714765041	5.57867835286469	4/24	0.211791672781428	NFKB1;NFKBIA;RELA;NFKB2
Diseases of Immune System R-HSA-5260271	0.00917710714765041	5.57867835286469	4/24	0.211791672781428	NFKB1;NFKBIA;RELA;NFKB2
Purinergic signaling in leishmaniasis infection R-HSA-9660826	0.00917710714765041	5.57867835286469	4/24	0.211791672781428	NFKB1;RELA;NFKB2;TXNIP
Adipogenesis R-HSA-9843745	0.00952652470541161	3.23846883762562	7/68	0.214595809487091	CEBPB;EGR2;NFKB1;RELA;SMAD4;KLF4;SMAD1
DDX58/IFIH1-mediated induction of interferon-alpha/beta R-HSA-168928	0.00952652470541161	3.23846883762562	7/68	0.214595809487091	NFKB1;NFKBIB;NFKBIA;RELA;NFKB2;NKIRAS2;NKIRAS1
Transcriptional regulation of pluripotent stem cells R-HSA-452723	0.0095411851995014	8.32673785909575	3/13	0.214595809487091	SMAD4;KLF4;NANOG
Neuronal System R-HSA-112316	0.00994788976196267	2.43587555828568	11/140	0.221863020405453	CHRNA1;CHRNA5;CHRNB4;DLG1;CAMK2D;RPS6KA1;CACNB2;CACNB1;CACNG8;ARL6IP5;EPB41L3
Signaling by Receptor Tyrosine Kinases R-HSA-9006934	0.0101736096971677	1.90322386223825	20/327	0.225006334469026	EGR2;MMP9;RPS6KA1;MAPK12;FOS;ATF2;MAPK7;MYC;SRF;MEF2C;MEF2D;ESR1;EGR1;MEF2A;SPP1;TCF12;NCKAP1L;ASCL1;FOSL1;FER
SARS-CoV-1-host interactions R-HSA-9692914	0.0103739587822771	2.903204199307	8/86	0.227541211637714	YWHAQ;NFKB1;NFKBIA;RELA;SP1;SMAD4;SMAD3;RUNX1
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs) R-HSA-8877330	0.0115754743755335	18.3787142706144	2/5	0.245770471941327	NFATC2;RUNX1
RUNX1 regulates transcription of genes involved in BCR signaling R-HSA-8939245	0.0115754743755335	18.3787142706144	2/5	0.245770471941327	RUNX1;PAX5
RUNX1 regulates transcription of genes involved in WNT signaling R-HSA-8939256	0.0115754743755335	18.3787142706144	2/5	0.245770471941327	ESR1;RUNX1
RUNX3 regulates BCL2L11 (BIM) transcription R-HSA-8952158	0.0115754743755335	18.3787142706144	2/5	0.245770471941327	SMAD4;SMAD3
