p.value	odds_ratio	overlap	adj_p.value	genes
Telomere Maintenance R-HSA-157579	4.68942449420216e-08	7.22748311512418	15/73	1.13143023705568e-05	CCNA2;POLR2K;POLR2L;H2BC17;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;RPA3;POLA2;POLD2;PCNA;NHP2;NOP10
mRNA Splicing - Major Pathway R-HSA-72163	6.25010497028369e-08	5.66926692309718	18/108	1.38231488259441e-05	HSPA8;POLR2K;POLR2L;PRPF19;LSM2;LSM5;HNRNPK;SNRPD1;SNRPG;SNRPD3;SNRPB;SNU13;BCAS2;PPIL1;SF3B6;BUD31;HNRNPH2;FAM32A
S Phase R-HSA-69242	9.31731249191067e-08	5.19959157500123	19/123	1.90216518104084e-05	CCNA2;TFDP1;E2F1;RPA3;MCM6;MCM8;CDC45;CDC6;MCM3;MCM4;POLE3;POLA2;POLE;POLD2;PCNA;MYC;GINS3;E2F4;CKS1B
mRNA Splicing R-HSA-72172	1.48009948729641e-07	5.30643974911344	18/114	2.80584574234619e-05	HSPA8;POLR2K;POLR2L;PRPF19;LSM2;LSM5;HNRNPK;SNRPD1;SNRPG;SNRPD3;SNRPB;SNU13;BCAS2;PPIL1;SF3B6;BUD31;HNRNPH2;FAM32A
Chromosome Maintenance R-HSA-73886	2.0236791002138e-07	6.34061225569954	15/81	3.35677770747964e-05	CCNA2;POLR2K;POLR2L;H2BC17;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;RPA3;POLA2;POLD2;PCNA;NHP2;NOP10
Processing of Capped Intron-Containing Pre-mRNA R-HSA-72203	2.02156586129627e-07	4.67848151007831	20/142	3.35677770747964e-05	HSPA8;POLR2K;POLR2L;SEC13;PRPF19;LSM2;LSM5;HNRNPK;SNRPD1;SNRPG;SNRPD3;SNRPB;SLBP;SNU13;BCAS2;PPIL1;SF3B6;BUD31;HNRNPH2;FAM32A
Transcription of E2F targets under negative control by DREAM complex R-HSA-1362277	2.54195658084656e-07	26.7066075303783	7/14	3.96844280327457e-05	TFDP1;E2F1;CDC6;PCNA;MYC;TOP2A;E2F4
Association of TriC/CCT with target proteins during biosynthesis R-HSA-390471	6.77733101860628e-07	15.3539421240051	8/22	9.4668613280953e-05	CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4;AP3M1
G0 and Early G1 R-HSA-1538133	6.77733101860628e-07	15.3539421240051	8/22	9.4668613280953e-05	CCNA2;TFDP1;E2F1;CDC6;PCNA;MYC;TOP2A;E2F4
BBSome-mediated cargo-targeting to cilium R-HSA-5620922	1.01103328675701e-06	31.8324375611425	6/11	0.000134164117152655	CCT8;CCT3;CCT5;CCT2;TCP1;CCT4
Metabolism of proteins R-HSA-392499	1.14757097301758e-06	2.30274530594217	64/998	0.000145031112494698	EIF2S2;CCNA2;HSPA8;TUBB4B;DYNLL1;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;SEC13;CTSC;SEC23A;SEC61G;UBA3;UBE2F;SEC22B;DDOST;SUMO1;COPB1;TRAPPC3;RAB1A;B4GALT2;TMED2;CNIH1;ALG5;CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4;AP3M1;RPL17;PCNA;MYC;NEDD8;TOP2A;HSPA9;SRPRB;H2AC12;HCFC1;H2AC13;RAB5C;USP10;DTL;SNX3;HNRNPK;SEC11A;PRELID1;DPP4;MRPL52;SAE1;SSR2;TRAM1;MRPL43;PLA2G7;AURKAIP1;TBCA;MRPL34;MRPL36
Extension of Telomeres R-HSA-180786	1.30916871069328e-06	18.692997044832	7/17	0.000157933352644544	CCNA2;RPA3;POLA2;POLD2;PCNA;NHP2;NOP10
DNA Replication Pre-Initiation R-HSA-69002	1.77027842838263e-06	4.36998310909151	18/134	0.000204274736909891	H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;RPA3;MCM6;MCM8;CDC45;CDC6;CDC7;MCM3;MCM4;POLE3;POLA2;POLE
Base Excision Repair R-HSA-73884	2.87457171881571e-06	7.14159438268591	11/53	0.00030912556376976	H2BC17;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;RPA3;POLE3;POLE;POLD2;PCNA
Formation of tubulin folding intermediates by CCT/TriC R-HSA-389960	2.91188360747702e-06	11.9336796306157	8/26	0.00030912556376976	TUBB4B;CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4
PCNA-Dependent Long Patch Base Excision Repair R-HSA-5651801	3.59308204569195e-06	43.8882289515427	5/8	0.000366770759587171	RPA3;POLE3;POLE;POLD2;PCNA
Prefoldin mediated transfer of substrate  to CCT/TriC R-HSA-389957	5.43287469871994e-06	10.7368954638437	8/28	0.000534031461126027	TUBB4B;CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4
Synthesis of DNA R-HSA-69239	6.15607928406582e-06	4.95662360896805	14/92	0.000583508372139667	CCNA2;RPA3;MCM6;MCM8;CDC45;CDC6;MCM3;MCM4;POLE3;POLA2;POLE;POLD2;PCNA;GINS3
DNA Repair R-HSA-73894	7.76307215904795e-06	3.5785617977616	20/178	0.000693556231908477	CCNA2;POLR2K;POLR2L;H2BC17;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;RPA3;KPNA2;POLE3;POLE;SUMO1;POLD2;PCNA;USP10;DTL;RAD51AP1;PRPF19
Resolution of AP sites via the multiple-nucleotide patch replacement pathway R-HSA-110373	7.83974640439123e-06	32.9310084698809	5/9	0.000693556231908477	RPA3;POLE3;POLE;POLD2;PCNA
Recognition of DNA damage by PCNA-containing replication complex R-HSA-110314	9.66063825263332e-06	17.6865111529752	6/15	0.00082707528782222	RPA3;POLE3;POLE;POLD2;PCNA;DTL
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding R-HSA-6814122	1.36361076484622e-05	11.6729037958896	7/23	0.00113094467809433	CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4
G1/S-Specific Transcription R-HSA-69205	1.49800119583471e-05	15.9161664250258	6/16	0.00120475611325616	TFDP1;E2F1;CDC45;CDC6;PCNA;E2F4
COPII-mediated vesicle transport R-HSA-204005	1.61716952602705e-05	8.94074958295794	8/32	0.00126234350649288	SEC13;CTSC;SEC23A;SEC22B;TRAPPC3;RAB1A;TMED2;CNIH1
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding R-HSA-389958	2.06731790765364e-05	8.58159775729984	8/33	0.00156761763626079	TUBB4B;CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4
Termination of translesion DNA synthesis R-HSA-5656169	2.24368355479766e-05	14.4676630455694	6/17	0.00165409337623139	RPA3;POLE3;POLE;POLD2;PCNA;USP10
DNA Damage Bypass R-HSA-73893	2.50919363349082e-05	10.3747684717343	7/25	0.00179983781169855	RPA3;POLE3;POLE;POLD2;PCNA;USP10;DTL
Gap-filling DNA repair synthesis and ligation in TC-NER R-HSA-6782210	2.61814817372723e-05	8.25012267059365	8/34	0.00180139050167111	POLR2K;POLR2L;RPA3;POLE3;POLE;POLD2;PCNA;PRPF19
Processive synthesis on the lagging strand R-HSA-69183	2.71498191661056e-05	52.3855627442998	4/6	0.00180139050167111	RPA3;POLA2;POLD2;PCNA
Removal of the Flap Intermediate R-HSA-69166	2.71498191661056e-05	52.3855627442998	4/6	0.00180139050167111	RPA3;POLA2;POLD2;PCNA
Dual incision in TC-NER R-HSA-6782135	3.28687758624942e-05	7.94323482168908	8/35	0.00212765197900145	POLR2K;POLR2L;RPA3;POLE3;POLE;POLD2;PCNA;PRPF19
G alpha (i) signalling events R-HSA-418594	4.49833552322897e-05	4.05220780011191	14/109	0.00271331419969311	GNAI3;KPNA2;MAPK1;ADORA3;CCR5;CCL20;CCL4;CXCR3;CXCL9;CXCL11;CXCL10;FPR3;ANXA1;CCL4L2
Gap-filling DNA repair synthesis and ligation in GG-NER R-HSA-5696397	4.49439588900814e-05	18.829051796033	5/12	0.00271331419969311	RPA3;POLE3;POLE;POLD2;PCNA
Resolution of Abasic Sites (AP sites) R-HSA-73933	4.49439588900814e-05	18.829051796033	5/12	0.00271331419969311	RPA3;POLE3;POLE;POLD2;PCNA
Membrane Trafficking R-HSA-199991	4.93232622474792e-05	2.72626890084094	25/287	0.00290897640010688	YWHAB;HSPA8;TUBB4B;DYNLL1;YWHAQ;SEC13;CTSC;AP1M1;SEC23A;CD3D;VAMP8;SEC22B;CLTA;COPB1;TRAPPC3;RAB1A;TMED2;CNIH1;ULK1;ARPC5;ARPC3;VAMP7;NEDD8;RAB5C;TBC1D14
DNA replication initiation R-HSA-68952	5.20955463290104e-05	Inf	3/3	0.00300568652080856	POLE3;POLA2;POLE
Lagging Strand Synthesis R-HSA-69186	6.14969244501182e-05	34.8731264175186	4/7	0.00347261356363008	RPA3;POLA2;POLD2;PCNA
DNA Double-Strand Break Repair R-HSA-5693532	7.49728773579785e-05	4.08775206514585	13/100	0.00414537534391823	CCNA2;H2BC17;H2BC12;H2BC14;H2BC3;RPA3;KPNA2;POLE3;POLE;SUMO1;POLD2;PCNA;RAD51AP1
Viral Infection Pathways R-HSA-9824446	7.65921332505765e-05	2.1983680866924	39/567	0.00414848003361286	PPIA;YWHAB;HSPA8;TUBB4B;DYNLL1;SUPT4H1;POLR2K;POLR2L;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;YWHAQ;KPNA2;SEC13;AP1M1;SEC23A;CLTA;DDOST;STAT1;SUMO1;OAS2;RPL17;CCR5;RAN;H2AC12;H2AC13;RAB5C;IFNGR1;HNRNPK;SNRPD1;RANBP1;SEC11A;SNRPG;SNRPD3;SNRPB
HCMV Late Events R-HSA-9610379	7.96460231753841e-05	4.73765123456606	11/74	0.00422761091014939	H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;SEC13;H2AC12;H2AC13;HNRNPK
Cargo trafficking to the periciliary membrane R-HSA-5620920	8.68032162254619e-05	10.6023216820255	6/21	0.004430302612738	CCT8;CCT3;CCT5;CCT2;TCP1;CCT4
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template R-HSA-110313	8.68032162254619e-05	10.6023216820255	6/21	0.004430302612738	RPA3;POLE3;POLE;POLD2;PCNA;USP10
Protein folding R-HSA-391251	9.62207618147409e-05	5.0966668021105	10/63	0.00481830003502495	TUBB4B;CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4;AP3M1;TBCA
Gene Silencing by RNA R-HSA-211000	9.99528041413833e-05	4.24385551263172	12/89	0.00491249522576354	POLR2K;POLR2L;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;SEC13;RAN;PLD6
Cell Cycle Checkpoints R-HSA-69620	0.000110041320155756	3.09146865077247	18/180	0.00530999388533412	CCNA2;YWHAB;DYNLL1;H2BC17;H2BC12;H2BC14;H2BC3;RPA3;MCM6;MCM8;CDC45;CDC6;CDC7;MCM3;MCM4;YWHAQ;SEC13;ZWINT
Chemokine receptors bind chemokines R-HSA-380108	0.000113477476892053	7.77165605983696	7/31	0.00537802185127694	CCR5;CCL20;CCL4;CXCR3;CXCL9;CXCL11;CXCL10
G2/M Checkpoints R-HSA-69481	0.00011970691971152	3.65645939464397	14/119	0.00547762353300645	YWHAB;H2BC17;H2BC12;H2BC14;H2BC3;RPA3;MCM6;MCM8;CDC45;CDC6;CDC7;MCM3;MCM4;YWHAQ
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs R-HSA-77588	0.000119400766854545	26.1864106723751	4/8	0.00547762353300645	SNRPG;SNRPD3;SNRPB;SLBP
Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827	0.00013174922576903	6.29727675889089	8/42	0.00592648212188145	POLR2K;POLR2L;RPA3;POLE3;POLE;POLD2;PCNA;PRPF19
Vesicle-mediated transport R-HSA-5653656	0.00013458935996271	2.53852868208406	25/305	0.00595333602235054	YWHAB;HSPA8;TUBB4B;DYNLL1;YWHAQ;SEC13;CTSC;AP1M1;SEC23A;CD3D;VAMP8;SEC22B;CLTA;COPB1;TRAPPC3;RAB1A;TMED2;CNIH1;ULK1;ARPC5;ARPC3;VAMP7;NEDD8;RAB5C;TBC1D14
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA) R-HSA-5693567	0.000146392930743823	4.38411279631643	11/79	0.00626656190635655	CCNA2;H2BC17;H2BC12;H2BC14;H2BC3;RPA3;POLE3;POLE;POLD2;PCNA;RAD51AP1
Transcriptional regulation by small RNAs R-HSA-5578749	0.000146392930743823	4.38411279631643	11/79	0.00626656190635655	POLR2K;POLR2L;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;SEC13;RAN
Infectious disease R-HSA-5663205	0.000169968817461444	2.04220688101831	43/673	0.00716027367528051	GNAI3;PPIA;YWHAB;HSPA8;TUBB4B;DYNLL1;SUPT4H1;POLR2K;POLR2L;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;YWHAQ;KPNA2;MAPK1;SEC13;AP1M1;SEC23A;CLTA;DDOST;STAT1;SUMO1;OAS2;ARPC5;ARPC3;RPL17;CCR5;RAN;H2AC12;H2AC13;RAB5C;IFNGR1;HNRNPK;SNRPD1;RANBP1;SEC11A;SNRPG;SNRPD3;SNRPB
Homology Directed Repair R-HSA-5693538	0.000184057731337779	4.25664545120001	11/81	0.00763264404641352	CCNA2;H2BC17;H2BC12;H2BC14;H2BC3;RPA3;POLE3;POLE;POLD2;PCNA;RAD51AP1
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta) R-HSA-5358606	0.000202619574771853	77.8171645702801	3/4	0.00827311309914612	RPA3;POLD2;PCNA
Nucleotide Excision Repair R-HSA-5696398	0.000226425348304755	5.03598269150345	9/57	0.00910504355152757	POLR2K;POLR2L;RPA3;POLE3;POLE;SUMO1;POLD2;PCNA;PRPF19
HCMV Infection R-HSA-9609646	0.000264975126155001	3.54438789041874	13/113	0.0104961788778414	TUBB4B;DYNLL1;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;SEC13;H2AC12;H2AC13;HNRNPK
Transport to the Golgi and subsequent modification R-HSA-948021	0.000281111893535842	3.74687228918388	12/99	0.0109716318447665	TUBB4B;DYNLL1;SEC13;CTSC;SEC23A;SEC22B;COPB1;TRAPPC3;RAB1A;B4GALT2;TMED2;CNIH1
Cargo concentration in the ER R-HSA-5694530	0.00030133641036259	10.9780655749951	5/17	0.0114249547586045	CTSC;SEC23A;SEC22B;TMED2;CNIH1
Dual Incision in GG-NER R-HSA-5696400	0.00030133641036259	10.9780655749951	5/17	0.0114249547586045	RPA3;POLE3;POLE;POLD2;PCNA
Chaperonin-mediated protein folding R-HSA-390466	0.000337849276595919	4.73613871069862	9/60	0.0124534997234107	TUBB4B;CCT8;CCT3;CCT5;CCT2;TCP1;CCT6A;CCT4;AP3M1
Telomere C-strand (Lagging Strand) Synthesis R-HSA-174417	0.000337612463955112	17.461086524648	4/10	0.0124534997234107	RPA3;POLA2;POLD2;PCNA
mRNA Splicing - Minor Pathway R-HSA-72165	0.000367474307677027	6.20883768110256	7/37	0.0133599563366415	POLR2K;POLR2L;SNRPD1;SNRPG;SNRPD3;SNRPB;SF3B6
HCMV Early Events R-HSA-9609690	0.000372657154967581	3.61861833748755	12/102	0.0133652985038373	TUBB4B;DYNLL1;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;SEC13;H2AC12;H2AC13
Golgi Associated Vesicle Biogenesis R-HSA-432722	0.000392655539254072	7.56730533264575	6/27	0.0138947706824041	HSPA8;AP1M1;VAMP8;CLTA;VAMP7;RAB5C
Leading Strand Synthesis R-HSA-69109	0.000492564621638733	39.0085739619287	3/5	0.0165476772889772	POLA2;POLD2;PCNA
Mismatch Repair R-HSA-5358508	0.000492564621638733	39.0085739619287	3/5	0.0165476772889772	RPA3;POLD2;PCNA
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha) R-HSA-5358565	0.000492564621638733	39.0085739619287	3/5	0.0165476772889772	RPA3;POLD2;PCNA
Polymerase switching R-HSA-69091	0.000492564621638733	39.0085739619287	3/5	0.0165476772889772	POLA2;POLD2;PCNA
Peptide ligand-binding receptors R-HSA-375276	0.000622143611832178	4.30815608447864	9/65	0.0206396143225325	CCR5;CCL20;CCL4;CXCR3;CXCL9;CXCL11;CXCL10;FPR3;ANXA1
ER to Golgi Anterograde Transport R-HSA-199977	0.000687569504888897	3.57801350249428	11/94	0.0225285119256189	TUBB4B;DYNLL1;SEC13;CTSC;SEC23A;SEC22B;COPB1;TRAPPC3;RAB1A;TMED2;CNIH1
Class A/1 (Rhodopsin-like receptors) R-HSA-373076	0.000715584851829603	3.84293090518025	10/80	0.0231605145945825	ADORA3;CCR5;CCL20;CCL4;CXCR3;CXCL9;CXCL11;CXCL10;FPR3;ANXA1
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1 R-HSA-1362300	0.000750157011776265	13.0905981637386	4/12	0.0239869483042676	CCNA2;TFDP1;E2F1;E2F4
Asparagine N-linked glycosylation R-HSA-446203	0.000881571916753976	2.93452811908958	14/144	0.0262886726636523	TUBB4B;DYNLL1;SEC13;CTSC;SEC23A;SEC22B;DDOST;COPB1;TRAPPC3;RAB1A;B4GALT2;TMED2;CNIH1;ALG5
HDR through Homologous Recombination (HRR) R-HSA-5685942	0.000862358767801202	6.34983677137233	6/31	0.0262886726636523	RPA3;POLE3;POLE;POLD2;PCNA;RAD51AP1
Metabolism of RNA R-HSA-8953854	0.000877441953252897	2.13829358757111	27/384	0.0262886726636523	YWHAB;HSPA8;POLR2K;POLR2L;SEC13;RPL17;RAN;NHP2;NOP10;PRPF19;LSM2;LSM5;HNRNPK;SNRPD1;SNRPG;SNRPD3;SNRPB;SLBP;SNU13;RRP9;UTP3;BCAS2;PPIL1;SF3B6;BUD31;HNRNPH2;FAM32A
Metabolism of non-coding RNA R-HSA-194441	0.000877147784618375	8.22928287462687	5/21	0.0262886726636523	SEC13;SNRPD1;SNRPG;SNRPD3;SNRPB
Transcriptional regulation of granulopoiesis R-HSA-9616222	0.000871650918823709	3.73445243730062	10/82	0.0262886726636523	TFDP1;E2F1;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;MYC
snRNP Assembly R-HSA-191859	0.000877147784618375	8.22928287462687	5/21	0.0262886726636523	SEC13;SNRPD1;SNRPG;SNRPD3;SNRPB
Polymerase switching on the C-strand of the telomere R-HSA-174411	0.000957979424111361	26.0176658093377	3/6	0.0279393119955116	POLA2;POLD2;PCNA
Removal of the Flap Intermediate from the C-strand R-HSA-174437	0.000957979424111361	26.0176658093377	3/6	0.0279393119955116	RPA3;POLD2;PCNA
Inhibition of DNA recombination at telomere R-HSA-9670095	0.00101437515268126	4.4455121806229	8/56	0.029262517991479	POLR2K;POLR2L;H2BC17;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3
RNA Polymerase I Promoter Escape R-HSA-73772	0.00107807783355375	3.95026339018625	9/70	0.0307657910779748	POLR2K;POLR2L;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3
rRNA modification in the nucleus and cytosol R-HSA-6790901	0.0011011082141406	7.74440715764529	5/22	0.0310887361737144	NHP2;NOP10;SNU13;RRP9;UTP3
E2F mediated regulation of DNA replication R-HSA-113510	0.00143016960608601	10.4766941060353	4/14	0.0399544224689713	TFDP1;E2F1;MCM8;POLA2
Processive synthesis on the C-strand of the telomere R-HSA-174414	0.00163034129885729	19.5191023590362	3/7	0.0441523041547678	RPA3;POLD2;PCNA
SLBP independent Processing of Histone Pre-mRNAs R-HSA-111367	0.00163034129885729	19.5191023590362	3/7	0.0441523041547678	SNRPG;SNRPD3;SNRPB
Telomere Extension By Telomerase R-HSA-171319	0.00163034129885729	19.5191023590362	3/7	0.0441523041547678	CCNA2;NHP2;NOP10
Pre-NOTCH Expression and Processing R-HSA-1912422	0.00165333188592766	3.39720325076712	10/89	0.0443226548005254	TFDP1;E2F1;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;TMED2
Lysosome Vesicle Biogenesis R-HSA-432720	0.00167240799335103	6.92520767129261	5/24	0.0443857081435363	HSPA8;AP1M1;VAMP8;CLTA;VAMP7
B-WICH complex positively regulates rRNA expression R-HSA-5250924	0.00177377158546144	3.64604270077541	9/75	0.0466097998793531	POLR2K;POLR2L;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3
Processing of Capped Intronless Pre-mRNA R-HSA-75067	0.00189370222602711	9.52065743911905	4/15	0.0492733892929015	SNRPG;SNRPD3;SNRPB;SLBP
Activation of BH3-only proteins R-HSA-114452	0.002028001298937	6.57763041443825	5/25	0.0522554897803767	YWHAB;DYNLL1;TFDP1;E2F1;YWHAQ
Defective pyroptosis R-HSA-9710421	0.00221375963544622	3.87354139533116	8/63	0.0564934430045603	H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;POLA2
Mitotic Prophase R-HSA-68875	0.00230944017070554	3.23018823216242	10/93	0.0583738496481191	H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;MAPK1;SEC13;RAB1A
HDACs deacetylate histones R-HSA-3214815	0.00255734490919812	3.4345143856152	9/79	0.0634317139159982	H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;H2AC12;H2AC13
NoRC negatively regulates rRNA expression R-HSA-427413	0.00255734490919812	3.4345143856152	9/79	0.0634317139159982	POLR2K;POLR2L;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3
Intrinsic Pathway for Apoptosis R-HSA-109606	0.00260232539831078	4.95331630729123	6/38	0.0639497371029334	YWHAB;DYNLL1;TFDP1;E2F1;YWHAQ;MAPK1
Assembly of the pre-replicative complex R-HSA-68867	0.00263311832548528	2.8140118939533	12/127	0.0641128076682379	H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;MCM6;MCM8;CDC6;MCM3;MCM4
Negative epigenetic regulation of rRNA expression R-HSA-5250941	0.00279080745168146	3.38528543313423	9/80	0.066727954745609	POLR2K;POLR2L;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3
RHO GTPases activate PKNs R-HSA-5625740	0.00279080745168146	3.38528543313423	9/80	0.066727954745609	YWHAB;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;YWHAQ
Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399	0.00298177008044844	4.80152959365392	6/39	0.0700320158717713	RPA3;POLE3;POLE;SUMO1;POLD2;PCNA
trans-Golgi Network Vesicle Budding R-HSA-199992	0.00298177008044844	4.80152959365392	6/39	0.0700320158717713	HSPA8;AP1M1;VAMP8;CLTA;VAMP7;RAB5C
Pre-NOTCH Transcription and Translation R-HSA-1912408	0.00304085240482329	3.33742293572736	9/81	0.0707931779157984	TFDP1;E2F1;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3
Clathrin-mediated endocytosis R-HSA-8856828	0.00330828820446708	3.29087082402798	9/82	0.0756913525401347	HSPA8;CD3D;VAMP8;CLTA;ARPC5;ARPC3;VAMP7;NEDD8;RAB5C
Post-translational protein modification R-HSA-597592	0.00329623502733577	1.75547945126833	38/659	0.0756913525401347	CCNA2;HSPA8;TUBB4B;DYNLL1;H2BC17;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;SEC13;CTSC;SEC23A;UBA3;UBE2F;SEC22B;DDOST;SUMO1;COPB1;TRAPPC3;RAB1A;B4GALT2;TMED2;CNIH1;ALG5;PCNA;MYC;NEDD8;TOP2A;H2AC12;HCFC1;H2AC13;RAB5C;USP10;DTL;SNX3;HNRNPK;SAE1
RHO GTPase Effectors R-HSA-195258	0.00337965649620882	2.3435075469232	16/202	0.076663319153318	YWHAB;TUBB4B;DYNLL1;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;YWHAQ;MAPK1;SEC13;ZWINT;ARPC5;ARPC3
HATs acetylate histones R-HSA-3214847	0.00340856261021093	3.04277727290502	10/98	0.0766637726059306	H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;H2AC12;HCFC1;H2AC13
Meiotic recombination R-HSA-912446	0.00360545676813268	3.54613164085263	8/68	0.0804107753161692	H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;RPA3
Cleavage of the damaged purine R-HSA-110331	0.00386296221771931	4.52532220711225	6/41	0.0832045807411703	H2BC17;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3
