p.value	odds_ratio	overlap	adj_p.value	genes
Response of EIF2AK4 (GCN2) to amino acid deficiency R-HSA-9633012	1.48442869023908e-82	115.219584236219	71/92	3.58152158535865e-80	UBA52;EIF2S2;ATF2;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
L13a-mediated translational silencing of Ceruloplasmin expression R-HSA-156827	3.52512383458469e-82	102.910302367501	72/96	7.79639888082314e-80	UBA52;EIF2S2;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;EIF3L;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;EIF3M;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
Cap-dependent Translation Initiation R-HSA-72737	1.32982804937325e-81	98.8036328758204	72/97	2.52097403074043e-79	UBA52;EIF2S2;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;EIF3L;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;EIF3M;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
Eukaryotic Translation Initiation R-HSA-72613	1.32982804937325e-81	98.8036328758204	72/97	2.52097403074043e-79	UBA52;EIF2S2;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;EIF3L;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;EIF3M;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
Selenoamino acid metabolism R-HSA-2408522	8.99733470274628e-79	94.3754982411887	70/95	1.59192842007258e-76	UBA52;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34;INMT
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) R-HSA-975957	1.67062730919032e-78	100.219116741922	69/92	2.60814404623006e-76	UBA52;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
Nonsense-Mediated Decay (NMD) R-HSA-927802	1.67062730919032e-78	100.219116741922	69/92	2.60814404623006e-76	UBA52;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
Influenza Viral RNA Transcription and Replication R-HSA-168273	3.03785710053391e-73	65.479730164159	70/106	4.47915152489833e-71	UBA52;POLR2F;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
Cellular response to starvation R-HSA-9711097	2.57098363770007e-68	42.5868173627221	73/132	3.49722923772559e-66	UBA52;EIF2S2;ATF2;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;ATP6V1F;ATP6V0E1;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
Major pathway of rRNA processing in the nucleolus and cytosol R-HSA-6791226	2.63544026957467e-68	48.9853329962015	70/118	3.49722923772559e-66	UBA52;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34;RPP30
Influenza Infection R-HSA-168255	6.21881525926037e-68	47.9955114072814	70/119	7.85939795146525e-66	UBA52;POLR2F;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
rRNA processing in the nucleus and cytosol R-HSA-8868773	8.64422677186669e-68	45.3631762939219	71/124	1.0428080842061e-65	UBA52;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34;NOP10;RPP30
rRNA processing R-HSA-72312	1.9446296476574e-67	44.511844012836	71/125	2.24393351516641e-65	UBA52;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34;NOP10;RPP30
Regulation of expression of SLITs and ROBOs R-HSA-9010553	2.92675519006148e-60	32.0230484205481	70/143	3.23650344767632e-58	UBA52;PSMC5;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
Signaling by ROBO receptors R-HSA-376176	1.20479593375964e-53	23.2392622759589	70/170	1.27901136327923e-51	UBA52;PSMC5;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34
Metabolism of amino acids and derivatives R-HSA-71291	2.14075819278084e-46	16.2150095032554	71/216	2.18522009370783e-44	UBA52;PSMC5;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34;INMT
Metabolism of RNA R-HSA-8953854	2.47031454288297e-37	9.31470301600618	81/384	2.42822770252274e-35	UBA52;PSMC5;POLR2F;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34;NOP10;LSM3;LSM4;LSM5;SNRPE;SNRPG;LSM10;RPP30;SF3B5;SNRNP27
Cellular responses to stimuli R-HSA-8953897	5.38347547487792e-36	7.54893896180133	99/620	4.92680824494e-34	UBA52;PSMC5;EIF2S2;CDC26;SKP1;CCNA2;CXCL8;DYNLL1;TFDP1;E2F1;H2AX;H2BC8;H2BC3;RPA3;TP53;JUN;NFKB1;RELA;CYCS;SP1;FOS;ATF2;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;COX5A;COX4I1;COX16;COX7A2L;HSF1;ATP6V1F;ATP6V0E1;EEF1A1;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34;MYC
Cellular responses to stress R-HSA-2262752	5.38347547487792e-36	7.54893896180133	99/620	4.92680824494e-34	UBA52;PSMC5;EIF2S2;CDC26;SKP1;CCNA2;CXCL8;DYNLL1;TFDP1;E2F1;H2AX;H2BC8;H2BC3;RPA3;TP53;JUN;NFKB1;RELA;CYCS;SP1;FOS;ATF2;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;COX5A;COX4I1;COX16;COX7A2L;HSF1;ATP6V1F;ATP6V0E1;EEF1A1;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34;MYC
Metabolism of proteins R-HSA-392499	2.87574561138383e-32	6.30422271039057	119/998	2.54407628420423e-30	DERL2;UBA52;RNF5;PSMC5;EIF2S2;SKP1;CCNA2;DYNLL1;H2AX;H2BC8;H2BC3;TP53;RELA;RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;EIF3L;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;EIF3M;UBE2A;UBE2L3;UBE2F;COX5A;UQCRQ;COX4I1;EEF1A1;RPL28;RPL23A;RPL37;RPLP1;RPL32;RPL22;RPL15;RPL26L1;RPLP2;RPL19;RPL10;RPL13A;RPL31;RPL27;RPL26;RPL13;RPL3;RPL7A;RPLP0;RPL27A;RPL17;RPL38;RPL24;RPL8;RPL18A;RPL18;RPL12;RPL30;RPL41;RPL23;RPL29;RPL10A;RPL36;RPL22L1;RPL6;RPL35;RPL4;RPL11;RPL35A;RPL7;RPL37A;RPL34;PCNA;MYC;TOP2A;PFDN1;PFDN5;VBP1;TAF10;UCHL3;SEC11A;EEF1A2;SRP14;MRPL27;MRPL28;MRPL12;COMMD6;MRPL58;MRPS11;MRPL23;MRPL40;SSR2;MRPL22;MRPL43;MRPL51;AURKAIP1;MRPL47;MRPS24;MRPL41;MRPL46;MRPL11
SARS-CoV-1 modulates host translation machinery R-HSA-9735869	6.43478190321847e-32	110.338387883786	27/33	5.50900360359414e-30	RPS16;RPS15;RPS24;RPS15A;RPS18;RPS23;RPS7;RPS8;RPS27L;RPS25;RPSA;RPS19;RPS10;RPS11;RPS6;RPS3A;RPS21;RPS9;RPS27;RPS29;RPS5;RPS12;RPS13;RPS2;RPS20;RPS17;EEF1A1
