SW2	SW3	SW4	SW5	SW6	SW7	SW8	SW9	SW10	SW11	SW12	SW13
ARHGDIB	3.01710017893996	1.03982024032573	1.03608181507957	1.09744530468818	1	1.14726291457176	1.40860837037343	1	1.12012124840848	1	1	2.06317628084461
ARHGAP31	2.14552216989191	1.00233314176349	1	1	1.57112286533685	1.00870090246592	1	1.00007669257777	1.00021533824345	1	1	1
ARHGAP30	1.12845371149051	1.23136739584735	1.28057652938262	1.00826766260654	1	1.01246890666333	2.09237200118108	1	1.00022156000793	1	1.15342099432354	1.57887280412255
ARHGAP25	1.34299191087619	1.15166132980419	1	1	1	1.0042008842091	2.34859347676947	1	1	1	1.08322319579283	1.24757543109642
ARHGAP18	1.04582703620143	1.42922456247601	1	1.02714536867997	1.34103648411006	1	1.01346203164711	1	1.17663629134407	1	1	3.22373146345434
ARHGAP15	1	1.00246963368374	1.13420599530555	1.01445278099616	1	1.04044382443973	1.25825961284979	1	1.07868782116118	1	1	2.47939246891717
ARFIP2	1	1	1	1	1	1	1	1	1	1	1	1
ARF6	1.32384217234562	1.58451173616244	1	1.00404233033428	1	1.02495801025537	1	1	1.00021208115324	1	1.02043887388251	1
ARF5	1.06338302754346	1	1.03011899620689	1.00786000722853	1	1.14755941911103	1	1.00007766724896	1.00021462933976	1	1.15791391738822	1.02841083540298
ARF4	1.20371253345583	1.53022265614818	1	1	1	1.57339530444683	1.05007583059004	1.00008341110566	1.00020538728975	1	1.38684531999936	1
ARF3	1.14364252271379	1.04417411004126	1	1.00073754308985	1	1.11357761919448	1	1	1.00021865572858	1	1.01256499245097	1.07621978521145
ARF1	1	1.19548058280387	1	1.00135855842575	1	1.12598502513473	1.03058632986793	1.00007753822243	1.00020593157446	1.00490533769145	1.05924220550461	1
AQP1	1.78344026424895	1	1.51029810353268	1.0411135975175	1.9768957394597	1	1.1748090103685	1.0000847634778	1	1	1	2.64054457595935
APOO	1.17793308324108	1.21384964935064	1	1	1.3716976240965	1	1	1.00007742008534	1	1	1.71371638477498	1.16603422408958
APOC4	1	1	1	1	1.05996995433924	1.0608322695746	1.05988369923104	1.0000831710887	1	1	1.80815237608477	1.03623819596572
APOC3	1	1	1	1	1	1.2468378209263	1.02246275642964	1.00008014660456	1	1.00496087758755	1.06387773250253	1
APOC2	1.02016074345937	1	1.01640870185427	1	1	1.38943228697466	1	1.0000760550768	1.00021396886191	1.00495329600636	1.0735126998658	1.32123531170111
APOC1	1	1.01295641567916	1	1.00592718205508	1.07086511803035	1	1.1151979926605	1.00007899931218	1	1	1.30180168267374	1.03109034871816
APOBEC3G	1.19625867240833	1.02950049867744	1.12787841033526	1.06305875829468	1	1	1.20556988471763	1	1.00023874351746	1	1	2.02224389603299
APOA2	1.28245736522093	1.07018892061406	1	1.00123115438584	1.02894855885146	1.33465158659353	1	1.00008256631813	1.00019757280247	1	1.23767339112142	1.08171579696172
APH1B	1.63442279895234	1.01943874849281	1.02264379900317	1.10249826949272	1	1	1.03446920345987	1	1.0113997352828	1	1	2.08954638164233
APH1A	1.01084225245326	1.00233062794877	1	1.00405344052758	1.01467894496625	1.31942395760539	1	1	1.01025446107897	1	1.02005304311254	1
APEX1	1.15265352940611	1	1.03317431494223	1	1	1.18567424681381	1	1	1.07353548551314	1	1.06454598027692	1.06328030437834
APCS	1.03421058483341	1.04775079740038	1	1	1.02916718070296	1.03685961833606	1	1	1.00775520479062	1	1.0082698504644	1
APBA3	1	1.01289732661432	1.15059411058275	1	1	1	1.0522255655401	1	1	1	1.24512527679019	1
AP3S1	1	1.02976041626463	1	1	1.01181111683684	1.11522718224272	1.00048938889401	1.00008366122462	1	1	1.3803124639461	1.31074747580284
AP3M1	1.05626762892051	1.48668327296451	1	1	1	1.6979647720695	1	1.00024832292029	1	1	1.19128313676671	1
AP2S1	1.14454032755412	1.13088599595895	1	1.01174064889432	1.02201345297117	1.09128150897469	1.00116421814014	1.00007917595262	1.00021117133574	1	1.13953990683951	1
AP2M1	1.05888779669654	1.10921712251591	1	1.06286902336224	1	1.0157093707314	1	1	1.01471002573626	1	1	1
AP1S2	3.2447616017679	1.14202025776514	1	1.13278408203815	1.15557949840692	1	1.05883979843109	1	1.00023196331566	1	1.04249105648916	1.13218184854457
AP1S1	1.42618238594938	1	1.45621580099955	1.02150607516406	1	1.22888418898848	1	1.00008790679513	1	1	1.57236916762969	1
ANXA2	3.48458728896126	1	1.30367718414752	1.00840673434022	1.1989962049232	1.32529171944335	1	1.00008776774143	1.00026491145739	1	1.65237695662951	1.24679339358921
ANLN	1	1	6.33472377170714	1	1	1.39947719469078	1	1.01559166488845	1.00024115783459	1	3.58990434805442	1
ANK2	1.05751580184426	1	2.10037827661712	1.00932723086672	1.90881360800769	1	1.46209705834681	1.00007818720368	1.00022603092233	1	1	4.1673212558882
ANGPT1	1.23485538173833	1	1.14893612870795	1.07709312648895	1.5373160738582	1	1	1.00837827896535	1	1	1	4.43617599893087
ANAPC13	1	1.09444500788351	1	1	1.03855891751587	1.03112960394213	1	1.04216884995726	1.00020377336033	1	1.27431883465056	1.39113279268395
AMIGO2	1.55522347034339	1.04357894318506	1	1.00267872870299	1.0054923710716	1.04713091153851	1.13385394798267	1.00008217863794	1	1	1.13331316286621	1.00801242485271
AMELX	1	1	1	1	1	1	1	1	1	1	1	1
AFG3L2	1	1	1	1	1	1	1	1	1	1	1	1
AFDN	1	1	1.36167569128671	1	1.01584420906372	1	1	1	1	1	1	1
ADRM1	1.11562307317837	1.00373153805307	1	1.01035349836818	1	1.21389327249374	1.05406052503618	1	1.00019804978866	1	1.05145328689807	1
ADRA2A	1	1	1	1.07583891666235	1.1531401773523	1	1	1	1	1	1	4.37121670267752
ADORA3	3.51154280375267	1	1	1.03851765142268	1	1.83958238322957	1.15044617079379	1.00008047010763	1.00027430515871	1	1.1211853925453	2.10387441498614
ADM	1.20644749658706	1.03005379357716	1	1.00031221061235	1	1.00904439502528	1	1	1.00019947435885	1	1.182646368779	1
ADIPOR1	1.16215034424723	1	1	1	1.03401010778217	1.36422560017681	1	1	1.00019638660761	1	1.48608785141492	1.00060505618828
ADD3	1.05562217196135	1	1	1.01319391431021	1	1	1.20328412064953	1.00007825616369	1.00022335772428	1	1	1.41049694624119
ADAMTS3	1.47858382502963	1	1	1.01957243310548	1.09762460804172	1	1.09375512652965	1	1.0002922400145	1	1	1.13440465667589
ADAMTS2	1.05665302997338	1	1.38909322032618	1.00132006515337	1	1.01974255518531	1.19405068268994	1.00008206662634	1.00022454758459	1	1.08473745041558	1.93319003612227
ADAMTS1	1.03907887813027	1.02485094430059	3.72889205053623	1.00858073928333	1.40330967604465	1	1.71711728941422	1	1.00023668931813	1	1.03611611782809	1.88101178494376
ADAM9	1.45060998551332	1.12559137797371	1	1.07617117248902	1.26375618429324	1.13545532605743	1	1	1.0315247431343	1	1.03282865464159	1.09541759700762
ADAM10	1.06219770366064	1	1.08852845631588	1	1	1.30451099320222	1	1.00008075877112	1.00020385497065	1	1	1.11818679234721
ACTN1	1	1	1	1	1	1	1	1	1	1	1	1
ACTB	1.76461960784272	1.04124459223419	1	1.00588843096506	1	1.39684582410213	1	1	1.03434615544285	1.01378380763722	1.13599483290968	1.12492392800693
ACTA2	1.0813665863096	1	1.04650440474925	1.00624934423066	1.50819095311267	1	1.11929616222397	1	1.24421520369607	1	1	2.21131491292994
ACOT13	1	1	1	1	1.07347663566168	1.04994151621267	1.09464646107764	1	1	1	1.15407504703573	1.00827087607403
ACAN	1	1	1	1	1	1	1	1	1	1	1	1
ABR	1.05138244106938	1	1.18355328878007	1.20356498081393	1	1	3.11735177992271	1	1.00021040560828	1	1	1.86394384913071
ABL2	1	1.05637491753902	1	1.06293494876804	1	1	1.11735637497585	1.0000810641966	1	1	1.01013910405809	1
ABI1	1.33680565412424	1.15855381763488	1	1	1	1.14462146452088	1	1	1.05575384998523	1	1	1.00730611969546
ABHD17A	1	1	1.31926135339583	1.00296361238574	1	1.29614863205012	1	1	1.12662093008021	1	1.04612795321422	1.37659131334165
ABCE1	1	1.32014244711181	1	1	1	2.70442775728129	1	1.00008298487242	1	1	1.20366198287517	1
ABCD4	1	1	1.0049829650677	1	1.04327705591137	1	1.06173842972709	1.05127391002806	1	1	1	1
ABCB7	1	1	1.02529331480027	1	1.08919865722933	1	1	1	1	1	1.10424085927641	1
POFUT2	1	1	1	1	1	1	1	1	1	1	1	1
CEL	1	1	1	1	1	1	1	1	1	1	1	1
ATPAF1	1.04330826803591	1	1	1	1.25636014823664	1	1	1.0000790277164	1	1	1.09233572096581	1
FKBP8	1.03055172912576	1	1	1.0079837889796	1	1.20185679084973	1	1	1.09197860247108	1	1.0402880526291	1
LOX	1.27108336130235	1	1.12664472387559	1.02404778980102	1.12100485814982	1	2.04828218265914	1.0000935466807	1	1	1	1.57987644123554
UBLCP1	1.21876431122661	1.04783981505587	1.03975895800098	1.01176366993096	1	1.8050644305607	1	1	1.00021227198482	1	1.16952240552129	1.12678940401858
TFB2M	1.03122224870778	1.02559423525144	1	1.00123309312269	1	1.85002316252395	1	1.00008262641796	1	1	1.25921563814083	1
SULT1C3	1	1	1	1	1	1	1	1	1	1	1	1
SULF2	1.068687602549	1.01188072390011	1.00231033718764	1	1	1.20805122328334	1.04916433999548	1.00009479399741	1	1	1.15494376735264	1.58713284350364
SULF1	1.0662926557592	1	1.05553072034375	1.02562991247579	2.16554204129035	1	1	1.28091276801602	1	1	1	1.64082655425668
SSU72	1	1.0127231220385	1	1	1.11964532597832	1.09555439995283	1	1.00008404085591	1	1	1.73261927162714	1.00427548783334
SSH2	1	1.04134743569838	1.27014690001286	1.0359560209913	1.38062312198656	1	1.07612655853964	1	1	1	1.05702392649941	1.03263421436163
SPTSSA	1.07750103005054	1.01940275694191	1.97785462060559	1	1.01704319801308	1.43261465442505	1.01461546467372	1	1.00025433487051	1	1.06003057280684	1.47033668714056
SMPD2	1.04070974695156	1.2309445375378	1	1.00263439234873	1	1.0279678212184	1.00554068368113	1	1	1	1.05874180796646	1.10624057938498
SMDT1	1	1	1	1.00125183326771	1.29307730972567	1	1	1.0000811244777	1	1	1.8308658882282	1.11503257560599
SLC8A1	2.35301386949077	1.11751851406427	1	1.01075534716525	1	1.02831729562382	4.81604291350432	1	1.04595904576451	1	1	1.18739223366758
SLC24A1	1	1	1.16208029454782	1	1.00020317790586	1	1	1.00008836262037	1.00020302446857	1	1	1
SLC1A3	3.0196088463563	1	1	1.00125889014481	1.02369773845299	1.06417098661008	1	1	1.04474065922486	1	1.1768918748514	1.32855684530734
SLC10A1	1	1	1.01918578287047	1	1	1.42542951394282	1	1.00008374512961	1	1	1.15620374358677	1
SEPHS2	1	1	1.10764117136891	1	1	1.65152167120626	1	1.00008126571056	1	1	1.28370173726378	1
SDSL	1	1	1	1	1	1	1	1	1	1	1	1
SCNN1D	1	1	1.13200804136746	1	1.07928794698574	1	1.01910688663008	1.00009621722788	1	1	1	1
SCNN1B	1	1	1	1	1	1	1	1	1	1	1	1
SCNN1A	1	1	1	1	1	1	1	1	1	1	1	1
SCN7A	1	1	1.22278678764041	1.07304279283025	1.90541873551523	1	1.07718229991674	1.01313812204138	1	1	1	5.49686910022344
RTRAF	1.0360944533979	1	1	1	1.20526005863354	1.13944856856197	1	1	1.00020641737542	1	1.41687410634493	1.23436819518952
PPA2	1.00540997723861	1	1	1	1.18402951213971	1.05003075971135	1	1.00008140003443	1.00019830128823	1	1.37113891774236	1.00850951214798
PMM2	1	1	1	1	1	1	1	1	1	1	1	1
PLPP4	1.42846336560492	1	1	1	1	1	1	1	1.00022661469025	1	1.05052354470475	1.93211025441977
PLD6	1	1	1.08493416015479	1	1.13199330885097	1.01413544012998	1	1	1.00022678962846	1	1	1
PLD3	1.2291450624557	1	1	1.04185957772891	1	1.17584589256772	1	1	1.04020437333322	1	1	1
PLAAT4	1.17950492524202	1.32462514045369	1	1	1	1	1.02154463903254	1	1.01114425236544	1	1.01575685035241	1.41301063581676
PIP5KL1	1	1	1	1	1	1	1	1	1	1	1	1
PIP4P2	1.61275503050918	1	1.02080984883475	1.0157262692326	1.4501570149303	1	1.13595844886267	1.00007719973142	1.00021619015717	1	1.03116709963737	2.23014935938044
PIP4P1	1.02204166302417	1.04686359499286	1.03100125928761	1	1.44105774142841	1.00331783299807	1.05335457448615	1.51023985517229	1	1	1.07788483950857	1
PIN1	1.54331277625828	1	1.28409136883441	1	1	1.38219956551137	1	1.17321628593672	1	1	1.35815797627858	1
PDF	1.03365496828292	1	1.03611749602632	1.01661117548528	1	1.26261353506269	1	1.0000975448865	1	1	1.08430883498766	1
PCYOX1	1	1	1	1	1	1	1	1	1	1	1	1
PCNA	1.30823467700664	1.26338204979696	1.0188304989903	1.00132363066601	1	2.54489442402536	1	1	2.1384149414416	1	1.69071892093935	1.02281345258651
PCMT1	1	1.21187883730101	1	1.00581009810421	1.05023034488379	1.07041923876431	1	1	1.00022325745001	1	1.05353152008588	1
PARP8	1.18002881603891	1	1.58559918504074	1.00225801698709	1	1.00784411376018	1.63952591332564	1	1	1	1.16654891185666	2.80180297216319
PARK7	1.47096508860846	1	1.03318506805425	1.00027631725167	1	1.38219956551137	1.22696480036488	1	1.12234950479516	1	1.42963343085446	1.08659549737972
NAA20	1	1.37754905305804	1	1.00498519736909	1	1.11922408691583	1	1	1.00020138025584	1	1.66884555735369	1.13867505789518
MAGT1	1.08103621773426	1.22941358655353	1	1	1	1.14083563984466	1	1.00007941542508	1.00020655327138	1	1	1
LYPLA1	1.01940634103205	1	1	1.00194110734479	1	1.21357501695908	1	1.00653027786778	1.00020055079711	1	1.17611310733826	1
LPCAT1	1.20649292026935	1.27604654965487	1.01650232842202	1.01309942470847	1	1.19030400858215	1.18057977588249	1	1	1	1.54338344777368	1
FAR1	1.7082734716247	1.01146701871226	1.3935772944895	1.01682545730232	1.11092467097256	1	1.30360066707986	1	1	1	1.08645450264429	1.49893566844319
ELOVL7	1.60426442491107	1	1.2234971115848	1.00566028028123	1.37072922370509	1	1.04104743689695	1.00007753188166	1	1	1	2.16579645834425
DUSP23	1.07814358013949	1	1	1	1.0079845124253	1.32590005987857	1	1	1	1	1.26668789432577	1
DPYSL3	1.23415935034241	1.03208710304133	1.17684589887084	1.0598303606767	2.59347476678046	1	1.05277687050435	1.00008438715333	1.05086193851806	1	1	5.21088637334058
DIMT1	1.06608561263454	1.01164742603576	1.01782980678823	1.01422863931311	1.0133122344036	1	1	1	1.00022563057083	1	1.02852988487284	1.02199893725177
DHPS	1	1	1	1	1	1	1	1	1	1	1	1
CBR4	1	1	1	1.00122516295291	1.01644371828074	1	1	1.06192718446861	1	1	1	1
BMPR1B	1.01506694983003	1	1.00893267927704	1.00304808611794	1.02739083534433	1.318089753031	1	1	1.00024650585785	1	4.7947660940485	1.1775440764909
BMP2	1	1	1	1	1	1	1	1	1	1	1	1
APIP	1	1	1	1	1	1	1	1	1	1	1	1
AGA	1.17166661889272	1	1.03236646972236	1.14086493916562	1	1.06074994783021	1.06745592631322	1	1.81050685568707	1	1	1.72242157161229
ADPRH	1.0016505336595	1.08584029330393	1.39383511251666	1.21104152230837	1.08533027483292	1	1.11188758446584	1	1.01219478115489	1	1.00557715308279	1.10595406173758
ACSM6	1	1	1	1	1	1	1	1	1	1	1	1
ACSM3	1	1.09410813810747	1	1	1.07916744915888	1	1.08938273332044	1.10982073339113	1	1	1.21855574366843	1
ACSL6	1	1	1	1	1	1	1	1	1	1	1	1
ACSBG1	1	1	1	1	1	1	1	1	1	1	1	1
ABHD14B	1.09252192583848	1.10232065216263	1	1	1	1.14601305785956	1.00548754154228	1.000076192336	1	1	1	1
ABCB1	1.01895865989701	1.06896224062091	1.2577841938423	1	1	1.19771837947325	1	1.00008494502669	1.02548480520542	1	1	1.16737228132655
PPA1	1.12336615731916	1.1978143715904	1	1.04253766430533	1	1.58525033886624	1	1	1.04641172079687	1	1.38354720031038	1.02595913987185
ELOVL1	1.76130315257636	1.21013756741813	1.07606794759217	1	1	1.75004789701129	1	1.00008346061671	1.000210178732	1	1.06104834398791	1.01987672850767
ELOVL5	1.04771682245013	1	2.41030945156414	1	1.07063848611577	1.00979244913912	1	1.00008589279054	1.00021254023627	1	1.10445109356958	1
UQCRQ	1.08632026383401	1.01953919335115	1	1.05081683560611	1.11377981217574	1.3876273321247	1	1.00007974011424	1	1	1.47346805138851	1.06095427314477
UQCRH	1.03767395487291	1.00009014469907	1	1.03991815445781	1.56095889933865	1	1	1.00008335371484	1	1	1.96195605382542	1.26769149755115
UQCRFS1	1.03776533110925	1.11706969154996	1	1.02343916763806	1.33484025001192	1	1	1.00184190798541	1	1	1.5558705923165	1.02002663680953
UQCRC1	1.0591426544947	1	1	1.02424512688028	1.36219867190037	1	1	1.06405159223351	1	1.01480746782076	1.18135472368816	1
UQCRB	1.10447549572077	1	1	1.00262944327236	1.44757915583752	1	1	1	1	1	1.42516278559833	1.1580935345117
UQCR11	1.02914647223879	1	1	1.11201756915698	1.12055989616346	1.13759626594076	1	1	1.00020377489832	1	1.60731334850078	1.05734987712449
UQCR10	1.0662499262597	1.07231937633172	1	1.00739189071041	1.54234863151476	1	1	1.00007803567883	1	1	1.19854126693794	1.09956487824418
TUSC3	1.00543283224665	1.07525441743513	1.5815229040147	1.00123859980417	1.1670525162249	1	1	1.00707643097101	1.00020255235093	1	1	4.28339825576258
TCIRG1	1	1	1	1	1	1	1	1	1	1	1	1
STARD3	1	1	1	1	1	1	1	1	1	1	1	1
SPTLC2	1.30214992412784	1	1	1.02364174014125	1.00937622651163	1.05524561228789	1	1	1.00405298078126	1	1.04370988779386	1.03066036766321
SMS	1.2232540494931	1	1	1.0058317625957	1.00073345592095	1.65450697912281	1	1.00007777393996	1.29479420154116	1	1.40783374076652	1.1089475560707
SLC24A3	1.03976920629783	1	1	1.01459528106686	1.96928626366244	1	1.63343855245255	1	1.00022033324118	1	1	1.78972087386454
SLC1A5	1.65853306735784	1.04087192744476	1	1.01458174585065	1.26979577444641	1	1.11303273677601	1	1.18785638810796	1	1	1.84784983206543
SLC17A5	1	1.71004490586134	1.03705540151988	1	1	1.44707103468796	1	1.00007699719476	1.00022646276216	1	1	1
SLC12A1	1.95689230421661	1	1	1	1	1.51634251342732	1.09064276662063	1	1.0030455204164	1	1.40422155928422	1.09499661043891
SLC11A2	1.0086517162131	1	1.04170625520146	1.00257977607303	1	1.01742303633334	1	1	1.06811897961966	1	1	1.01924500957136
SEC11C	1.07860722942735	2.29739024557111	1	1.0012462667188	1	1.25936706221741	1.08566829126916	1	1.00013839760173	1	1.12099422518848	1.08171925587355
SEC11A	1	1.00123153251216	1	1	1.23817548634986	1.76801002079491	1	1	1.00022428833422	1	1.5199350004713	1.20380749696692
SDHD	1.03634581541205	1.13703599574861	1	1	1.03109371649093	1.1351089548665	1	1.00008449264822	1	1	1.00427214138038	1
SDHC	1	1.02678766581034	1	1.00809780380785	1.02303930361265	1	1	1.00007872502129	1	1	1.43581503476069	1.0083973570407
SDHB	1.07030637927237	1	1.04913862297288	1.03101746264679	1.02638583334955	1.34391546839573	1	1.00007710642249	1	1	1.66291297351315	1
RRM2B	1.23887626365361	1	1.21121886151712	1	1	1.15147218814089	1	1.00008560270135	1.00022056905594	1	1.07274156333364	1.10244972373346
RPN2	1.3585321019124	1.06017740435937	1	1	1	1.45241844847993	1	1.00007863973564	1.00022403313638	1.01472912534838	1	1.01977110860542
RPN1	1.31399840066916	1	1	1	1	1.39439650805346	1	1	1.00020970633802	1.01476250279233	1	1.00426299145389
RPL36A	1.02033568026427	1.04717112132137	1	1.00198948471485	1.99205060701195	1	1	1	1.00022477879959	1	1.05583578583021	1.39164782564558
RPL14	1.01069227119516	1	1	1	1.33585944681204	1.109473257622	1	1	1.00024225802637	1	1.02904854300377	1.22919031397943
PMVK	1.04811139359001	1.35037446231186	1	1	1.0335795361166	1.2175223062526	1	1.00007844404258	1	1	1.21681753042948	1
PLPP2	1.13266495227961	1	1	1	1.36759248555124	1	1.05878218257189	1.00009599044349	1	1	1.01647215439667	2.1206109129557
PLPP1	1.40083337297481	1	1.15030388705647	1	1.07483983761719	1	1	1	1.00022805487789	1	1.15869598354506	1.85538729802857
PLCL1	1.61501423538291	1	1.15108306020693	1.19174745092568	4.11500997990393	1	1.24100962538106	1.00243829602472	1	1	1	1.25259917425206
PLA2G7	2.03362643919745	1.18118804409552	1	1.0944430258369	1	2.84497887619803	1	1	3.44038353292265	1	1.00560612751927	1
PIK3R5	1.4716816899732	1.09250785591997	1.3421691331514	1.00124189097956	1	1	1.43729325132682	1.000089354574	1	1	1.15217501686853	1.60078611113563
PIGT	1.22260931723375	1	1.14410081490659	1.00131258382301	1	1.03514207007834	1	1.00007773856045	1.00187942130756	1	1.02707940306627	1.12941920110198
PIGK	1.10306195669763	1.48145189437484	1	1	1.07513022515166	1.39414089387653	1	1.01107545214721	1.00020002425693	1	1.03308379766611	1.06208761516081
PI4K2A	1.18301639948241	1.08310420950558	1.44362567392822	1	1	2.36598443209646	1.01389915301271	1.10400578541033	1	1	1.3552289269114	1
PHYH	1	1	1.05234958368726	1	1.01404880696546	1.29304862008981	1	1.00814368661891	1	1	1.13981185287493	1
PGK1	1.03585057213716	1.19010107558623	1	1.00455178019991	1.58164610587251	1	1	1.00008029923972	1	1.03609383884459	1.0641597348995	1
PGAM1	1.61603534091033	1.11710314588534	1.03449065247958	1	1	1.45502094259303	1	1	1	1	1.13163514976867	1.00501000328159
PDHA1	1	1	1	1	1	1	1	1	1	1	1	1
PCCB	1.03738920511134	1.01617670729647	1	1.00256046369387	1.01546151351579	1	1	1.03393445132471	1	1	1.36167651917858	1
PAPSS1	1.04296019721885	1.08311985443015	1.10628411642987	1.00595157224079	1	1.08459759923379	2.61490452131105	1	1.00022404299704	1	1	2.16838067939729
NME4	1.05578057697268	1	1.11786014126599	1	1	1.32271683860589	1	1.00008211183871	1	1	1.10093282590311	1
NME2	1	1	1	1	1	1	1	1	1	1	1	1
NME1	1.20325794345808	1.07026480091671	1	1.00298687310029	1	3.23693626483685	1	1	1.0160085019963	1	1.10903338676179	1.17064262609976
MCAT	1.15303282125092	1.02665435312285	1	1.06379674800894	1.0192996310961	1.02017691845977	1	1	1.00022295401067	1	1	1
MAN2B1	1.30372989954304	1.15157370077069	1	1.07362986810084	1	1.07054674065392	1.01132914658398	1	1.55675246231031	1	1	1.05702007833649
HEXB	1.41975710275806	1.004758871216	1	1.00131158457632	1.02651768191603	1.17517381187359	1	1.06941399153913	1.00020473493418	1	1.57155304297391	1.05400528642364
HEPH	1.90825837222169	1.06649463903564	1	1.01739542058517	1	1.03010024702155	1.11374181363477	1.00008039051598	1.01728756648307	1	1	3.94309285845418
HCST	2.02207173474132	1	1.00248161741012	1	1	1.24258304385888	1.70075403450852	1	1.00025423369472	1	1.7051874059353	1.33166664203773
GUCY1A1	1.63809102188186	1.23262806839349	1	1	1.23876858919753	1	1.09873835179788	1.07070951642814	1	1	1	1.84946326126543
GCSH	1	1	1.12213604721168	1	1.1351313198919	1.28539869921051	1	1.00008000362991	1	1	1.11398750634845	1.01570100421396
ECI1	1.03103299798379	1.1129568289764	1	1.0012438393586	1.10545497724222	1	1	1.00007707352547	1.0002012164396	1	1.30932598588198	1
DPYSL2	1.3045855210328	1	1.7469586376571	1	1.01254321315459	1.09178620265274	1.03448973392747	1.00008986324344	1	1	1	1.08235014410605
DPM3	1.28889922554798	1	1.00563638722336	1	1	1.28706526653547	1.24244043479597	1.00008531969516	1.00022039352716	1	1.27465556553331	1.22446864983989
DPM1	1.05811287453447	1.0433306218436	1	1	1	1.23044167651435	1	1.00008232135031	1	1	1.2550166874044	1.08023633285928
DPEP1	1	1	1	1	1	1	1	1	1	1	1.04969730271947	1.62725726373599
CSGALNACT1	1	1	1.26619538745823	1.06731843755895	1.09912278343047	1	1.30105370892096	1.00008144851279	1	1	1	5.19017790356666
COX8A	1.0185552637369	1.62403360500353	1	1.01295419406101	1.34570510573859	1	1	1.00007806972757	1	1	1.12906181386998	1.01127713019075
COX7C	1	1	1	1.06664035335039	1.24829662977155	1	1	1.00008370623228	1	1	1.42244175509164	1.11569299080414
COX7B	1.00219047870913	1.01932450502401	1	1.00065007408033	1.21851573557296	1.08049860119863	1	1	1.00020193323208	1	1.427156621868	1.2029423336103
COX7A2L	1	1.01628947187	1.00663082515448	1	1	1.41360978116082	1	1.00007897213973	1	1	1.5263258592691	1
COX7A2	1.04493702594334	1.13833333820768	1	1.04781726973747	1.02822268529193	1.2475773580646	1	1.00007780172202	1.00020711121786	1	1.19381681315142	1.10314175819554
COX6C	1.04636054514138	1.0347803643052	1	1.00588554876956	1.26965038796228	1	1	1	1	1	1.15560308773079	1.06780865986814
COX6B1	1.02988371395006	1.00233269103674	1	1.011802548342	1.21780958130228	1	1	1.00008199369456	1.00020644262171	1	1.45122716897188	1.19737228168085
COX6A1	1.04519782233529	1.05352985237737	1	1	1	1.34794383627187	1	1	1.00021884699305	1	1.18174092357918	1.18643295340397
COX5B	1	1	1	1.17976521367975	1.26589119798807	1	1	1	1.00021374460207	1	1.25503189478418	1.0178382151671
COX5A	1.03027130135395	1.15502996198348	1	1.01456331047227	1.44190610598718	1	1	1	1	1	1.69373832252868	1.01010808198644
COX4I1	1.00890102996427	1.0137495063814	1	1.01162476948793	1.31057580993191	1	1	1	1	1	1.52538455375382	1.10031972950974
CMPK1	1	1	1	1.00578264761576	1	1.88859317795871	1	1	1.0002056048115	1.01188624234252	1.07579373428979	1
CA9	1	1	1	1.06570223461564	1.08473481618821	1	1	1	1	1	1.18201734589834	1.08278033011222
BLVRA	1.98430871876284	1.11757573782201	1	1.16862132872423	1.15169350857125	1.0030701044509	1.14073907141169	1	1.39682074519399	1	1.01891533980086	2.00253029722146
B3GNT7	1	1	1	1	1	1	1	1	1	1	1	1
B3GNT4	1	1	1	1	1	1	1	1	1	1	1	1
B3GAT3	1.06542379150148	1.14545227602545	1	1	1.08828847925821	1	1	1	1.00023963655332	1	1	1
ATP2B4	1.28567400629813	1	1.94757263985538	1.06128120802947	1.03779299388603	1	1.04487749789915	1.00007946234562	1	1	1.04398293668148	1
ASRGL1	1	1	1	1	1	1	1	1	1	1	1	1
ALDH3B1	1.72034843936486	1.03965657008206	1.00649534934258	1.00261681768767	1.07008134958307	1	1.25208366641895	1	1.00024855088943	1	1.07902545982337	1.91769699408642
AGPAT2	1.01340732544599	1.01667725491773	1.05210954646096	1.00749721174876	1	1	1.4026760535879	1.00007773407277	1	1	1.44641821081459	1
ADCY7	1.10692258397144	1.01073558206585	1.12302206435864	1	1.02971059704035	1	2.39730733626615	1.00008792342824	1	1	1.00018748836741	1.57697401191704
ACSS1	1.02836547029329	1.22638903632371	1	1.00794394897312	1.8162786342176	1	1.97239314461682	1	1	1	1	1.8433520938228
ACP5	1.21398737794503	1.02740050548032	1.05427095611531	1.02585635192336	1	1.24226722242395	1	1	1.24897624056343	1	1	1.06372365854628
ACOT8	1.06714649780617	1	1.01190119671954	1	1.01181907618668	1.00656172180373	1.03922917683521	1.02709195545994	1	1	1.32271130749745	1.09605466630374
ACLY	1	1	1	1	1	1	1	1	1	1	1	1
ABCD3	1.01356773712228	1.22546089514424	1.03946631282481	1.00293343181369	1	1.23612298012651	1	1.00008285377076	1.00021192117121	1.0199360867662	1	1
ABCD2	1.85161259943453	1	1.26181131425842	1.00931186981487	1	1	1.69637139909709	1	1	1	1.02209768273601	1.58207241784794
ABCC1	1.4037912719179	1.04770119835463	1.28667209732868	1.00054215410663	1.24726154454729	1	3.05417096659154	1	1	1	1.31082714333898	1.19908557937377
LPL	1.55647367517436	1	1	1.01722867921718	1.07968373657527	1	1.04735776102974	1	1.00028758270157	1	1.09152043674772	1
