SW2	SW3	SW4	SW5	SW6	SW7	SW8	SW9	SW10	SW11	SW12	SW13
TOR1A	1.15609529770087	1	1	1.0078129204115	1.52793318132898	1	1.12764817194362	1.00008675019482	1.00020892303593	1	1	1.01691858315301
KLHL5	1	1	1.1250585081214	1.00792271765074	1.01316816196215	1	1.03403153400987	1.00008245591527	1	1	1.01393967484163	1
KBTBD8	1	1	1	1.12488503403284	1.01432271735235	1	1.10694430055968	1.00009392064665	1	1	1.08720404725097	1
FBXW5	1	1.01746028667432	1.01222559355214	1	1.19023326563589	1	1.34472469920978	1	1	1	1	1.53459638449423
FBXO6	1.00266058946861	1	1	1.00197590147963	1.00643559084693	1	1.21033487781531	1	1	1	1	1
FBXO2	1	1	1	1.00266311909713	1.31356811721227	1	1.18248440096073	1.00009463259301	1.10439443507126	1	1	1
DDA1	1.00326725591915	1	1.03339714680345	1.00588117327362	1.25188280513105	1	1.27345141658021	1	1.00021714300487	1	1	1
MSR1	1	1	1.22952978286709	1	1.22135582563525	1	1	1.00008693004769	1	1	1.00703966591275	1
SNAP29	1	1.41546945162875	1	1.00289472828252	1.04251169535048	1	1.06324704841094	1.00008615943883	1	1	1	1
RAB39A	1	1	1.04200189937912	1	1.13105169611656	1	1	1.00009273855335	1	1	1.13357258632485	1
GNS	1	1	1.09226030030911	1.0134148147684	1	1	1.12402610240056	1	1	1.0080351713772	1	1
SSBP1	1	1	2.01182722558275	1.00054077144941	1	1	1.09934244397871	1.00008141412401	1	1	1	1
FH	1.01145020746962	1	1	1.00042056366715	1	1.0922349924587	1.03811608556347	1.00008127303115	1	1.01203353507568	1.03633098207215	1.29678156740656
ME2	1	1	1	1	1	1	1	1.00008267762353	1	1	1	1
OXSM	1	1	1.43532825539204	1.00291503014045	1.04302018702821	1	1.00550672545139	1	1.03909625370463	1	1	1.13804733834522
CTSA	1	1.06048972246312	1	1.00733693295388	1.07410371302626	1	1.23896273271831	1	1	1	1	1
DBI	1	1.08688232460545	1	1.00462463060168	1.09837798147816	1	1	1.0000807586338	1	1.12111457263804	1	1
MMACHC	1	1	1	1	1	1	1	1	1	1	1	1
DDOST	1	1	1.12321923205286	1	1.01982116366661	1	1.3206383286353	1.00008334276627	1	1	1	1
MGAT5	1	1.4299835781292	1	1	1.04186271747263	1.00331536671117	1	1	1.00020090761121	1	1.06681695936248	1
AGFG1	1	1	1	1.00257470016625	1.01508044513373	1	1.20249347475994	1	1.00013863038775	1	1.09811602089749	1.02957862550058
INPP5F	1	1.01740816062333	1	1	1	1.25563971596336	1	1	1	1	1.32580276952605	1
ALG3	1.05542967572832	1	1	1	1.25960076678287	1	1.09540702828927	1.00913251923104	1	1	1	1.07561487774456
ALOX5AP	1	1	1.03664703881472	1	1	1	1	1.00009532228707	1	1	1	1
PTGS1	1	1.00261568079769	1.37048564731803	1	1	2.04601266967472	1.05159996469503	1	1	1	1	1
HPGDS	1	1	1	1	1	1.55620255809577	1	1	1	1	1.00533474985874	1
MGST3	1	1	1.06062636009645	1	1	1.17702960268149	1.76637032818225	1.00008228314908	1	1	1	1
MGST2	1.03973479434572	1	1.23379372833943	1.01630985114659	1.01420029143502	1	1.38525945237401	1.00007875747922	1	1	1	1
MGST1	1.04981342833824	1.11807716356176	1	1.03556002022414	1.0597059044703	1	1.01403341500377	1	1.00020866410202	1	1	1.00889594493868
DECR1	1	1.02703942543451	1.00888419432427	1.1451356316424	1	1	1.15512010117629	1.00007649995609	1	1.01207992877113	1	1.11130230782099
LMBRD1	1	1.01273232612056	1.070782217742	1.02071318303457	1.01085565503513	1	1.68735531887524	1.00008323744951	1	1	1	1
SLC27A4	1	1	1	1.00732493196619	1.13994680358963	1	1.46806886387657	1.00007644003652	1.00020589942708	1	1	1.60469861587066
NDUFA4	1	1	1.48926310908793	1	1	1.13406243661108	1.11001378176485	1	1	1	1	1
NAGK	1	1	1.02042624240045	1.02272654603021	1.25966427658597	1	1	1	1	1	1.00509037037514	1
GM2A	1	1	1	1	1.23434562856045	1	1.0225465080683	1	1	1	1	1.20620359170211
TPMT	1.01369954536037	1.10381450173836	1.05559867949612	1.00256452352872	1.14361927431141	1	1.08317950718591	1.00008042881435	1	1	1	1.02976218946359
ESD	1.00465634708059	1	1.50817993103093	1.00778928956172	1	1	1.00971689588636	1.00007740374986	1	1	1	1
SPR	1	1	1.41313219040436	1.00122924093416	1	1	1.48485446931174	1.00008454796352	1	1	1	1
STN1	1	1	1.04810503000006	1	1.02799119059309	1.01235318547759	1	1	1.00022120377491	1	1	1
PXDN	1	1	1	1.00807900722902	1.06068472396734	1	1	1.00008864369458	1.00022174230785	1	1.10755404605634	1
GLA	1	1	1	1.00296696435797	1	1	1.03128609002598	1	1.00021502422326	1	1	1
FUT4	1	1	1	1	1.00519936148611	1.29833735159153	1	1	1	1	1.31868376146928	1
DEGS1	1	1	1.10336581873838	1	1.03488746442243	1	1	1.00008270120115	1	1	1	1
GPX4	1.0557732361761	1	1.82649716547821	1	1	1	1.05214371204638	1.00008549752262	1	1.02187186058619	1	1
PRDX2	1	1	1.22582803261378	1	1	1	1.13710495562711	1	1.00019693258851	1	1	1.00322689543709
DBN1	1	1	1.0056600494242	1.00127509719359	1	1.32774155379256	1.0671380043184	1.00008917048124	1	1	1.00157654415969	1
NES	1	1	1	1	1	2.46302733938281	1	1.00008591844113	1.0002065883957	1	1.1182470118894	1
RGCC	1	1	1	1	1	2.99740203413388	1.00721431292699	1	1	1	1	1
IQGAP3	1	1	1	1.09273579274239	2.53054187312288	1	1.12380345037967	1	1	1	1	1.02532443784028
CDC42SE2	1	1	1.01005104141401	1	1	1.00226458291051	1	1.00008452702581	1.0002111649978	1	1	1
FMNL3	1	1	1	1	1	2.79830282919804	1	1.00007839830795	1.00021593963975	1	1.0041986414366	1
FMNL2	1	1	1	1	1	1.01303971390095	1	1	1	1	1.01559624950382	1
HYAL2	1	1	1.4218391241281	1	1.08684322025913	1	1.07640920774524	1.00008886794771	1	1	1	1
MKKS	1	1	1.25498000997757	1	1.00100104521938	1	1	1.00008593207875	1.09054337097139	1	1	1
CHMP2B	1	1	1.10720277141554	1.0058064691628	1	1.03502301088437	1.06062344636974	1	1	1	1	1
LEMD2	1.02804306266022	1.11649190004778	1	1	1.02784596483088	1	1.20913504406509	1	1	1	1.27493315827598	1.09682676297992
CFHR2	1	1.00273872904764	2.4065007184842	1.04089999513751	1	1.07021772596942	1	1.0000855484139	1	1.02268808133095	1	1
TRMT112	1	1.07442799095072	1.05215531909066	1	1	1	1.9460988073606	1.00007721530354	1	1	1	1
VTCN1	1	1	1	1	1	1.0033533326408	1	1.00009189662912	1.00023264740733	1	1	1
RNF181	1	1	1.5113274454151	1	1	1	1.05037640419761	1.00008374254203	1	1	1	1
GET3	1	1	1.3009788957473	1	1	1	1.27166556581352	1.00007753355275	1	1	1.0654099994093	1
LILRB4	1	1	1.09602787490841	1.00198755176672	1.0822319513135	1	1	1.00008382559196	1	1	1.01527150008562	1.14400157147465
LILRA2	1	1	1.00052331674399	1	1.22447276726835	1	1	1.00009621967775	1	1	1	1
ODC1	1	1	1.22573248749951	1	1	1	1.20819539703682	1.00008755800335	1.00020386145813	1	1	1.01409037671635
OXA1L	1.00540202277535	1	1.36140920323047	1	1	1.02359676568108	1.08476883419948	1.00008070717652	1	1	1	1.10110903874442
MTIF3	1	1.00124937543382	1.10823063141564	1.00054212172171	1.01664336743518	1	1.06861858290536	1.00008342156733	1.00020676712871	1	1	1
MRPS7	1	1	1.38317510239611	1	1	1.018663344562	1.03237231525631	1	1.00020982521285	1	1	1.08538739629262
MRPS6	1.03482653845693	1	1	1	1	1.09209968624828	1.00876885787488	1	1.00022720430685	1	1	1
MRPS35	1.00358629172692	1	1.11492144966425	1.00054057973227	1	1	1.79518130755071	1	1	1	1	1.01183795504741
MRPS34	1	1	1.20210499167707	1	1	1	1.79274480425389	1.00008050473833	1	1	1	1
MRPS33	1.00540820632971	1	1.23007512094991	1.00124299419897	1	1	1.1491641603592	1.00918710495497	1.00021109360173	1	1	1
MRPS2	1	1.25487745994533	1.01866689115845	1	1.07813529544187	1	1.09145370359883	1.00963893885538	1	1	1	1.16587515027618
MRPS28	1.10328719932292	1	1.42435535646205	1	1	1	1	1.00007817264127	1.00022462039534	1	1	1.04651164796381
MRPS26	1.02293555137563	1.13088103168967	1.28449239635691	1	1	1	1.39971449115141	1	1	1	1	1.28035570739391
MRPS24	1.0918942590553	1.01586994033577	1.13752050472129	1	1	1.07612939309025	1.02045341863762	1	1.00020907709216	1	1	1
MRPS22	1	1	1.22284259225104	1	1	1	1.74042000755536	1	1	1	1	1.00501313855184
MRPS21	1	1	1.10562073986254	1	1.07325836753617	1	1.02438013185024	1	1	1	1	1
MRPS18C	1.05813501891478	1	1.3053792129963	1.00258324786321	1.11237235739693	1	1.17459839688708	1.00008029166467	1	1	1	1
MRPS18B	1	1	1.48832786728894	1	1	1	1.20137250839449	1	1.00021320611202	1	1.00028788429734	1.12672629757009
MRPS18A	1	1	1.97248943945067	1	1	1	1.355639819463	1	1	1	1	1
MRPS17	1	1	1.02248679141364	1.00584545731234	1.06905615404964	1	1.04110994881853	1	1.00022048851368	1	1	1.07720077564437
MRPS16	1	1	1.76004803657862	1	1	1	1.03726359094176	1	1.0002270170962	1	1	1.00482187447723
MRPS15	1	1.03157520160268	1.12248639983763	1.0025721477663	1	1	1.59785028312111	1	1	1	1	1.01291684995401
MRPS14	1.02928108569144	1	1.85314768780954	1.00256458241826	1	1	1.1013512375744	1	1	1	1	1
MRPS12	1	1	1.36507302921657	1	1.0159621501115	1	1.02732354245355	1	1.00022377356717	1	1	1
MRPS11	1	1.07893052829051	1	1	1.07291100840239	1	1.15635582523865	1.00007807342503	1	1	1	1
MRPL9	1.10015916828007	1	1	1	1	1	1.18993414035609	1.00007771043941	1	1	1.02055078230207	1
MRPL58	1	1	1.68244501713169	1.00459274320813	1	1	1.71702052114459	1	1	1	1	1
MRPL57	1.09604542777941	1.01254951269271	1.09747189075334	1	1	1	1.17323150397739	1.00008204206152	1	1	1	1.00034715433736
MRPL55	1.04085727553603	1	2.07146620978076	1	1.05826072713621	1.00418897948648	1	1	1	1	1	1
MRPL52	1.24927141444867	1	1.24469522430094	1.00131889771676	1	1	1.45260410122102	1.00008697593675	1	1	1	1
MRPL51	1	1	1.26932111926974	1.00195309646817	1	1	1.24205946693887	1.00007736887604	1	1	1	1
MRPL47	1.04750392461391	1	1.00531859379852	1.00123251647445	1	1	1.07975327667326	1	1	1	1	1
MRPL46	1	1.07719680508472	1.0314644417155	1	1.00744166659487	1.00822944959551	1.57057289774432	1	1.00020642240158	1	1	1
MRPL44	1	1	1.04713966102765	1.00256856855897	1	1	1.09272417314142	1	1.00013854658641	1	1	1.17397067207363
MRPL43	1	1.01617512996371	1.14231530205332	1	1.18123305377861	1	1.03688349218715	1.00965281791242	1	1	1	1
MRPL42	1	1	1.48130850921511	1	1.07306340320411	1	1.331398643709	1	1	1	1	1
MRPL41	1.21951171746964	1	1.3294438735483	1	1	1.08235780513266	1	1	1.00025213653287	1	1	1
MRPL40	1	1.0584665530042	1.3185391336894	1	1	1.01353303584051	1.08949840823215	1	1.00020127073058	1	1	1
MRPL37	1	1.00323463263094	1.18221279049205	1	1	1	1.67289063467815	1.00007796826511	1.00019961188321	1	1	1
MRPL36	1	1	1.56355921986042	1	1.04324080910638	1	1.07105062187607	1	1	1	1	1
MRPL35	1	1	1.39963301495081	1	1	1	1	1.00007858430029	1.01060413301752	1	1	1
MRPL34	1.26821068724003	1	1.64164337629111	1	1.03212889996455	1	1.1301343821616	1.07564017646638	1	1	1	1.0740338675663
MRPL28	1	1	1.02826867622282	1	1.00375363367976	1	1.6139246870191	1.00007668499956	1	1	1	1.08374847149724
MRPL27	1	1	1.25120212059446	1.00131570237123	1.00985612616126	1	1.04216597926959	1	1.00020966211576	1	1	1
MRPL24	1.00036275379575	1.11825192024858	1.34419474597698	1	1.02983645671511	1	1.18396539840313	1.00008255547759	1	1	1	1
MRPL23	1	1.05507751484922	1.19362100366638	1.0012388188366	1	1	1.14293889412319	1.02590612496843	1	1	1	1.01317650703347
MRPL22	1	1	1.81219008170887	1.01664394877966	1	1	1.03474151515894	1	1.00021894700904	1	1	1
MRPL20	1.24955007587485	1.08199614721886	1.26372330866741	1	1	1	1.14562815705642	1.15373266989308	1	1	1	1
MRPL1	1.003265506689	1	1.1458970504637	1.00196393548473	1	1	1.55784904676472	1	1	1	1	1
MRPL18	1.00983417520181	1	1.38055279956089	1	1	1	1.31311917719873	1	1	1	1	1
MRPL16	1	1	1.52849882422825	1.00254935416816	1	1	1.0758763589	1.00008097897691	1.00020014342565	1	1	1
MRPL13	1	1	1.11548354938694	1.00131927436044	1	1	1.57682732081708	1.00008391329229	1	1	1	1
MRPL12	1.0376074396075	1.00057375222872	1.00227567856713	1	1	1	1.00464485404022	1.00008549271957	1.00024878586059	1	1	1.08456135931875
MRPL11	1.05995506930996	1.02602375269319	1.77294824888264	1.00031143154213	1	1	1.00936554872458	1.11615340355568	1	1	1	1
MRPL32	1.02182745847087	1.0098300951651	1.37967299080908	1.01421701005527	1.02456083898641	1	1.16913035981792	1	1	1	1	1
MAP9	1.03224555875042	1	1	1	1	1.67847049796576	1	1	1.00666797421134	1	1.2313475874617	1
PHLDA1	1	1.42187064693615	1	1	1.00573415298998	1	1	1.0000807003855	1	1	1	1
ENY2	1.03123533739123	1	1.37862693030249	1.0139804331291	1.01005246293462	1	1.21998436707919	1.00008221796957	1	1	1	1.00318793106015
HIGD1A	1	1	1.03256612403617	1.00127635387426	1	1	1.78938825194916	1	1.00021045086404	1	1	1.03433739134041
KCNS3	1	1	1.00044518409619	1	1	1.62890618964358	1.08317146182273	1.00009545966327	1.00025584903495	1	1	1
KCNN3	1	1	1.00462865721118	1	1	2.63408616678152	1.00000857270804	1	1.31984920308302	1	1.2371196049583	1
KCNK13	1	1	1	1	1.18821020712584	1	1.00273717274931	1	1	1	1.13374340805524	1.05689058325187
KCNJ16	1	1	1	1.01641288694498	1	1.32084252268031	1	1.00008299613564	1.00026903280452	1	1.00046791063908	1
SLC25A12	1	1.05703278951016	1	1	1	3.8553909757289	1	1.00008217053934	1.00021782745599	1	1.04506983894876	1
SCOC	1.01306866821794	1	1.36883950150165	1.00123165562387	1	1	1.02250911198915	1	1.00020941251663	1	1	1
CYTH3	1	1.12293325737074	1	1	1.0008009531189	1.20345508106182	1	1	1.00023474386405	1	1.13166631002486	1
CHCHD6	1	1.07051571247027	1	1	1.23037593514217	1	1	1.00008898909919	1	1	1	1
ATP5F1A	1	1	1.48693808962306	1	1	1.09394606803282	1.06463181056328	1	1.03849662983341	1	1	1.27539186655303
TSPAN15	1	1	1.04417310018825	1	1	1.06837208147734	1	1.08178582887179	1	1	1	1
CAP1	1	1	1.10387537904059	1.0176576700282	1.06109682358517	1	1.03866746021015	1.00008051051935	1	1	1.01278245673859	1
GPX1	1	1.08190576703182	1.00341398974921	1	1.03578798003511	1	2.08921199200935	1	1	1	1	1.01010684651101
MMP19	1	1	1	1.00040325497996	1.94437201733538	1	1	1.04826754719856	1	1	1	1.02567866890267
SPON1	1	1.78862144878061	1	1	1	1.3749231493787	1.13689807596173	1	1	1	1	1
CFP	1	1	1.22768945779787	1	1	1.10429172754921	1	1.00008816371364	1	1	1.16673061759849	1
ADAMTSL2	1	1.12521987592831	1	1	1	1	1.0400602806637	1	1.00224286950567	1	1	1
ADAMTS12	1	1	1	1.00132950402063	1.06557634968183	1.09677462873285	1.23805973133758	1	1	1	1.01179581906867	1
TACSTD2	1	1	1	1.00133755778434	1	1.74018601822411	1.04479995160619	1	1.01015289137422	1	1	1
PLEK	1	1	1.03858211196134	1	1.20250986075451	1	1	1.00008609859083	1	1	1	1
NAPRT	1.50938336859676	1	1.01702056407484	1	1.70187887772042	1	1	1.00008356065268	1.00020376449809	1	1	1.12251266128107
GNPDA1	1	1	1	1	1.00548929310326	1	1.06182842242329	1.00008585672233	1	1	1.02870045790522	1.03478018609648
GPX8	1	1.00185987988307	1	1.00126191138049	1	1.23434201811501	1.04054779610854	1	1	1	1.14376358345757	1
CACNA2D1	1	1	1.00708822759116	1	1	4.0740469030907	1	1	1.02514076028754	1	1.00018749593017	1
NALCN	1	1	1	1	1.00989831125976	1.15162658285722	1	1	1.03770819152164	1	1	1
SLC6A6	1	1	1	1	1.01037205859431	1.43843788840429	1	1	1.00020140425326	1	1	1
SLC5A1	1	1	1	1.00138990953455	1	1.13902445694132	1.00334525282818	1	1.16091305459812	1	1.31842343127522	1
SLC38A2	1	1.43021602937471	1.10595149753893	1	1	1.0031211289235	1.41921431573374	1.00007708133903	1	1.0152598284304	1	1
SLC38A1	1.03471478042754	1	1	1	1	1.00231586428181	1	1	1.00022344715019	1	1	1
RIDA	1.18897311799086	1.24241091705134	1.00930401266917	1.00349575530314	1.07508117940691	1	1.09943597011333	1	1.00020082446435	1.0381129351191	1	1.19101372038048
ZBTB8OS	1.03171994518711	1	1	1.01157795638379	1	1	1.05923616963314	1.00008003305854	1	1	1	1
TRIAP1	1.01271111199892	1	1.01084932290081	1.07482157121481	1	1	1.2627576112925	1	1	1	1	1.01173345171804
PRELID1	1	1	1.29107616020471	1.05467631227811	1.05745066572763	1	1.12313102850534	1.61460976612544	1	1	1	1
TMEM230	1	1	1.5096035695357	1.02028604208319	1.2007936562515	1	1.32761350009744	1	1	1	1	1.00819813349104
CHKB	1	1	1	1	1	1	1	1	1	1	1	1
MINPP1	1.00144221228974	1	1.29315374166069	1	1	1	2.00413959572541	1	1	1	1	1
PPCS	1	1	1.09872570501528	1.18643551161663	1	1	1.28180932749071	1.000082548817	1	1	1	1
NUDT5	1.00834536858423	1	1.03728496576572	1.03854609069647	1.05556187873105	1	1.14933476801277	1.00007604284855	1.00020402991217	1	1	1
ATP5PO	1.00617688766918	1	1.54487302477938	1	1	1.02022198195538	1.16932503312284	1	1.00021641401728	1	1	1
ATP5PF	1.0752124615664	1	1.37316290172222	1	1	1.0088702119227	1.06083041264403	1.00007720686752	1.12941669760257	1	1	1
ATP5PD	1.10508205387938	1.0127703785959	1.08994101922852	1	1	1	1.04623539694934	1.00007897313818	1	1	1	1
ATP5PB	1	1	1.09538947722463	1	1	1	1.54931675495629	1	1	1	1	1
ATP5MG	1	1	1.12705335637501	1	1	1	1.17729013685514	1	1.00020973307121	1	1	1
ATP5MF	1	1	1.52425213733698	1	1	1	1.33402980120189	1	1.00021434783805	1	1	1
ATP5ME	1	1	1.20023390013967	1	1	1	1.20964855614537	1	1.00020298472725	1	1	1
ATP5MC3	1	1	1.50275003492433	1	1	1	1.09387726909728	1	1.00022353387598	1	1	1
ATP5MC2	1	1	1.72478720488282	1	1	1.0570364378931	1.07015057660711	1	1.00019592668347	1	1	1
ATP5F1E	1	1.00769253195506	1.1836314651145	1	1	1	1.51094817462067	1.00007700988804	1	1	1	1
ATP5F1D	1.03317810752524	1.09919588277216	1.2653002432377	1	1	1.11142025035956	1	1.00008529523829	1.00022718410554	1	1	1.09591718033085
ATP5F1C	1	1	1.36447230429505	1	1	1.01169056018877	1.07867302972132	1.00007800992433	1	1.03913710734592	1	1
DCTPP1	1	1	1.19423522197738	1	1	1.09627996234717	1.24885085027764	1	1	1	1	1
HKDC1	1	1.34974452231647	1	1.0096134612969	1.19381531224559	1	1.06321609928948	1	1.00025783478602	1	1	1
HK2	1	1.02099869167698	1.20213492021981	1	1.03635440862572	1.00423322209236	1	1.00009598115524	1	1	1	1.00406520345224
HK1	1	1	1	1	1	1.64677224846446	1	1.00007791652213	1	1	1	1
AKR1B1	1	1	1.03719482215703	1	1	2.00823309083653	1	1	1	1	1	1
FTSJ1	1	1	1.24003187681548	1.06419242916479	1.03616958361311	1	1	1	1	1	1	1
TSR3	1	1	1	1	1	1.00730971867957	1.05876185236317	1	1.00020971072429	1	1	1.0432854724302
GAMT	1.03763146318557	1.00914327745437	1.71505514280476	1	1	1.04382613767109	1.28659931783221	1	1	1	1	1
INMT	1	1.21604095127383	1	1	1.0590088278866	1	1.00089489179159	1	1	1	1	1
TPI1	1	1	1.29495956099055	1	1	1.0866031097524	1.22070574944312	1.00008359445931	1	1.00211145777236	1	1.02849672092202
ALG5	1	1	1	1.01026919277372	1.00828689234286	1	1.44785428859235	1	1.00019720423715	1	1	1
NANS	1.03305325560704	1	1	1.00131685159527	1.08315964606689	1	1.08547553692085	1	1	1	1	1
AKR1B10	1	1	1	1.0144503318533	1	1	2.65343354080271	1	1	1	1	1
RFK	1	1	2.8772639569347	1	1.08649478861351	1	1.02075585428138	1.00007687434591	1	1	1.0814473810294	1
KYAT3	1	1	1	1	1	1	1	1	1	1	1	1
IL4I1	1	1	1	1	1.17176571770003	1	1	1	1	1	1.06368030231075	1.00229959549741
TXN2	1.28582477182296	1.06152339899206	1	1.01166657997593	1	1	1.05016487334649	1	1.00185813136174	1	1	1
SQOR	1	1.07972374834966	1	1	1	1	1.09047592193408	1.21778120257895	1	1	1	1.08961840293455
GFUS	1.02405305034786	1	1	1	1.04190332576927	1.03029290046881	1	1.02250645403268	1	1	1	1
ENOPH1	1	1	1.20238838819821	1	1	1	1.28241883452591	1.00008300458776	1	1	1.04807775582285	1
TIMM9	1.18723875495493	1.12879713240337	1.01423366504252	1.00260189420074	1	1	1.14151090162798	1	1.01707398484339	1	1	1
TIMM10	1.02223969680365	1.00125296039931	1.28799278057699	1	1	1.02739922907667	1.47250641888099	1.00008418107624	1	1	1	1
GLO1	1.0218952182161	1.01095248860566	1.01706679213646	1.01694584569235	1	1.00056417380825	1.04412779800972	1	1.00021634592426	1	1	1.09571325318587
PRELP	1	1.47945609053147	1	1	1	1.87720490354892	1	1	1.33245783665724	1	1.16057396805061	1
FMOD	1	1	1	1	1	1.22195264357304	1	1.00009039433345	1	1	1	1
IDH3G	1	1	1	1.00292146261525	1.20519441605754	1	1.05799475966049	1.00008437711677	1	1	1.00569388456305	1
IDH3B	1	1.02387409765393	1.19629876265136	1	1.01365550620791	1.02463119903633	1.12556502224864	1	1.00019851415524	1	1.01271448042461	1.06008386968032
ENPP2	1	1	1	1.01068038683685	1	1	1	1	1.18050662401868	1	1.03387064990647	1
HSD17B10	1.02185859032431	1	1.07876881731391	1.0004008607629	1	1.0336411687469	1.06981280412942	1.00008283529535	1.00019674384095	1	1	1.109248215277
AKR1A1	1	1	1.02015347234741	1	1.00333724638355	1	1	1	1.00020700635008	1	1	1.03904287639484
GGT5	1	1	1	1	1.05492942743609	1.10110409886344	1	1.00007896496698	1.00020013983617	1	1	1
HSD17B8	1.02894081904354	1	1.81200748844489	1	1	1.10070022386551	1	1	1	1	1	1.00958868460117
FSTL1	1.43469054759187	1.00990481781696	1	1	1	1.31976655672197	1	1.00007606902061	1	1	1.02976971175999	1
CHRDL1	1	1	1	1	1	2.88269315559341	1.24320730559916	1	1	1	1.8311161453818	1
GOLGA7	1	1	1	1.01650471553689	1.1638434321026	1	1.46002710558125	1.00007923871526	1	1	1.03608733692951	1.01469446142524
RDH14	1	1	1.02519568592755	1.03929776019424	1.02987954545428	1	1.12694157069513	1	1	1	1	1
ALDH1A1	1	1	1	1.03924941731852	1.00073383009857	1	1.23970774520975	1.00007960352205	1	1.01517515619155	1	1.13621470195677
VNN2	1	1	1.01250197758049	1	1	1.10426289714084	1	1	1.00021485825597	1	1	1
MPST	1.16358335537883	1.1467412131653	1	1.00031096511132	1.04247835826715	1	1.02046664461649	1	1.00021988978982	1.01391343789546	1	1.16495531790298
SLC35A2	1	1	1	1.01266960890869	1.0151406163293	1	1.12706367260115	1	1	1	1	1
GLRX	1.18714553964377	1	1.10604561614681	1.06269405926954	1	1.08366129451356	1	1	1.00021653435823	1	1	1
CHAC2	1	1	1.08112502533576	1	1.08156534610565	1	1	1	1.00023768385506	1	1.02999258664695	1
SLC25A5	1	1	1.55461446323158	1.01415891716569	1.10355524108299	1	1.07458141576253	1.00008070948223	1.00021196585633	1	1	1.00833924022871
SLCO3A1	1.07887983938063	1.01483925469521	1	1	1.07485446456574	1.74206482273086	1	1	1.00020842327954	1	1.36694297264239	1
STARD3NL	1	1	1.03673005766106	1	1.0149906188125	1	1.01851584836591	1.00008398355041	1	1	1.06340803960762	1
CYP27A1	1	1	1	1	1	1	1	1	1	1	1	1
SLC28A3	1	1	1	1	1.00266169361313	1.51004381502377	1	1	1.00024651884984	1	1	1
MTHFS	1.38006618509095	1	1.59177096533561	1.05183196367607	1.18750569203449	1	1	1	1.00020998859907	1	1	1.04364011769008
TMEM91	1	1	1	1	1	1	1	1	1	1	1	1
LAP3	1	1	1.41951957242061	1	1.0271592029293	1	2.04192102252	1.00007818140785	1	1.00491373656157	1.10915636044924	1
SLC26A2	1	1	1	1	1	1.03245961240218	1	1	1.00020255287527	1	1.06212903626227	1
SLC25A11	1	1	1.30367280439158	1	1	1.11869859965625	1	1	1.00021261493058	1	1.01516107788109	1.25651577542252
MTHFD2	1	1	1	1	1	1.3107209952041	1	1.03874392159311	1.00021957201154	1	1	1
SPCS3	1	1	1.8659848166294	1.00583648842374	1.04791776086092	1	1.05719820279116	1	1	1.01493881891417	1	1
SPCS2	1.03246851193794	1	1.59899269389888	1.00259381837457	1	1.03616768408275	1.00870113589142	1.00007662780336	1	1	1	1
RBP1	1	1	1	1.02662853403328	1	1	1	1.00009080056581	1	1	1	1
ATP10A	1	1	1	1	1	1	1	1.00010275321582	1.00025751889107	1	1.00258969553661	1
SLC35B3	1.1832907317996	1	1.09907797431524	1.00143047994659	1.01595674691418	1.00049466907802	1	1.00007660449837	1.00019601957582	1	1	1
CHST15	1	1.01403865269547	1	1	1	1.42000615352753	1	1.00725955005938	1	1	1	1
SLC35B2	1	1.02161198797499	1.18296879281737	1	1.22686377749821	1	1.01398499942428	1.00008304092586	1	1	1	1.09965991189619
ACTR10	1	1	1.10091238782918	1	1	1.09555491711016	1.03096981907884	1.00007608287727	1	1	1	1
GGCT	1	1	1.10740316400102	1.00256509595299	1	1	1.0055673293412	1	1	1	1	1
CAMLG	1.18832881709701	1.01708117967236	1	1	1	1	1.22608854395685	1	1.00020977322684	1	1	1
PKIA	1	1	1	1	1	10	1	1	1.00027059806611	1	1.6629172118373	1
SCAMP3	1	1	1	1	1.03104296611757	1	1.11985292464366	1	1	1	1	1.0218461604775
CHST13	1.03641473388353	1	1.41231058210345	1	1.41562265507904	1	1.00963260244952	1	1	1	1	1.3091666791609
CHST3	1	1.00003897521037	1	1.03598912677249	1	1.64966941494441	1	1.00008610854941	1.00022111769165	1	1	1
CHST11	1	1	1	1.00123837115584	1.12880946518279	1	1	1	1.00022442606781	1	1	1
SLC25A1	1	1.18593304744493	1	1	1.16813369608139	1	1.24841447671184	1	1	1	1	1.21816168127729
MDH1	1	1	1.29662614071281	1	1	1.13863834951297	1.03124376245393	1.00007645588609	1	1	1	1.01548414596927
XYLT1	1	1	1	1	1.03815613676676	1.40110470374182	1	1	1.00024541984748	1	1.11873579816928	1
MMAA	1	1	1	1	1	1	1	1	1	1	1	1
RBKS	1.18739613469171	1	1.10070007639784	1	1.10718867623121	1	1	1	1	1	1	1.13963576541061
CHST4	1	1.15946019989903	1	1	1	1.7051208334326	1	1	1.06398493607607	1	1.04998949128087	1
FARSA	1.08758615188289	1	4.48236761655841	1	1.17215200256124	1	1.05773259380293	1	1.00021992587472	1	1.00464631936817	1.25047444610686
GLS	1	1	1	1	1	1.43144011165026	1	1	1.00021110948219	1	1.07466859527053	1
PRDX4	1	1	2.40659140602099	1	1.18412519884969	1	1	1	1.00020691331538	1	1	1
PPT1	1	1	1	1	1.016548878771	1	1.04742992927227	1.00007985854214	1	1	1.10436691451481	1
