term	term_id	odds_ratio	overlap	p.value	adj.p.value	log10pvalue	genes
Intracellular signaling by second messengers R-HSA-9006925	R-HSA-9006925	5.17492153897993	8/308	0.000339265193020279	0.00891494873540416	2.04988114985207	CREB1;TP53;FOXO3;JUN;MTA1;SNAI2;ESR1;ESR2
Loss of Function of SMAD2/3 in Cancer R-HSA-3304349	R-HSA-3304349	71.7258664397776	2/7	0.00065861816388079	0.0156983975378228	1.80414467727229	SMAD4;SMAD3
Loss of Function of SMAD4 in Cancer R-HSA-3304347	R-HSA-3304347	355.268326411213	2/3	9.54845904338369e-05	0.00316770128764254	2.49925577886443	SMAD3;SMAD4
MAP kinase activation R-HSA-450294	R-HSA-450294	16.2186596822325	5/63	2.78894283791637e-05	0.0011154458289301	2.95255151616275	JUN;MEF2A;FOS;NFKB1;CREB1
MAPK targets/ Nuclear events mediated by MAP kinases R-HSA-450282	R-HSA-450282	27.4726011712544	4/31	2.68445668076285e-05	0.00109608431242225	2.96015603799453	JUN;MEF2A;FOS;CREB1
Metabolism of proteins R-HSA-392499	R-HSA-392499	2.30551423519051	22/2090	0.00195456272603873	0.0381427167272558	1.41858837742433	SMAD1;SMAD4;NFE2L2;NFKB2;GATA4;RELA;SMAD7;AR;NR3C1;CDX2;PPARA;STAT3;TCF7L2;TFAP2A;SP3;PGR;DNMT1;TP53;HIF1A;SMAD3;MTA1;ESR1
MyD88 cascade initiated on plasma membrane R-HSA-975871	R-HSA-975871	17.9686251418964	8/96	6.31825811402562e-08	8.82560896559158e-06	5.05425531865723	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
MyD88 dependent cascade initiated on endosome R-HSA-975155	R-HSA-975155	16.8148878509572	8/102	1.01736585644505e-07	1.24824882953136e-05	4.90369883250563	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
MyD88-independent TLR4 cascade  R-HSA-166166	R-HSA-166166	15.6418413341359	8/109	1.70840200914624e-07	1.67929590084227e-05	4.77487277212853	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
MyD88:MAL(TIRAP) cascade initiated on plasma membrane R-HSA-166058	R-HSA-166058	15.1877470037051	8/112	2.10984538482911e-07	1.92180505102978e-05	4.71629066950624	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
NF-kB is activated and signals survival R-HSA-209560	R-HSA-209560	32.6527505814021	2/13	0.00239293932655936	0.0444116151936262	1.35250343180441	RELA;NFKB1
NFE2L2 regulating tumorigenic genes R-HSA-9818030	R-HSA-9818030	39.8809776164747	2/11	0.00169976803878711	0.0339186795108345	1.46956106361818	SP1;NFE2L2
NGF-stimulated transcription R-HSA-9031628	R-HSA-9031628	21.1725542658324	4/39	6.78169366980881e-05	0.00243224527022602	2.61399263246888	FOS;ASCL1;SRF;CREB1
Nuclear Events (kinase and transcription factor activation) R-HSA-198725	R-HSA-198725	16.806574466499	5/61	2.38127647641963e-05	0.00103605045383897	2.98461909469666	MEF2A;FOS;ASCL1;SRF;CREB1
Nuclear Receptor transcription pathway R-HSA-383280	R-HSA-383280	35.248477684866	8/53	5.11387292605772e-10	2.10139381633524e-07	6.67749255005291	NR3C1;PPARA;AR;PGR;HNF4A;ESR1;ESR2;NR1I3
Nuclear events mediated by NFE2L2 R-HSA-9759194	R-HSA-9759194	8.0237024107689	4/96	0.00214939751324004	0.0413369637691237	1.38366142579148	NFKB1;SP1;NFE2L2;RELA
Nuclear events stimulated by ALK signaling in cancer R-HSA-9725371	R-HSA-9725371	31.4059120596487	5/35	1.45606430178857e-06	9.66098664236716e-05	4.01497851836146	STAT3;TWIST1;FOXM1;CEBPB;DNMT1
Oncogene Induced Senescence R-HSA-2559585	R-HSA-2559585	23.9019213403426	4/35	4.39147888401317e-05	0.00164154717720718	2.78474663135905	E2F1;ETS1;SP1;TP53
PERK regulates gene expression R-HSA-381042	R-HSA-381042	18.8694243562575	3/32	0.000777201260115414	0.0174804419012399	1.75744759270595	DDIT3;CEBPG;CEBPB
PIP3 activates AKT signaling R-HSA-1257604	R-HSA-1257604	5.99269157278879	8/268	0.000131450412881746	0.0040566208812576	2.39183557816488	MTA1;ESR2;SNAI2;FOXO3;JUN;ESR1;CREB1;TP53
PTK6 Expression R-HSA-8849473	R-HSA-8849473	119.707646222063	2/5	0.00031594533828243	0.00846988815961181	2.0721223242601	NR3C1;HIF1A
Physiological factors R-HSA-5578768	R-HSA-5578768	29.9388696737952	2/14	0.00278153478679039	0.0488886975108722	1.31079153302408	GATA4;NKX2-5
Post-translational protein modification R-HSA-597592	R-HSA-597592	2.61285933304094	18/1473	0.00109620559906717	0.0234623359671312	1.62962875065483	SMAD1;SMAD4;NFE2L2;NFKB2;RELA;SMAD7;AR;NR3C1;PPARA;TFAP2A;SP3;PGR;DNMT1;TP53;HIF1A;SMAD3;MTA1;ESR1
Purinergic signaling in leishmaniasis infection R-HSA-9660826	R-HSA-9660826	23.7820799111923	3/26	0.000417450247734476	0.010452009032899	1.98080022361592	NFKB1;NFKB2;RELA
RIP-mediated NFkB activation via ZBP1 R-HSA-1810476	R-HSA-1810476	39.0842351571539	3/17	0.000113249065654243	0.00353603553231013	2.4514833795728	NFKB1;RELA;NFKB2
RNA Polymerase II Transcription R-HSA-73857	R-HSA-73857	11.3318346443502	39/1390	4.40985366196367e-20	3.90125053961719e-17	16.4087961582554	CEBPB;SMAD1;CREB1;MAF;SMAD4;TCF3;FOXO3;JUN;DDIT3;LEF1;SP1;SRF;GATA4;NFATC2;YBX1;NKX2-5;RELA;SMAD7;NR1I3;GATA2;AR;NR3C1;ESR2;PPARA;HNF4A;FOS;NFKB1;TCF7L2;TFAP2A;TWIST1;PGR;MYB;SOX9;TP53;E2F1;SMAD3;SPI1;ESR1;E2F4
RUNX2 regulates bone development R-HSA-8941326	R-HSA-8941326	27.4726011712544	4/31	2.68445668076285e-05	0.00109608431242225	2.96015603799453	SMAD4;AR;SMAD1;MAF
RUNX3 regulates BCL2L11 (BIM) transcription R-HSA-8952158	R-HSA-8952158	270.842094047816	3/5	1.74889674037435e-06	0.000110513617832227	3.95658420356261	FOXO3;SMAD4;SMAD3
RUNX3 regulates CDKN1A transcription R-HSA-8941855	R-HSA-8941855	136.262662219942	3/7	6.07140015455493e-06	0.000322269920203776	3.4917802284596	SMAD4;SMAD3;TP53
RUNX3 regulates WNT signaling R-HSA-8951430	R-HSA-8951430	59.7715582755773	2/8	0.000874932650395669	0.0190333709356566	1.72048428848089	LEF1;TCF7L2
Regulated proteolysis of p75NTR R-HSA-193692	R-HSA-193692	39.8809776164747	2/11	0.00169976803878711	0.0339186795108345	1.46956106361818	RELA;NFKB1
Regulation of MITF-M-dependent genes involved in cell cycle and proliferation R-HSA-9825892	R-HSA-9825892	29.9388696737952	2/14	0.00278153478679039	0.0488886975108722	1.31079153302408	LEF1;TCF7L2
Regulation of NFE2L2 gene expression R-HSA-9818749	R-HSA-9818749	109.027142714193	3/8	9.67470433615689e-06	0.000466848460148371	3.33082406933044	RELA;NFKB1;NFE2L2
Regulation of NPAS4 gene expression R-HSA-9768759	R-HSA-9768759	32.6527505814021	2/13	0.00239293932655936	0.0444116151936262	1.35250343180441	SRF;NR3C1
Regulation of NPAS4 gene transcription R-HSA-9768777	R-HSA-9768777	119.707646222063	2/5	0.00031594533828243	0.00846988815961181	2.0721223242601	SRF;NR3C1
Regulation of PTEN gene transcription R-HSA-8943724	R-HSA-8943724	12.9823025227439	4/61	0.00039176847561169	0.00999763013724447	2.00010293402922	JUN;MTA1;SNAI2;TP53
Repression of WNT target genes R-HSA-4641265	R-HSA-4641265	29.9388696737952	2/14	0.00278153478679039	0.0488886975108722	1.31079153302408	LEF1;TCF7L2
Response of EIF2AK1 (HRI) to heme deficiency R-HSA-9648895	R-HSA-9648895	45.537147892566	3/15	7.63964582076928e-05	0.00270341600110956	2.56808712001155	CEBPG;DDIT3;CEBPB
SARS-CoV-1 Infection R-HSA-9678108	R-HSA-9678108	6.77191883281776	5/143	0.00129947347147312	0.0269437702600755	1.56954163323889	NFKB1;SMAD3;SMAD4;SP1;RELA
SARS-CoV-1 targets host intracellular signalling and regulatory pathways R-HSA-9735871	R-HSA-9735871	42.0842187749	3/16	9.36443578757435e-05	0.00316770128764254	2.49925577886443	SMAD4;SP1;SMAD3
SARS-CoV-1-host interactions R-HSA-9692914	R-HSA-9692914	10.0873088864037	5/98	0.000231246888396683	0.00667097001961736	2.17581101113036	NFKB1;SMAD3;SMAD4;SP1;RELA
SMAD2/3 MH2 Domain Mutants in Cancer R-HSA-3315487	R-HSA-3315487	355.268326411213	2/3	9.54845904338369e-05	0.00316770128764254	2.49925577886443	SMAD3;SMAD4
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription R-HSA-2173796	R-HSA-2173796	38.318097045422	6/36	4.5828093907893e-08	7.91394833268751e-06	5.10160678941267	SMAD4;SMAD7;E2F4;YBX1;SP1;SMAD3
SMAD4 MH2 Domain Mutants in Cancer R-HSA-3311021	R-HSA-3311021	355.268326411213	2/3	9.54845904338369e-05	0.00316770128764254	2.49925577886443	SMAD3;SMAD4
STAT3 nuclear events downstream of ALK signaling R-HSA-9701898	R-HSA-9701898	68.3425178254247	3/11	2.81593332849725e-05	0.0011154458289301	2.95255151616275	STAT3;HIF1A;DNMT1
SUMO E3 ligases SUMOylate target proteins R-HSA-3108232	R-HSA-3108232	14.8340282457211	12/183	3.8165064562452e-10	2.02580162697495e-07	6.69340308440918	AR;PGR;MTA1;SP3;DNMT1;NR3C1;PPARA;ESR1;TP53;NFKB2;RELA;TFAP2A
SUMOylation R-HSA-2990846	R-HSA-2990846	14.3247063962972	12/189	5.5424855743582e-10	2.10139381633524e-07	6.67749255005291	AR;PGR;MTA1;SP3;DNMT1;NR3C1;PPARA;ESR1;TP53;NFKB2;RELA;TFAP2A
SUMOylation of immune response proteins R-HSA-4755510	R-HSA-4755510	35.9158461802119	2/12	0.00203224302757569	0.0393691459502619	1.40484400642165	RELA;NFKB2
SUMOylation of intracellular receptors R-HSA-4090294	R-HSA-4090294	37.6822520334515	5/30	6.53336699835176e-07	4.95415886103588e-05	4.30503007135432	NR3C1;PPARA;AR;PGR;ESR1
SUMOylation of transcription factors R-HSA-3232118	R-HSA-3232118	46.3456597712309	4/20	4.33248928907605e-06	0.00024817583600584	3.60524050648033	MTA1;SP3;TFAP2A;TP53
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	R-HSA-2559582	10.8921752194702	6/111	3.82090491905061e-05	0.00144866880788005	2.83903089082319	NFKB1;STAT3;CEBPB;JUN;FOS;RELA
Signal Transduction R-HSA-162582	R-HSA-162582	4.03800504158487	35/2605	4.7710313987566e-08	7.91394833268751e-06	5.10160678941267	USF2;SMAD1;CREB1;SMAD4;FOXO3;JUN;LEF1;ETV4;SP1;SRF;YBX1;RELA;SMAD7;AR;NR3C1;ESR2;FOS;NFKB1;STAT3;TCF7L2;GLI1;SNAI2;MEF2A;PGR;MYB;DNMT1;SOX9;TP53;E2F1;HIF1A;SMAD3;MTA1;ESR1;E2F4;ASCL1
Signaling by ALK R-HSA-201556	R-HSA-201556	20.2745909386823	3/30	0.000641361489826776	0.0154743035818206	1.81038888721112	STAT3;HIF1A;DNMT1
Signaling by ALK fusions and activated point mutants R-HSA-9725370	R-HSA-9725370	15.8123005658689	7/93	8.96746291084347e-07	6.26306488562594e-05	4.20321308896557	FOXM1;STAT3;CEBPB;DNMT1;JUN;TP53;TWIST1
Signaling by ALK in cancer R-HSA-9700206	R-HSA-9700206	15.8123005658689	7/93	8.96746291084347e-07	6.26306488562594e-05	4.20321308896557	FOXM1;STAT3;CEBPB;DNMT1;JUN;TP53;TWIST1
Signaling by BMP R-HSA-201451	R-HSA-201451	19.5454994117062	3/31	0.000707202588721686	0.0163210058301509	1.78725308007826	SMAD4;SMAD7;SMAD1
Signaling by Interleukins R-HSA-449147	R-HSA-449147	5.93299051181101	13/473	2.03466007609202e-06	0.000125581112603447	3.90107567356787	FOS;CREB1;TP53;NFKB1;HIF1A;SMAD3;STAT3;FOXO3;JUN;MEF2A;TWIST1;NFKB2;RELA
Signaling by NODAL R-HSA-1181150	R-HSA-1181150	27.37767045949	3/23	0.000287835748714458	0.00795745913633512	2.09922558291868	SMAD4;FOXO3;SMAD3
Signaling by NOTCH R-HSA-157118	R-HSA-157118	5.61519553981044	7/246	0.000475305065899182	0.0115730242651049	1.93655313629284	HIF1A;SMAD3;JUN;CREB1;TP53;E2F1;YBX1
Signaling by NTRK1 (TRKA) R-HSA-187037	R-HSA-187037	10.490354599436	6/115	4.66481252201043e-05	0.00171950172686329	2.76459738368796	SRF;STAT3;FOS;CREB1;MEF2A;ASCL1
Signaling by NTRKs R-HSA-166520	R-HSA-166520	8.92085193043033	6/134	0.000109403677298738	0.00353603553231013	2.4514833795728	SRF;STAT3;FOS;CREB1;MEF2A;ASCL1
Signaling by Nuclear Receptors R-HSA-9006931	R-HSA-9006931	7.92430922263436	11/296	7.5676808632669e-07	5.57906250308621e-05	4.25343877309521	PGR;SRF;ESR2;FOXO3;MYB;SP1;USF2;JUN;FOS;ESR1;CREB1
Signaling by Receptor Tyrosine Kinases R-HSA-9006934	R-HSA-9006934	3.77664887956163	10/532	0.000784524288881189	0.0174968694343754	1.75703964897076	PGR;DNMT1;FOS;CREB1;HIF1A;STAT3;ESR1;MEF2A;SRF;ASCL1
Signaling by TGF-beta Receptor Complex R-HSA-170834	R-HSA-170834	13.012428389031	6/94	1.4814263597985e-05	0.000689772905071091	3.16129386912958	SMAD3;SMAD4;SMAD7;SP1;E2F4;YBX1
Signaling by TGF-beta Receptor Complex in Cancer R-HSA-3304351	R-HSA-3304351	59.7715582755773	2/8	0.000874932650395669	0.0190333709356566	1.72048428848089	SMAD4;SMAD3
Signaling by TGFB family members R-HSA-9006936	R-HSA-9006936	11.5952950284509	7/124	6.20641897206247e-06	0.000322977175526545	3.49082816774048	SMAD3;SMAD4;SMAD7;SP1;SMAD1;E2F4;YBX1
TAK1-dependent IKK and NF-kappa-B activation   R-HSA-445989	R-HSA-445989	18.5244778796232	4/44	0.000109566303967871	0.00353603553231013	2.4514833795728	NFKB1;NFKB2;RELA;TP53
TGF-beta receptor signaling activates SMADs R-HSA-2173789	R-HSA-2173789	12.4254578735662	3/47	0.00239099781460253	0.0444116151936262	1.35250343180441	SMAD4;SMAD7;SMAD3
TP53 Regulates Transcription of Cell Cycle Genes R-HSA-6791312	R-HSA-6791312	11.8835914110526	3/49	0.00269484640654351	0.0488886975108722	1.31079153302408	E2F4;E2F1;TP53
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest R-HSA-6804116	R-HSA-6804116	29.9388696737952	2/14	0.00278153478679039	0.0488886975108722	1.31079153302408	E2F1;TP53
TRAF6 mediated NF-kB activation R-HSA-933542	R-HSA-933542	24.8604981453141	3/25	0.000370786379757021	0.00955404904733139	2.01981253352255	NFKB1;NFKB2;RELA
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation R-HSA-975138	R-HSA-975138	16.9969631593683	8/101	9.4175652434204e-08	1.24824882953136e-05	4.90369883250563	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
TRIF (TICAM1)-mediated TLR4 signaling  R-HSA-937061	R-HSA-937061	15.6418413341359	8/109	1.70840200914624e-07	1.67929590084227e-05	4.77487277212853	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
The NLRP3 inflammasome R-HSA-844456	R-HSA-844456	42.0842187749	3/16	9.36443578757435e-05	0.00316770128764254	2.49925577886443	RELA;NFKB1;NFKB2
