tf	module	database	p.value	adj_p.value	overlap	odds_ratio
TP53	MEred	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	3.76548677734214e-10	1.95805312421791e-08	44/230	3.3501149005641
TP63	MEred	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	1.75793947996681e-06	6.09419019721827e-05	93/838	1.79760970322912
TCF3	MEred	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000714045415607563	0.00742607232231865	68/671	1.58265531271088
REST	MEred	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	1.25627282524316e-05	0.000261304747650577	80/725	1.76755815914786
SUZ12	MEred	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	1.84275763147408e-55	1.91646793673304e-53	191/844	5.14258212000264
MYOD1	MEred	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	6.67094592124581e-05	0.000867222969761955	19/103	3.11478820858486
SMAD4	MEred	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	2.9903884447994e-05	0.000518333997098563	47/370	2.03860771148015
TRIM28	MEred	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000219261226707282	0.00253368528639526	22/140	2.56964373075934
EZH2	MEred	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	5.56514621753124e-05	0.000826821723747499	17/85	3.43809866056899
NANOG	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00161691918312321	0.00622813314980792	190/387	1.36584109228403
AR	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	2.52140463940646e-23	1.31113041249136e-21	430/725	2.16267154417197
E2F6	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	7.53585009348311e-11	1.30621401620374e-09	1072/2254	1.36588959659228
YY1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00312571118677234	0.0108357987808108	863/1941	1.15209865258371
CHD1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00172217710797323	0.00639665782961485	245/510	1.3117202216971
STAT3	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	8.34026855289641e-06	6.19562806786591e-05	82/136	2.14657491691926
CBX3	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000822519768699151	0.00342168223778847	35/55	2.45946642606609
MAX	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	1.04829539711551e-06	9.91115648181937e-06	706/1492	1.3105709208542
CREB1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	1.76512641977866e-05	0.000118510687701453	711/1528	1.26352931042725
SALL4	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	1.97908895093012e-09	2.57281563620916e-08	159/267	2.10210691759694
NFE2L2	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	8.3991116674565e-17	1.74701522683095e-15	406/719	1.90528372337204
ELF1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000482695438085897	0.00218262285047536	779/1720	1.19548699406312
NFYB	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	7.34680821765476e-05	0.000402141081387418	1130/2515	1.19603389154734
STAT3	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	2.15224966144958e-05	0.000124352202661531	244/480	1.47443387787922
SPI1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	4.48161202286164e-06	3.58528961828931e-05	482/997	1.35076142646555
NFYA	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00324526377592485	0.0108873365385866	688/1533	1.16711228940498
PPARG	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00987427998033155	0.0302036799398377	185/389	1.28094142797573
SIN3A	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000395754561252866	0.00195992735096657	372/784	1.28929377584135
BCLAF1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00119026090459818	0.00476104361839272	265/552	1.31161341702281
BRCA1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	4.57956863848111e-10	6.80393054860051e-09	1071/2265	1.34678308162341
SOX2	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	1.82324134925313e-05	0.000118510687701453	271/538	1.44949810469493
TCF7L2	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00196797561001659	0.00705756770488708	211/435	1.33465882346362
ATF2	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	9.71941433407874e-09	1.1231323230491e-07	914/1929	1.3355503566548
TAF1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	4.21039942036312e-25	4.37881539717764e-23	1191/2341	1.63727991515165
ZBTB33	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	2.07973351837611e-08	2.16292285911115e-07	256/474	1.68562639931324
SMAD4	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000424279558509411	0.00200568518568085	186/370	1.43348084501708
FOXM1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	2.48394745806089e-06	2.15275446365277e-05	48/69	3.2222296273413
TRIM28	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000527045774654643	0.00228386502350345	78/140	1.77400035757409
TCF3	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	1.95879446850227e-05	0.000119832132190727	324/655	1.40101517492772
ZNF384	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000145565062157273	0.00075693832321782	273/555	1.37939255643331
NRF1	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00490467162601343	0.0159401827845436	600/1334	1.16812236882265
BHLHE40	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00984678803564049	0.0302036799398377	139/286	1.33366859167475
UBTF	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	1.17604033184024e-19	4.07693981704616e-18	703/1323	1.70973715899242
E2F4	MEturquoise	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	6.87890295910549e-17	1.74701522683095e-15	312/527	2.11577689064208
ZC3H11A	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00658015252116083	0.0342167931100363	32/89	1.80632590536942
SRF	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00452970520408758	0.0261716300680616	68/214	1.50425185766914
IRF3	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	3.29135944177623e-08	6.84602763889456e-07	155/442	1.77959661738837
FOS	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.0100149476776428	0.0473433890215841	121/421	1.30586909984899
SP2	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000454663833847808	0.00337750276572657	205/704	1.34448074534198
RCOR1	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000257471661533724	0.00243427752722794	166/550	1.412165479061
ZBTB7A	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	5.39662923846828e-37	5.61249440800701e-35	593/1624	2.13214826616396
RAD21	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000363476977006562	0.0029078158160525	218/751	1.34022416812766
REST	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00744520048417432	0.0368714690644823	52/160	1.55210160276085
BCL3	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	5.52552798525855e-08	9.57758184111482e-07	74/176	2.36373618714287
HNF4A	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	9.10067598764754e-11	4.73235151357672e-09	290/882	1.64845452143578
CREB1	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000324772250919728	0.00281469284130431	306/1090	1.28630776731452
SP1	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	2.68952616713991e-08	6.84602763889456e-07	166/479	1.75015215064586
GATA2	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00578045306178691	0.0316403746539915	159/560	1.28787343717763
KLF4	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	5.38247991744422e-05	0.000621975457126888	202/669	1.42016774458965
PBX3	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00109189932252857	0.0070973455964357	253/901	1.27931360443718
SMC3	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	5.41701106688235e-09	1.87789716985255e-07	258/796	1.60109944170968
SIX5	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.00426125041204243	0.0260688260501419	207/742	1.26079566280388
CTCF	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	2.29718922901144e-07	3.41296685453128e-06	369/1244	1.41538678030475
RUNX1	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	4.24817799199051e-07	5.52263138958766e-06	283/925	1.46725399821381
SPI1	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	7.50132492562294e-05	0.000780137792264786	217/729	1.39240957984068
EZH2	MEblue	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000642830018062344	0.00445695479189892	34/85	2.14871251009803
YY1	MEgreen	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000388416440708875	0.0080790619667446	181/1941	1.36714182862369
CREB1	MEgreen	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	6.15864617357714e-05	0.00320249601026011	152/1528	1.4681820008234
ELF1	MEgreen	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000190502987370361	0.00660410356217251	165/1720	1.40910641269313
GABPA	MEgreen	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	9.79810856353518e-07	0.000101900329060766	154/1443	1.6119350436034
TAF1	MEgreen	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	0.000296791520115866	0.00771657952301252	214/2341	1.35181766832458
CTNNB1	MEred	Transcription_Factor_PPIs	0.000107111514038469	0.015531169535578	37/309	2.14815280609537
ATF2	MEred	Transcription_Factor_PPIs	7.30522668997212e-05	0.015531169535578	25/172	2.64002079229488
IKZF1	MEbrown	TRANSFAC_and_JASPAR_PWMs	7.50743784387366e-06	0.00244742473710281	160/762	1.52549480006842
FOXL1	MEmagenta	TRANSFAC_and_JASPAR_PWMs	0.000238334728396624	0.0388485607286497	95/2744	1.60588452184005
ETV4	MEpink	TRANSFAC_and_JASPAR_PWMs	8.90093761968739e-05	0.0145085283200904	42/750	2.01699009598125
KLF13	MEpink	TRANSFAC_and_JASPAR_PWMs	6.45152483148275e-05	0.0145085283200904	46/838	1.98582961964047
TEAD2	MEred	TRANSFAC_and_JASPAR_PWMs	0.000483114550284198	0.0103627020686551	100/924	1.48054742223213
CACYBP	MEred	TRANSFAC_and_JASPAR_PWMs	9.34193887026964e-05	0.00253789339308992	90/777	1.60087472245477
MIB2	MEred	TRANSFAC_and_JASPAR_PWMs	2.87379428990536e-05	0.00104095215389905	100/858	1.62146778899884
ETV4	MEred	TRANSFAC_and_JASPAR_PWMs	7.07018449089698e-05	0.00209534558548401	88/750	1.62451082220134
ZNF148	MEred	TRANSFAC_and_JASPAR_PWMs	2.27349467910038e-06	0.000150873654554336	111/923	1.69569731179991
KLF4	MEred	TRANSFAC_and_JASPAR_PWMs	1.56191825064808e-05	0.000636481687139093	101/856	1.6470165923041
CBEPA	MEred	TRANSFAC_and_JASPAR_PWMs	0.000914041521634363	0.0175280903560472	89/820	1.47850175573952
KLF13	MEred	TRANSFAC_and_JASPAR_PWMs	0.00119058025128398	0.0194064580959289	90/838	1.46034089340891
JUN	MEred	TRANSFAC_and_JASPAR_PWMs	0.00168015917095703	0.0248969040787269	157/1611	1.3279113379373
NFE2	MEred	TRANSFAC_and_JASPAR_PWMs	6.85834353207896e-06	0.000319402855922534	166/1544	1.51562138019257
MZF1	MEred	TRANSFAC_and_JASPAR_PWMs	0.0011678251496451	0.0194064580959289	131/1298	1.37518038913604
ETS2	MEred	TRANSFAC_and_JASPAR_PWMs	0.00147502296840617	0.0228979756047815	80/734	1.48015071141566
KLF11	MEred	TRANSFAC_and_JASPAR_PWMs	2.3140131066616e-06	0.000150873654554336	99/799	1.74716200311153
POU2F1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	4.27975576345793e-09	4.10353052613907e-08	384/753	1.55233405252703
YY1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	2.84440219022957e-08	2.50614895679686e-07	1366/3034	1.26816981390877
POU1F1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	1.18688870055777e-60	3.86925716381833e-58	517/742	3.63601651423592
CBFB	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.00642941455754066	0.0321206110687992	204/436	1.28339399925288
BCL6	MEturquoise	TRANSFAC_and_JASPAR_PWMs	4.20491774440872e-26	1.24618471334295e-24	474/809	2.17307107956935
HNF1A	MEturquoise	TRANSFAC_and_JASPAR_PWMs	9.62371041824866e-09	8.71480443430295e-08	512/1042	1.44871215549232
SRF	MEturquoise	TRANSFAC_and_JASPAR_PWMs	2.78334543511042e-10	3.24060932802142e-09	867/1827	1.38140879050378
FOXA3	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.00650294579920475	0.0321206110687992	63/120	1.60506562537456
NFATC3	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.00141691532973772	0.00796404133611201	37/61	2.23709418646294
TBP	MEturquoise	TRANSFAC_and_JASPAR_PWMs	9.82965391260709e-47	1.06815572516997e-44	806/1370	2.31007085323867
JDP2	MEturquoise	TRANSFAC_and_JASPAR_PWMs	7.09159718094419e-08	6.08384389733633e-07	400/803	1.47801728831044
GATA1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	4.33499755767923e-17	8.83255752377143e-16	734/1438	1.61014120988514
FOXA2	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.00114052276005303	0.00652298982065417	28/43	2.70685316570161
HMGA1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	3.82005159422305e-23	9.57951399782088e-22	398/672	2.21004896630026
CRTC3	MEturquoise	TRANSFAC_and_JASPAR_PWMs	2.77913435024693e-12	3.623991192722e-11	306/555	1.83425826644656
NR5A1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.0044504191373669	0.0226693224809626	347/763	1.22270101019972
NFAT2	MEturquoise	TRANSFAC_and_JASPAR_PWMs	3.7204119468139e-25	1.01071191221778e-23	457/780	2.16776170296767
POU2F2	MEturquoise	TRANSFAC_and_JASPAR_PWMs	2.60596888027605e-20	6.06818467835709e-19	814/1582	1.6549920216768
IRF2	MEturquoise	TRANSFAC_and_JASPAR_PWMs	4.81795821296138e-06	3.55217636347071e-05	382/788	1.39391292186398
PRDM1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	6.94881390790336e-10	7.30746236766611e-09	398/775	1.57828023672293
GATA2	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.000229886006734922	0.00149885676391169	2000/4673	1.15109309176884
PGR	MEturquoise	TRANSFAC_and_JASPAR_PWMs	2.93994802655146e-10	3.30490709191647e-09	387/747	1.60727802520281
FOXF1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.000131689151473383	0.000876135987353528	351/741	1.32651156597273
HOXA5	MEturquoise	TRANSFAC_and_JASPAR_PWMs	4.14988981114724e-07	3.382160196085e-06	685/1462	1.32514921948521
SND1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.00876207172279843	0.0426333639049595	381/850	1.19014152105949
LEF1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	1.39582817653359e-12	1.89599993979146e-11	1209/2582	1.37838189140647
MAPK14	MEturquoise	TRANSFAC_and_JASPAR_PWMs	2.13211614032695e-05	0.000151102143857953	324/667	1.39396014089425
STAT5B	MEturquoise	TRANSFAC_and_JASPAR_PWMs	6.13235501589549e-17	1.17596925598937e-15	422/763	1.87319759938235
STAT3	MEturquoise	TRANSFAC_and_JASPAR_PWMs	1.4792635214917e-11	1.85476887694729e-10	759/1561	1.44563259789371
GATA6	MEturquoise	TRANSFAC_and_JASPAR_PWMs	9.34936071538861e-30	3.04789159321669e-28	469/778	2.3383214268114
GATA3	MEturquoise	TRANSFAC_and_JASPAR_PWMs	4.90331093117123e-06	3.55217636347071e-05	613/1316	1.30257474579169
MYB	MEturquoise	TRANSFAC_and_JASPAR_PWMs	4.43883595371878e-52	7.23530260456161e-50	535/806	3.11477143421021
JUND	MEturquoise	TRANSFAC_and_JASPAR_PWMs	7.49792447132104e-35	3.49189053950094e-33	470/754	2.56105599796781
ATF2	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.00100609970233596	0.00585693755288434	409/892	1.24646209759526
NFYA	MEturquoise	TRANSFAC_and_JASPAR_PWMs	4.14652025297951e-06	3.18098718358024e-05	656/1414	1.29500458988457
SOX10	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.000282376382105514	0.00180499412875289	53/89	2.14023813542812
TCF4	MEturquoise	TRANSFAC_and_JASPAR_PWMs	1.13238874237619e-35	6.15264550024397e-34	1234/2372	1.79477778222843
FOXC1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	2.46870491825908e-19	5.3653186890164e-18	2805/6320	1.4409744481267
CRTC1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.000542975249445843	0.00321836238762445	280/590	1.32571158889388
ETS2	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.00040971946945216	0.00247349161187785	344/734	1.29775515436646
SRY	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.00163110552529714	0.00871705575814537	116/229	1.49593066396981
CBEPB	MEturquoise	TRANSFAC_and_JASPAR_PWMs	5.20895463462896e-42	3.39623842177808e-40	820/1427	2.1757950495154
FOXL1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	3.13041035016426e-33	1.13390419350394e-31	1389/2744	1.71068453471376
STAT1	MEturquoise	TRANSFAC_and_JASPAR_PWMs	0.000373415635395802	0.0022968584365855	442/959	1.2616832855273
ZBTB16	MEturquoise	TRANSFAC_and_JASPAR_PWMs	1.35393799319076e-14	2.45213214322327e-13	477/900	1.70717332016026
MEF2A	MEturquoise	TRANSFAC_and_JASPAR_PWMs	1.68272660705319e-43	1.37142218474835e-41	893/1571	2.13943719300242
HOXD9	MEturquoise	TRANSFAC_and_JASPAR_PWMs	2.24328866661042e-13	3.48243859673808e-12	450/853	1.68439760082501
TP63	MEblue	TRANSFAC_and_JASPAR_PWMs	5.1002234317516e-07	2.72569317828036e-06	245/811	1.49867411181866
NFE2L2	MEblue	TRANSFAC_and_JASPAR_PWMs	0.016879695714036	0.0437412278016455	15/38	2.18898921718715
MZF1	MEblue	TRANSFAC_and_JASPAR_PWMs	2.37066006603496e-27	4.54608930310233e-26	309/780	2.37003947870492
IRF1	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00113474825544369	0.00406514210191915	9/14	6.03911812380414
SNAI2	MEblue	TRANSFAC_and_JASPAR_PWMs	7.33798116713626e-40	1.99348488373868e-38	335/767	2.85097303023669
HIF1A	MEblue	TRANSFAC_and_JASPAR_PWMs	8.01818478283568e-05	0.000335119005026209	269/959	1.34234902846125
INSM1	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
WT1	MEblue	TRANSFAC_and_JASPAR_PWMs	1.74602869412183e-39	4.37850272525936e-38	595/1652	2.17216865382184
TEAD4	MEblue	TRANSFAC_and_JASPAR_PWMs	2.99160394216747e-30	6.09539303216622e-29	350/891	2.36167417675745
NR1H2	MEblue	TRANSFAC_and_JASPAR_PWMs	0.0049383286542064	0.0147696801951494	82/275	1.43611681038592
RREB1	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
NR1I2	MEblue	TRANSFAC_and_JASPAR_PWMs	1.34203359925855e-13	1.12180244450843e-12	267/783	1.8218262799466
CTCF	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
REST	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
TEAD2	MEblue	TRANSFAC_and_JASPAR_PWMs	1.87828290708614e-18	2.18685795610743e-17	324/924	1.93157266371703
RXRA	MEblue	TRANSFAC_and_JASPAR_PWMs	2.10622710196835e-06	1.07285943006513e-05	248/836	1.45800709704048
MYC	MEblue	TRANSFAC_and_JASPAR_PWMs	3.5734207192921e-09	2.24025991247928e-08	245/770	1.62452731827815
CACYBP	MEblue	TRANSFAC_and_JASPAR_PWMs	1.03688484729808e-69	6.76048920438348e-68	395/777	3.94014251506848
USF2	MEblue	TRANSFAC_and_JASPAR_PWMs	1.04846326123566e-17	1.13933007720942e-16	642/2133	1.60010862930494
Pax6	MEblue	TRANSFAC_and_JASPAR_PWMs	0.0105156710103915	0.0283314772676664	31/91	1.73781189451621
NHLH1	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
RARA	MEblue	TRANSFAC_and_JASPAR_PWMs	4.62271746208725e-05	0.000200934119018726	226/783	1.39425984516406
ELF3	MEblue	TRANSFAC_and_JASPAR_PWMs	6.40425937477698e-18	7.19927088336998e-17	301/849	1.95684523438726
SP3	MEblue	TRANSFAC_and_JASPAR_PWMs	8.63503174551041e-56	4.69170058172732e-54	406/885	3.20635797388457
NR2C2	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00248791417752465	0.0077986540564715	17/38	2.71995645678516
MIB2	MEblue	TRANSFAC_and_JASPAR_PWMs	1.8090537280769e-17	1.7345632804502e-16	302/858	1.93396565551174
TLX1::NFIC	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00323269850531749	0.00984915619377105	8/13	5.36595732988351
NR5A2	MEblue	TRANSFAC_and_JASPAR_PWMs	5.47508160843975e-13	4.05653773716218e-12	615/2124	1.48772970246145
TFAP2A	MEblue	TRANSFAC_and_JASPAR_PWMs	1.8581851096064e-71	1.51442086432922e-69	762/1949	2.67721975513312
RORA	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00697486158955466	0.0204847286323858	9/17	3.77301546019808
RXR::RAR	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
MIR210	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00853284856561792	0.0241887707164473	17/42	2.28369425002272
SREBF2	MEblue	TRANSFAC_and_JASPAR_PWMs	3.26475748981711e-17	3.04088840480108e-16	275/766	1.98601296139021
NRF1	MEblue	TRANSFAC_and_JASPAR_PWMs	0.000304666948616992	0.00116848735587223	250/901	1.31758291789278
