term	term_id	variable	odds_ratio	overlap	p.value	adj.p.value	log10pvalue	genes
Developmental Biology R-HSA-1266738	R-HSA-1266738	Fibrosis	6.8441270051539	63/1422	8.28240822553917e-24	5.49537785764524e-21	20.2600024404837	CEBPD;SALL4;MYOD1;TCF4;RUNX1;CREB1;PML;SMAD4;TCF3;JUN;MAFA;LEF1;MYC;KLF5;GATA6;SRF;GATA3;RELA;HNF1B;CBFB;EGR2;GATA2;HNF1A;FOXA2;NOTCH1;FOXA3;NANOG;NFKB1;STAT3;TEAD2;NR5A1;TCF7L2;RARA;EZH2;PPARG;MEF2A;CTNNB1;YY1;TP63;MYOCD;MAFB;SIN3A;KLF4;USF1;MYB;SRY;SOX9;TP53;SMAD3;FOXA1;SOX10;TBX2;SMARCA4;ABL1;FOXF1;SPI1;CTCF;SOX2;PBX1;FOXC1;MAPK14;SUZ12;SMAD2
Disease R-HSA-1643685	R-HSA-1643685	Fibrosis	2.17919327702487	39/1881	9.82571896714077e-05	0.00250744789796073	2.60076808238062	STAT1;HMGA1;CEBPD;RUNX1;CREB1;PML;SMAD4;JUN;MYC;SP1;NFE2L2;RELA;TBP;TRIM28;MIB2;SND1;MUC1;REST;NOTCH1;NFKB1;STAT3;TCF7L2;BRCA1;JUNB;EZH2;CUX1;TWIST1;CTNNB1;SIN3A;TP53;SMAD3;ABL1;FOXM1;MAPK14;SUZ12;STAT5B;TAF7;SMAD2;TAF1
Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	R-HSA-5663202	Fibrosis	4.1860665393949	19/459	1.13553461466481e-06	7.3505094324888e-05	4.13368256077269	STAT1;NOTCH1;CREB1;TP53;SMAD3;SMAD4;STAT3;MIB2;JUN;TCF7L2;SND1;JUNB;CUX1;FOXM1;MYC;TWIST1;CTNNB1;STAT5B;SMAD2
Downregulation of SMAD2/3:SMAD4 transcriptional activity R-HSA-2173795	R-HSA-2173795	Fibrosis	17.1635438826712	5/31	2.46887552275554e-05	0.000761906469464326	3.11809833875048	SMAD2;SMAD4;SMAD7;STAT1;SMAD3
Downregulation of TGF-beta receptor signaling R-HSA-2173788	R-HSA-2173788	Fibrosis	11.4667395869729	3/26	0.00316991142073008	0.0475307622068793	1.32302522127041	SMAD2;SMAD7;SMAD3
ESR-mediated signaling R-HSA-8939211	R-HSA-8939211	Fibrosis	10.6512569565698	21/220	5.91339043902606e-14	1.9617672781469e-11	10.7073525136795	JUND;PGR;SRF;USF1;MYC;FOSB;MYB;SP1;FOXA1;JUN;CBFB;FOS;YY1;RUNX1;CREB1;POU2F1;SMC3;ATF2;GATA3;CHD1;TBP
Estrogen-dependent gene expression R-HSA-9018519	R-HSA-9018519	Fibrosis	14.5725035518723	19/149	4.96600796979897e-15	2.19663085864108e-12	11.6582429196498	JUND;PGR;USF1;MYC;FOSB;MYB;SP1;FOXA1;JUN;CBFB;FOS;YY1;RUNX1;POU2F1;SMC3;ATF2;GATA3;CHD1;TBP
Estrogen-dependent nuclear events downstream of ESR-membrane signaling R-HSA-9634638	R-HSA-9634638	Fibrosis	12.5567127721954	3/24	0.00250924245594552	0.0398774220244276	1.39927292550468	FOS;SRF;CREB1
FGFR1 mutant receptor activation R-HSA-1839124	R-HSA-1839124	Fibrosis	13.1184020167925	4/31	0.000410475992066982	0.00900333291690719	2.04559669061939	STAT5B;CUX1;STAT3;STAT1
FOXO-mediated transcription R-HSA-9614085	R-HSA-9614085	Fibrosis	12.5837638741345	8/66	7.98155767039008e-07	5.72514974519332e-05	4.24221314957137	SMAD2;SMAD4;BCL6;KLF4;NFYA;SIN3A;NFYB;SMAD3
FOXO-mediated transcription of cell cycle genes R-HSA-9617828	R-HSA-9617828	Fibrosis	27.2520047979372	4/17	3.51631451823963e-05	0.00103692208126755	2.98425387711813	SMAD2;SMAD4;SMAD3;KLF4
FOXO-mediated transcription of cell death genes R-HSA-9614657	R-HSA-9614657	Fibrosis	20.2933471383627	3/16	0.000742385959710259	0.0147036741572465	1.83257413009274	NFYB;BCL6;NFYA
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes R-HSA-9615017	R-HSA-9615017	Fibrosis	13.6184371624412	4/30	0.00036069699376512	0.0081819642859199	2.08714242051862	SMAD2;SMAD4;SIN3A;SMAD3
Factors involved in megakaryocyte development and platelet production R-HSA-983231	R-HSA-983231	Fibrosis	5.74674392850305	10/170	2.52090161380995e-05	0.000769019871615127	3.11406243780417	NFE2;SIN3A;ABL1;MYB;GATA2;GATA6;GATA1;TP53;GATA3;IRF2
Formation of axial mesoderm R-HSA-9796292	R-HSA-9796292	Fibrosis	90.7351459316276	7/14	7.17006805074449e-11	1.11937415333387e-08	7.95102472529606	TEAD2;CTNNB1;SMAD2;FOXA1;FOXA2;LEF1;SMAD3
Formation of definitive endoderm R-HSA-9823730	R-HSA-9823730	Fibrosis	63.4346341863377	7/17	3.94831672942939e-10	4.98992028566933e-08	7.30190639220636	GATA6;CTNNB1;SMAD2;SMAD4;FOXA2;TCF7L2;SMAD3
Formation of the beta-catenin:TCF transactivating complex R-HSA-201722	R-HSA-201722	Fibrosis	6.32200889138591	6/91	0.00061234024644789	0.0127964646777378	1.89290999777571	SMARCA4;LEF1;CTNNB1;MYC;TCF4;TCF7L2
Gastrulation R-HSA-9758941	R-HSA-9758941	Fibrosis	13.7658606061352	16/129	1.26629193061901e-12	2.5851836798945e-10	9.58750859441505	FOXA2;LEF1;NANOG;SMAD3;FOXF1;SMAD4;CTNNB1;TEAD2;MYB;FOXA1;SOX2;TCF7L2;FOXC1;NOTCH1;GATA6;SMAD2
Gene expression (Transcription) R-HSA-74160	R-HSA-74160	Fibrosis	7.41891682648895	69/1559	1.27784834327359e-26	1.13046983434937e-23	22.9467410219523	STAT1;MSX2;RUNX1;CREB1;POU2F2;PML;SMAD4;TCF3;JUN;LEF1;MYC;SP1;RUNX2;SRF;GATA3;RELA;TBP;SMAD7;CBFB;TRIM28;GATA2;POU2F1;ATF2;AR;PRDM1;NFE2;GATA1;REST;NOTCH1;FOS;ELF1;NFKB1;TEAD2;NR5A1;TCF7L2;RARA;BRCA1;JUNB;EZH2;UBTF;PPARD;PPARG;E2F6;TWIST1;CTNNB1;YY1;TP63;BCL6;SIN3A;PGR;KLF4;MYB;SOX9;TP53;NFYA;NFYB;SMAD3;MAX;CBX3;SMARCA4;ABL1;SPI1;SOX2;MAPK14;SUZ12;TAF7;SMAD2;E2F4;TAF1
Generic Transcription Pathway R-HSA-212436	R-HSA-212436	Fibrosis	8.69195697190971	66/1260	1.69953369364245e-29	4.51056242292706e-26	25.3457693024802	STAT1;MSX2;RUNX1;CREB1;PML;SMAD4;TCF3;JUN;LEF1;MYC;SP1;RUNX2;SRF;GATA3;RELA;TBP;SMAD7;CBFB;TRIM28;GATA2;ATF2;AR;PRDM1;NFE2;GATA1;REST;NOTCH1;FOS;ELF1;NFKB1;TEAD2;NR5A1;TCF7L2;RARA;BRCA1;JUNB;EZH2;PPARD;PPARG;E2F6;TWIST1;CTNNB1;YY1;TP63;BCL6;SIN3A;PGR;KLF4;MYB;SOX9;TP53;NFYA;NFYB;SMAD3;MAX;CBX3;SMARCA4;ABL1;SPI1;SOX2;MAPK14;SUZ12;TAF7;SMAD2;E2F4;TAF1
Germ layer formation at gastrulation R-HSA-9754189	R-HSA-9754189	Fibrosis	63.4346341863377	7/17	3.94831672942939e-10	4.98992028566933e-08	7.30190639220636	SOX2;CTNNB1;SMAD2;SMAD4;LEF1;SMAD3;NANOG
Growth hormone receptor signaling R-HSA-982772	R-HSA-982772	Fibrosis	12.5567127721954	3/24	0.00250924245594552	0.0398774220244276	1.39927292550468	STAT5B;STAT3;STAT1
HCMV Infection R-HSA-9609646	R-HSA-9609646	Fibrosis	4.05275771406438	7/162	0.00261539725058711	0.0405850794868478	1.39163359911992	NFKB1;CEBPD;SUZ12;CREB1;TRIM28;EZH2;PML
Heme signaling R-HSA-9707616	R-HSA-9707616	Fibrosis	10.1274335609452	5/49	0.000234875246896852	0.00542051221968909	2.26595967219342	ATF2;CRTC1;NFE2L2;CRTC3;CREB1
IkBA variant leads to EDA-ID R-HSA-5603029	R-HSA-5603029	Fibrosis	34.8924932429355	2/7	0.00264552326722859	0.0405850794868478	1.39163359911992	RELA;NFKB1
Inactivation of CSF3 (G-CSF) signaling R-HSA-9705462	R-HSA-9705462	Fibrosis	11.9862329109302	3/25	0.00282767716551575	0.0431302022832115	1.36521850498235	STAT5B;STAT3;STAT1
Infectious disease R-HSA-5663205	R-HSA-5663205	Fibrosis	2.06053890918222	23/1081	0.00262929589038911	0.0405850794868478	1.39163359911992	STAT1;HMGA1;CEBPD;REST;RUNX1;CREB1;TRIM28;PML;NFKB1;SMAD3;SMAD4;JUN;EZH2;ABL1;SP1;NFE2L2;CTNNB1;MAPK14;SUZ12;TAF7;RELA;TAF1;TBP
Interleukin-17 signaling R-HSA-448424	R-HSA-448424	Fibrosis	9.89407734838559	7/71	1.61426284972968e-05	0.000528920197923774	3.27660984822141	ATF2;JUN;MEF2A;FOS;NFKB1;CREB1;MAPK14
Interleukin-20 family signaling R-HSA-8854691	R-HSA-8854691	Fibrosis	11.4667395869729	3/26	0.00316991142073008	0.0475307622068793	1.32302522127041	STAT5B;STAT3;STAT1
Interleukin-21 signaling R-HSA-9020958	R-HSA-9020958	Fibrosis	37.6677626184966	3/10	0.000167314733040409	0.00400048019359681	2.3978878754439	STAT3;STAT5B;STAT1
Interleukin-4 and Interleukin-13 signaling R-HSA-6785807	R-HSA-6785807	Fibrosis	16.3942946133376	16/111	1.15159989071281e-13	3.39594012216866e-11	10.4690399759195	BCL6;NANOG;STAT1;HIF1A;ZEB1;STAT3;CEBPD;MYC;SOX2;FOS;TP53;POU2F1;GATA3;TWIST1;MUC1;JUNB
Interleukin-9 signaling R-HSA-8985947	R-HSA-8985947	Fibrosis	43.9637424204857	3/9	0.000118111068234722	0.00298539785804716	2.52499778311403	STAT3;STAT5B;STAT1
Intracellular signaling by second messengers R-HSA-9006925	R-HSA-9006925	Fibrosis	3.39197274605179	11/308	0.000825824638008737	0.0158821636903999	1.7990903322118	EGR1;SALL4;REST;CREB1;TP53;PML;JUN;ATF2;EZH2;PPARG;SUZ12
KEAP1-NFE2L2 pathway R-HSA-9755511	R-HSA-9755511	Fibrosis	5.34154900957717	7/125	0.000580230397685584	0.0122216783766471	1.91286914927642	NFKB1;MYC;SP1;NOTCH1;NFE2L2;BRCA1;RELA
Kidney development R-HSA-9830369	R-HSA-9830369	Fibrosis	8.42469677207838	4/46	0.00186424493651636	0.0311920261538333	1.50595641367347	GATA3;CTNNB1;FOXC1;HNF1B
Loss of Function of SMAD2/3 in Cancer R-HSA-3304349	R-HSA-3304349	Fibrosis	65.8360597748873	3/7	5.00497178454445e-05	0.00135542807307969	2.86792352367066	SMAD2;SMAD4;SMAD3
Loss of Function of SMAD4 in Cancer R-HSA-3304347	R-HSA-3304347	Fibrosis	Inf	3/3	1.47910888447096e-06	7.85110995877186e-05	4.10506894008366	SMAD2;SMAD3;SMAD4
Loss of Function of TGFBR1 in Cancer R-HSA-3656534	R-HSA-3656534	Fibrosis	34.8924932429355	2/7	0.00264552326722859	0.0405850794868478	1.39163359911992	SMAD2;SMAD3
MAP kinase activation R-HSA-450294	R-HSA-450294	Fibrosis	11.3096148510622	7/63	7.24640408804746e-06	0.000274742234995399	3.56107457314034	ATF2;JUN;MEF2A;FOS;NFKB1;CREB1;MAPK14
MAPK targets/ Nuclear events mediated by MAP kinases R-HSA-450282	R-HSA-450282	Fibrosis	21.5825032491593	6/31	1.18637392190433e-06	7.38450237327314e-05	4.13167876559552	ATF2;JUN;MEF2A;FOS;CREB1;MAPK14
MECP2 regulates neuronal receptors and channels R-HSA-9022699	R-HSA-9022699	Fibrosis	17.5833734330343	3/18	0.00106375868441193	0.0194704520581328	1.71062396506582	SIN3A;NOTCH1;CREB1
MECP2 regulates transcription factors R-HSA-9022707	R-HSA-9022707	Fibrosis	58.1546595356279	2/5	0.00127892031065437	0.0224785066521636	1.64823254427146	PPARG;CREB1
MITF-M-dependent gene expression R-HSA-9856651	R-HSA-9856651	Fibrosis	10.3290159813953	9/89	7.67741357524507e-07	5.65995989686123e-05	4.24718664595547	SIN3A;SMARCA4;LEF1;CTNNB1;USF1;TCF7L2;CREB1;SOX10;TBX2
MITF-M-regulated melanocyte development R-HSA-9730414	R-HSA-9730414	Fibrosis	8.31915669490428	10/121	1.20779152220883e-06	7.38450237327314e-05	4.13167876559552	SIN3A;SMARCA4;LEF1;CTNNB1;USF1;SOX2;TCF7L2;CREB1;SOX10;TBX2
Mitochondrial biogenesis R-HSA-1592230	R-HSA-1592230	Fibrosis	6.104939198169	6/94	0.000727356846077763	0.0146242808294726	1.83492548179082	NRF1;CRTC1;MAPK14;CREB1;ATF2;CRTC3
MyD88 cascade initiated on plasma membrane R-HSA-975871	R-HSA-975871	Fibrosis	9.49321333374731	9/96	1.4637650575869e-06	7.85110995877186e-05	4.10506894008366	NFKB1;MAPK14;JUN;FOS;CREB1;TP53;ATF2;MEF2A;RELA
MyD88 dependent cascade initiated on endosome R-HSA-975155	R-HSA-975155	Fibrosis	8.8774438465305	9/102	2.44042647224929e-06	0.000122205506742446	3.91290922376635	NFKB1;MAPK14;JUN;FOS;CREB1;TP53;ATF2;MEF2A;RELA
MyD88-independent TLR4 cascade  R-HSA-166166	R-HSA-166166	Fibrosis	8.24984445530367	9/109	4.24614488214407e-06	0.000185876630261216	3.7307752094029	NFKB1;MAPK14;JUN;FOS;CREB1;TP53;ATF2;MEF2A;RELA
MyD88:MAL(TIRAP) cascade initiated on plasma membrane R-HSA-166058	R-HSA-166058	Fibrosis	8.00756814071054	9/112	5.31628714557592e-06	0.000217068093605515	3.66340400791086	NFKB1;MAPK14;JUN;FOS;CREB1;TP53;ATF2;MEF2A;RELA
Myogenesis R-HSA-525793	R-HSA-525793	Fibrosis	28.8444707486014	7/29	2.8258673380237e-08	2.67851854111246e-06	5.5721053430283	MYOD1;TCF4;CTNNB1;MEF2A;ABL1;TCF3;MAPK14
NFE2L2 regulating tumorigenic genes R-HSA-9818030	R-HSA-9818030	Fibrosis	32.9674740596581	3/11	0.000228128928550244	0.00535800156081723	2.27099716421527	NOTCH1;SP1;NFE2L2
NGF-stimulated transcription R-HSA-9031628	R-HSA-9031628	Fibrosis	41.9904679869253	12/39	9.38608634280995e-15	3.55866759340252e-12	11.4487125765067	ATF2;JUND;EGR1;REST;EGR2;FOS;ASCL1;SRF;JUNB;FOSB;CREB1;FOSL1
NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508	R-HSA-9013508	Fibrosis	16.8720919872276	4/25	0.000174054585763842	0.00412447205908247	2.38463163414458	IKZF1;PBX1;NOTCH1;STAT1
Nuclear Events (kinase and transcription factor activation) R-HSA-198725	R-HSA-198725	Fibrosis	28.5852448188738	14/61	4.81025511882423e-15	2.19663085864108e-12	11.6582429196498	ATF2;JUND;MEF2A;EGR1;REST;EGR2;FOS;ASCL1;SRF;JUNB;FOSB;CREB1;MAPK14;FOSL1
Nuclear Receptor transcription pathway R-HSA-383280	R-HSA-383280	Fibrosis	11.4719539865681	6/53	3.00871424330901e-05	0.00089720534851035	3.04710814612161	RARA;PPARD;NR5A1;AR;PGR;PPARG
Nuclear events mediated by NFE2L2 R-HSA-9759194	R-HSA-9759194	Fibrosis	5.96825758241141	6/96	0.000812863160849734	0.0157469987510598	1.80280220695735	NFKB1;MYC;SP1;NOTCH1;NFE2L2;RELA
Nuclear events stimulated by ALK signaling in cancer R-HSA-9725371	R-HSA-9725371	Fibrosis	14.8747993652524	5/35	4.54671508377929e-05	0.00128372147152662	2.89152919472571	STAT3;TWIST1;NOTCH1;JUNB;FOXM1
Oncogene Induced Senescence R-HSA-2559585	R-HSA-2559585	Fibrosis	11.426527229356	4/35	0.000659267288745716	0.0134591952640856	1.87098090614585	ETS1;ETS2;SP1;TP53
Oxidative Stress Induced Senescence R-HSA-2559580	R-HSA-2559580	Fibrosis	4.50265983920796	6/125	0.00314130910046023	0.0475307622068793	1.32302522127041	MAPK14;SUZ12;JUN;FOS;TP53;EZH2
PIP3 activates AKT signaling R-HSA-1257604	R-HSA-1257604	Fibrosis	3.93432392763187	11/268	0.000256162115067968	0.00586081252922748	2.23204217024509	EGR1;SUZ12;SALL4;JUN;REST;PPARG;CREB1;TP53;ATF2;EZH2;PML
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation R-HSA-2892247	R-HSA-2892247	Fibrosis	39.364603703719	4/13	1.09472212436163e-05	0.000377323703643606	3.42328591136867	SALL4;SOX2;STAT3;NANOG
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation R-HSA-2892245	R-HSA-2892245	Fibrosis	37.6677626184966	3/10	0.000167314733040409	0.00400048019359681	2.3978878754439	GATA6;SOX2;NANOG
PTEN Regulation R-HSA-6807070	R-HSA-6807070	Fibrosis	7.1483862455463	10/139	4.2722209668177e-06	0.000185876630261216	3.7307752094029	EGR1;SUZ12;SALL4;JUN;REST;PPARG;TP53;ATF2;EZH2;PML
RNA Polymerase II Transcription R-HSA-73857	R-HSA-73857	Fibrosis	8.24718452902018	68/1390	9.01443718912477e-29	1.19621581499686e-25	24.9221904601412	STAT1;MSX2;RUNX1;CREB1;POU2F2;PML;SMAD4;TCF3;JUN;LEF1;MYC;SP1;RUNX2;SRF;GATA3;RELA;TBP;SMAD7;CBFB;TRIM28;GATA2;POU2F1;ATF2;AR;PRDM1;NFE2;GATA1;REST;NOTCH1;FOS;ELF1;NFKB1;TEAD2;NR5A1;TCF7L2;RARA;BRCA1;JUNB;EZH2;PPARD;PPARG;E2F6;TWIST1;CTNNB1;YY1;TP63;BCL6;SIN3A;PGR;KLF4;MYB;SOX9;TP53;NFYA;NFYB;SMAD3;MAX;CBX3;SMARCA4;ABL1;SPI1;SOX2;MAPK14;SUZ12;TAF7;SMAD2;E2F4;TAF1
RUNX1 regulates estrogen receptor mediated transcription R-HSA-8931987	R-HSA-8931987	Fibrosis	43.6080026249824	2/6	0.00190395939597626	0.0311920261538333	1.50595641367347	CBFB;RUNX1
RUNX1 regulates expression of components of tight junctions R-HSA-8935964	R-HSA-8935964	Fibrosis	58.1546595356279	2/5	0.00127892031065437	0.0224785066521636	1.64823254427146	CBFB;RUNX1
RUNX1 regulates transcription of genes involved in BCR signaling R-HSA-8939245	R-HSA-8939245	Fibrosis	88.0007677352204	3/6	2.88421400105847e-05	0.000869852722591952	3.06055427287575	CBFB;ELF1;RUNX1
RUNX1 regulates transcription of genes involved in WNT signaling R-HSA-8939256	R-HSA-8939256	Fibrosis	43.6080026249824	2/6	0.00190395939597626	0.0311920261538333	1.50595641367347	CBFB;RUNX1
RUNX1 regulates transcription of genes involved in differentiation of HSCs R-HSA-8939236	R-HSA-8939236	Fibrosis	6.86199944796918	9/129	1.68311808592686e-05	0.00054475553659145	3.26379834713238	ABL1;SPI1;TCF3;MYB;GATA2;CBFB;RUNX1;GATA1;GATA3
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells R-HSA-8939246	R-HSA-8939246	Fibrosis	65.8360597748873	3/7	5.00497178454445e-05	0.00135542807307969	2.86792352367066	CBFB;RUNX1;RUNX2
RUNX1 regulates transcription of genes involved in interleukin signaling R-HSA-8939247	R-HSA-8939247	Fibrosis	131.22584692711	3/5	1.45433083730308e-05	0.000488581524329414	3.31106295986257	CBFB;ELF1;RUNX1
RUNX2 regulates bone development R-HSA-8941326	R-HSA-8941326	Fibrosis	17.1635438826712	5/31	2.46887552275554e-05	0.000761906469464326	3.11809833875048	SMAD4;AR;ABL1;CBFB;RUNX2
RUNX2 regulates chondrocyte maturation R-HSA-8941284	R-HSA-8941284	Fibrosis	58.1546595356279	2/5	0.00127892031065437	0.0224785066521636	1.64823254427146	CBFB;RUNX2
RUNX2 regulates genes involved in differentiation of myeloid cells R-HSA-8941333	R-HSA-8941333	Fibrosis	262.560159494632	3/4	5.86665783504109e-06	0.000235910755972713	3.62725225770234	CBFB;RUNX1;RUNX2
RUNX2 regulates osteoblast differentiation R-HSA-8940973	R-HSA-8940973	Fibrosis	17.7159680953154	4/24	0.000147511178308462	0.00359169419477668	2.44470064727609	AR;ABL1;CBFB;RUNX2
RUNX3 regulates BCL2L11 (BIM) transcription R-HSA-8952158	R-HSA-8952158	Fibrosis	58.1546595356279	2/5	0.00127892031065437	0.0224785066521636	1.64823254427146	SMAD4;SMAD3
RUNX3 regulates CDKN1A transcription R-HSA-8941855	R-HSA-8941855	Fibrosis	65.8360597748873	3/7	5.00497178454445e-05	0.00135542807307969	2.86792352367066	SMAD4;SMAD3;TP53
RUNX3 regulates RUNX1-mediated transcription R-HSA-8951911	R-HSA-8951911	Fibrosis	173.698850686856	2/3	0.000389518083788437	0.00868723524684464	2.06111841780747	CBFB;RUNX1
RUNX3 regulates WNT signaling R-HSA-8951430	R-HSA-8951430	Fibrosis	88.6719814503922	4/8	1.12068020566611e-06	7.3505094324888e-05	4.13368256077269	CTNNB1;MYC;LEF1;TCF7L2
Regulation of CDH19 Expression and Function R-HSA-9764302	R-HSA-9764302	Fibrosis	34.8924932429355	2/7	0.00264552326722859	0.0405850794868478	1.39163359911992	CTNNB1;SOX10
Regulation of Expression and Function of Type II Classical Cadherins R-HSA-9764260	R-HSA-9764260	Fibrosis	12.649157291085	4/32	0.000464973579624282	0.0100328445554703	1.99857591647128	FOXF1;SOX10;CTNNB1;SP1
Regulation of Homotypic Cell-Cell Adhesion R-HSA-9759476	R-HSA-9759476	Fibrosis	12.649157291085	4/32	0.000464973579624282	0.0100328445554703	1.99857591647128	FOXF1;SOX10;CTNNB1;SP1
Regulation of MITF-M-dependent genes involved in cell cycle and proliferation R-HSA-9825892	R-HSA-9825892	Fibrosis	35.4336818599231	4/14	1.51900201834644e-05	0.000503928919586431	3.29763071753942	CTNNB1;TBX2;LEF1;TCF7L2
Regulation of MITF-M-dependent genes involved in pigmentation R-HSA-9824585	R-HSA-9824585	Fibrosis	17.9876591143412	6/36	2.9943734379144e-06	0.000144492129167724	3.84015580932352	SOX10;CTNNB1;SMARCA4;LEF1;USF1;CREB1
Regulation of NFE2L2 gene expression R-HSA-9818749	R-HSA-9818749	Fibrosis	148.470596596613	5/8	1.00589225437756e-08	1.11234918463252e-06	5.95375885919818	NOTCH1;RELA;NFKB1;MYC;NFE2L2
Regulation of NPAS4 gene transcription R-HSA-9768777	R-HSA-9768777	Fibrosis	58.1546595356279	2/5	0.00127892031065437	0.0224785066521636	1.64823254427146	SRF;REST
Regulation of PTEN gene transcription R-HSA-8943724	R-HSA-8943724	Fibrosis	15.9271455600169	9/61	2.74461294042442e-08	2.67851854111246e-06	5.5721053430283	SUZ12;SALL4;ATF2;JUN;EGR1;REST;PPARG;EZH2;TP53
Regulation of RUNX1 Expression and Activity R-HSA-8934593	R-HSA-8934593	Fibrosis	18.8350898425809	3/17	0.000893933705680517	0.0168136165730338	1.77433886069632	CBFB;PML;RUNX1
